Name,Genome,contig,Start,End,Source,Note,familyID
tolpar1_tyr10471,,,,,Gluck-Thaler and Vogan (2024),,fam06
verlon1_10996_10997,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylbam1_587822,,,,,Gluck-Thaler and Vogan (2024),,fam06
xylpal1_613315,,,,,Gluck-Thaler and Vogan (2024),,fam06
psevex1_489986,,,,,Gluck-Thaler and Vogan (2024),,fam06
clorhi1_VUC09346.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
mictri1_288833,,,,,Gluck-Thaler and Vogan (2024),,fam06
colaen1_KAF5522205.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
colsco1_tyr4368,,,,,Gluck-Thaler and Vogan (2024),,fam06
talrug1_QKX61611.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
blaper1_810,,,,,Gluck-Thaler and Vogan (2024),,fam06
talsti1_4992,,,,,Gluck-Thaler and Vogan (2024),,fam06
baeomycetales.sp..4_tyr1180,baeomycetales.sp..4,baeomycetales.sp..4_493,6584,8991,Newly-annotated lichen genomes,,
Enterprise_Pans-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusequ9_tyr5516,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusfus65_tyr5879,,,,,Gluck-Thaler and Vogan (2024),,fam06
fustri7_tyr6779,,,,,Gluck-Thaler and Vogan (2024),,fam06
gaetri1_EJT68898.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
gaetri1_EJT69642.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
cudaci1_KAF4627340.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
mictri1_249983,,,,,Gluck-Thaler and Vogan (2024),,fam06
endocarpon.pusillum.1_tyr2609,endocarpon.pusillum.1,endocarpon.pusillum.1_222,295282,297341,Newly-annotated lichen genomes,,
fuscor2_tyr5424,,,,,Gluck-Thaler and Vogan (2024),,fam06
fushos2_tyr5966,,,,,Gluck-Thaler and Vogan (2024),,fam06
fussp.4_KAF9773401.1_KAF9773402.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
fusfus37_tyr5753,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusfus35_tyr5744,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusnem1_tyr6108,,,,,Gluck-Thaler and Vogan (2024),,fam06
phamin1_tyr9087,,,,,Gluck-Thaler and Vogan (2024),,fam06
Starship-2_Cpsa-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam06
umbilicaria.iberica.1_tyr1168,umbilicaria.iberica.1,umbilicaria.iberica.1_19,1052981,1053947,Newly-annotated lichen genomes,,
leucodecton.sp..1_tyr3879,leucodecton.sp..1,leucodecton.sp..1_69,36146,39005,Newly-annotated lichen genomes,,
micmic1_140246,,,,,Gluck-Thaler and Vogan (2024),,fam06
rutsp.3_PQE10464.1_PQE10450.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rhizocarpon.subgeminatum.1_tyr3407,rhizocarpon.subgeminatum.1,rhizocarpon.subgeminatum.1_110,21474,23289,Newly-annotated lichen genomes,,
altgan2_tyr166,,,,,Gluck-Thaler and Vogan (2024),,fam06
mytres1_479663,,,,,Gluck-Thaler and Vogan (2024),,fam06
pesfic1_1296,,,,,Gluck-Thaler and Vogan (2024),,fam06
emeafr1_OAX79438.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
helgri1_1499,,,,,Gluck-Thaler and Vogan (2024),,fam06
trimen1_4468,,,,,Gluck-Thaler and Vogan (2024),,fam06
trisou1_9405,,,,,Gluck-Thaler and Vogan (2024),,fam06
talrug1_QKX60504.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
zoprhi1_KAF2195618.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
micareopsis.irriguata.1_tyr1708,micareopsis.irriguata.1,micareopsis.irriguata.1_520,4935,6895,Newly-annotated lichen genomes,,
micareopsis.irriguata.1_tyr4069,micareopsis.irriguata.1,micareopsis.irriguata.1_993,8458,9890,Newly-annotated lichen genomes,,
cladonia.macilenta.1_tyr1721,cladonia.macilenta.1,cladonia.macilenta.1_518,14751,15977,Newly-annotated lichen genomes,,
umbilicaria.deusta.1_tyr455,umbilicaria.deusta.1,umbilicaria.deusta.1_6,170882,172680,Newly-annotated lichen genomes,,
gluame1_tyr7131,,,,,Gluck-Thaler and Vogan (2024),,fam06
stictis.urceolata.2_tyr2769,stictis.urceolata.2,stictis.urceolata.2_394,20586,23082,Newly-annotated lichen genomes,,
corcas2_PSN61909.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
coltof2_tyr4409,,,,,Gluck-Thaler and Vogan (2024),,fam06
Starship-1_Fnub-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam06
cypeur1_118335,,,,,Gluck-Thaler and Vogan (2024),,fam06
chlaer1_TAQ83756.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
gloste1_228597,,,,,Gluck-Thaler and Vogan (2024),,fam06
lacwil1_tyr7768,,,,,Gluck-Thaler and Vogan (2024),,fam06
rhieri1_658879,,,,,Gluck-Thaler and Vogan (2024),,fam06
psesp.2_9155,,,,,Gluck-Thaler and Vogan (2024),,fam06
psesp.5_10696,,,,,Gluck-Thaler and Vogan (2024),,fam06
psesp.8_7699,,,,,Gluck-Thaler and Vogan (2024),,fam06
psesp.4_1253_1254,,,,,Gluck-Thaler and Vogan (2024),,n.d.
fonere1_5544_5545,,,,,Gluck-Thaler and Vogan (2024),,n.d.
consp.1_1014526,,,,,Gluck-Thaler and Vogan (2024),,fam06
xylcf.1_280771_507006,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xyltel1_515037_515045,,,,,Gluck-Thaler and Vogan (2024),,n.d.
fusalb1_KAF4458660.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
magory1_2081_2080,,,,,Gluck-Thaler and Vogan (2024),,n.d.
pyrsp.2_TLD09608.1_TLD09609.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
pyrpen1_TLS25962.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
fuscor2_tyr5423,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusfus25_tyr5667,,,,,Gluck-Thaler and Vogan (2024),,fam06
fusmet1_tyr6076,,,,,Gluck-Thaler and Vogan (2024),,fam06
purlil1_tyr9695,,,,,Gluck-Thaler and Vogan (2024),,fam06
ilysp.1_592848_824996,,,,,Gluck-Thaler and Vogan (2024),,n.d.
stalon1_KAG7284893.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
sceapi1_tyr10060,,,,,Gluck-Thaler and Vogan (2024),,fam06
acarospora.socialis.1_tyr3129,acarospora.socialis.1,acarospora.socialis.1_14,359000,362134,Newly-annotated lichen genomes,,
xyldig1_515723,,,,,Gluck-Thaler and Vogan (2024),,fam06
ophpic1_tyr8517,,,,,Gluck-Thaler and Vogan (2024),,fam06
pyrory1_EHA47044.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
pyrory3_ELQ32919.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
pyrory1_EHA55112.1_EHA55113.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
acemac1_478033,,,,,Gluck-Thaler and Vogan (2024),,fam06
acemac1_585016,,,,,Gluck-Thaler and Vogan (2024),,fam06
chaetothyriales.sp..1_tyr1264,chaetothyriales.sp..1,chaetothyriales.sp..1_10,3112814,3114993,Newly-annotated lichen genomes,,
cladophialophora.sp..1_tyr1003,cladophialophora.sp..1,cladophialophora.sp..1_5,5217013,5219376,Newly-annotated lichen genomes,,
cladophialophora.sp..1_tyr1004,cladophialophora.sp..1,cladophialophora.sp..1_5,5007154,5008482,Newly-annotated lichen genomes,,
cladophialophora.sp..1_tyr4136,cladophialophora.sp..1,cladophialophora.sp..1_14,4675150,4678368,Newly-annotated lichen genomes,,
cladophialophora.sp..2_tyr400,cladophialophora.sp..2,cladophialophora.sp..2_10,3416696,3417421,Newly-annotated lichen genomes,,
claimm1_tyr4064,,,,,Gluck-Thaler and Vogan (2024),,fam06
exooli1_137898,,,,,Gluck-Thaler and Vogan (2024),,fam06
cladophialophora.endolichena.1_tyr2203,cladophialophora.endolichena.1,cladophialophora.endolichena.1_1,3382789,3384663,Newly-annotated lichen genomes,,
cypeur1_111219,,,,,Gluck-Thaler and Vogan (2024),,fam06
exooli1_137943_137944,,,,,Gluck-Thaler and Vogan (2024),,n.d.
aspasp2_tyr558,,,,,Gluck-Thaler and Vogan (2024),,fam06
aspibe2_tyr1544,,,,,Gluck-Thaler and Vogan (2024),,fam06
aspawa2_tyr663,,,,,Gluck-Thaler and Vogan (2024),,fam06
aspcej1_tyr842,,,,,Gluck-Thaler and Vogan (2024),,fam06
aspnid1_CBF82971.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
aspspi1_tyr2725,,,,,Gluck-Thaler and Vogan (2024),,fam06
elagra2_tyr4827,,,,,Gluck-Thaler and Vogan (2024),,fam06
elagra2_tyr4839,,,,,Gluck-Thaler and Vogan (2024),,fam06
penexp2_2586,,,,,Gluck-Thaler and Vogan (2024),,fam06
hiscap1_5913,,,,,Gluck-Thaler and Vogan (2024),,fam06
polhys1_3689,,,,,Gluck-Thaler and Vogan (2024),,fam06
uncree2_EEP83037.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
talmar2_KFX50176.1,,,,,Gluck-Thaler and Vogan (2024),,fam06
agyrium.rufum.1_tyr1892,agyrium.rufum.1,agyrium.rufum.1_10,57164,59145,Newly-annotated lichen genomes,,
arthonia.susa.1_tyr48,arthonia.susa.1,arthonia.susa.1_10,25766,27939,Newly-annotated lichen genomes,,
arthonia.radiata.1_tyr1680,arthonia.radiata.1,arthonia.radiata.1_14,1789879,1791298,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.1_tyr976,coniocarpon.cinnabarinum.1,coniocarpon.cinnabarinum.1_4,164741,166150,Newly-annotated lichen genomes,,
vergal1_120558_120559,,,,,Gluck-Thaler and Vogan (2024),,n.d.
bipmay2_EMD97612.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
lining1_19457,,,,,Gluck-Thaler and Vogan (2024),,clade03
polfus1_563474,,,,,Gluck-Thaler and Vogan (2024),,clade02
gluame1_KAH0542452.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
orboli10_KAF3190727.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
orboli20_KAF3221117.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
orboli7_KAF3157311.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
acemac1_681948,,,,,Gluck-Thaler and Vogan (2024),,fam08
ascsar1_9624,,,,,Gluck-Thaler and Vogan (2024),,fam08
venech1_RDL41173.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
psever1_9422,,,,,Gluck-Thaler and Vogan (2024),,fam08
lacari1_tyr7740,,,,,Gluck-Thaler and Vogan (2024),,fam08
botcal1_tyr3614,,,,,Gluck-Thaler and Vogan (2024),,fam08
botcal1_tyr3618,,,,,Gluck-Thaler and Vogan (2024),,fam08
sclbor1_tyr10062,,,,,Gluck-Thaler and Vogan (2024),,fam08
monfru2_RAL60102.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
monfru2_RAL66735.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
monlax1_tyr8314,,,,,Gluck-Thaler and Vogan (2024),,fam08
sclcep1_KAF7877687.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
botpor2_TGO90359.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
cudaci1_KAF4629989.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
lepsp.1_707367,,,,,Gluck-Thaler and Vogan (2024),,fam08
amyenc1_389645,,,,,Gluck-Thaler and Vogan (2024),,fam08
hymalb1_CAG8976161.1_CAG8976162.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rutsp.2_tyr10042,,,,,Gluck-Thaler and Vogan (2024),,fam08
sclscl1_APA09337.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
helsp.4_KAE8441678.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
phisco1_737160_737161,,,,,Gluck-Thaler and Vogan (2024),,n.d.
phisub1_17707,,,,,Gluck-Thaler and Vogan (2024),,fam08
hyphym1_tyr7592,,,,,Gluck-Thaler and Vogan (2024),,fam08
lepsp.1_482229,,,,,Gluck-Thaler and Vogan (2024),,fam08
lacari1_tyr7741,,,,,Gluck-Thaler and Vogan (2024),,fam08
psever1_8338,,,,,Gluck-Thaler and Vogan (2024),,fam08
trihyb1_905659,,,,,Gluck-Thaler and Vogan (2024),,fam08
mycosphaerellales.sp..1_tyr2340,mycosphaerellales.sp..1,mycosphaerellales.sp..1_24,641563,643654,Newly-annotated lichen genomes,,
cerkik1_GIZ36574.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
zascel1_17254,,,,,Gluck-Thaler and Vogan (2024),,fam10
cerber1_4073,,,,,Gluck-Thaler and Vogan (2024),,fam10
cerbet1_PIA93163.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
cerkik1_GIZ46179.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
pasful1_KAH3649967.1_KAH3649832.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
disaci1_KAF1825875.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
elsamp1_256687,,,,,Gluck-Thaler and Vogan (2024),,fam10
elsbat1_KAG8628150.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
elsaus1_tyr4897,,,,,Gluck-Thaler and Vogan (2024),,fam10
elsbat1_KAG8623403.1_KAG8623701.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
elsaus2_TKX19097.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
elsfaw1_KAF4556065.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
aurpul6_KEQ83187.1_KEQ83188.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
delstr1_204501,,,,,Gluck-Thaler and Vogan (2024),,fam10
delstr1_369760,,,,,Gluck-Thaler and Vogan (2024),,fam10
delstr1_282815,,,,,Gluck-Thaler and Vogan (2024),,fam10
aaoarx1_319010,,,,,Gluck-Thaler and Vogan (2024),,fam10
maspha1_203713,,,,,Gluck-Thaler and Vogan (2024),,fam10
wesorn1_tyr10759,,,,,Gluck-Thaler and Vogan (2024),,fam10
didexi1_10501,,,,,Gluck-Thaler and Vogan (2024),,fam10
macano1_420158,,,,,Gluck-Thaler and Vogan (2024),,fam10
claely1_437966,,,,,Gluck-Thaler and Vogan (2024),,fam10
sethol1_15133,,,,,Gluck-Thaler and Vogan (2024),,fam10
stasp.1_299864,,,,,Gluck-Thaler and Vogan (2024),,fam10
lenflu1_KAF2680563.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
cloaqu1_482612,,,,,Gluck-Thaler and Vogan (2024),,fam10
polfus1_408015,,,,,Gluck-Thaler and Vogan (2024),,fam10
polfus1_595134,,,,,Gluck-Thaler and Vogan (2024),,fam10
polfus1_594435_594441,,,,,Gluck-Thaler and Vogan (2024),,n.d.
parmin1_KAF9733691.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
wesorn1_504387,,,,,Gluck-Thaler and Vogan (2024),,fam10
lenflu1_KAF2680670.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
bimnov1_564002,,,,,Gluck-Thaler and Vogan (2024),,fam10
rhyruf1_112818,,,,,Gluck-Thaler and Vogan (2024),,fam10
gloste1_250357_290901,,,,,Gluck-Thaler and Vogan (2024),,n.d.
hyspul1_118805,,,,,Gluck-Thaler and Vogan (2024),,fam10
rhyruf1_tyr9994,,,,,Gluck-Thaler and Vogan (2024),,fam10
mytres1_483318,,,,,Gluck-Thaler and Vogan (2024),,fam10
mytres1_516471_225833,,,,,Gluck-Thaler and Vogan (2024),,n.d.
mytres1_569544,,,,,Gluck-Thaler and Vogan (2024),,fam10
rhyruf1_tyr9997,,,,,Gluck-Thaler and Vogan (2024),,fam10
Voyager_Mpha_mp102-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam10
macpha1_756324,,,,,Gluck-Thaler and Vogan (2024),,fam10
neopar1_tyr8483,,,,,Gluck-Thaler and Vogan (2024),,fam10
neopar1_tyr8484,,,,,Gluck-Thaler and Vogan (2024),,fam10
hyspul1_120259,,,,,Gluck-Thaler and Vogan (2024),,fam10
patatr1_KAF2840256.1_KAF2840257.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
patatr1_tyr8666,,,,,Gluck-Thaler and Vogan (2024),,fam10
zoprhi1_KAF2178190.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
Starship-1_Aalt-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam10
Starship-1_Agai-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam10
altgai1_tyr155,,,,,Gluck-Thaler and Vogan (2024),,fam10
Starship-1_Aten-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam10
Starship-2_Aten-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam10
altatr1_tyr121,,,,,Gluck-Thaler and Vogan (2024),,fam10
altatr2_tyr125,,,,,Gluck-Thaler and Vogan (2024),,fam10
lizemp1_118025,,,,,Gluck-Thaler and Vogan (2024),,fam10
pyrter3_EFQ93944.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
pyrtri10_tyr9789,,,,,Gluck-Thaler and Vogan (2024),,fam10
pyrtri6_tyr9856,,,,,Gluck-Thaler and Vogan (2024),,fam10
pyrtri11_KAG9375895.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
lizemp1_103933,,,,,Gluck-Thaler and Vogan (2024),,fam10
lizemp1_148783,,,,,Gluck-Thaler and Vogan (2024),,fam10
macano1_413805_348491,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lizemp1_143644,,,,,Gluck-Thaler and Vogan (2024),,fam10
pletra1_KAF2849805.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
claely1_463329,,,,,Gluck-Thaler and Vogan (2024),,fam10
coccar1_9885_111421,,,,,Gluck-Thaler and Vogan (2024),,n.d.
cocmiy1_41893_111066,,,,,Gluck-Thaler and Vogan (2024),,n.d.
maspha1_259090_259074,,,,,Gluck-Thaler and Vogan (2024),,n.d.
corcas2_PSN65677.1,,,,,Gluck-Thaler and Vogan (2024),,fam10
permac1_700065,,,,,Gluck-Thaler and Vogan (2024),,fam10
altgan2_tyr165,,,,,Gluck-Thaler and Vogan (2024),,fam10
delcon1_29688_29730_486811,,,,,Gluck-Thaler and Vogan (2024),,n.d.
racsp.1_tyr9897,,,,,Gluck-Thaler and Vogan (2024),,fam10
orboli10_KAF3191570.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
orboli15_KAF3089738.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
orboli19_KAF3231896.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
orboli16_KAF3107618.1,,,,,Gluck-Thaler and Vogan (2024),,fam08
lacari1_tyr7736,,,,,Gluck-Thaler and Vogan (2024),,clade03
phisub1_17749,,,,,Gluck-Thaler and Vogan (2024),,clade03
zalvar1_678354,,,,,Gluck-Thaler and Vogan (2024),,clade03
lachya1_TVY25302.1,,,,,Gluck-Thaler and Vogan (2024),,clade02
rhesp.1_tyr9923,,,,,Gluck-Thaler and Vogan (2024),,clade02
psedes1_tyr9230,,,,,Gluck-Thaler and Vogan (2024),,clade03
psesp.4_4487_4488,,,,,Gluck-Thaler and Vogan (2024),,n.d.
psesp.12_tyr9318,,,,,Gluck-Thaler and Vogan (2024),,clade02
psesp.4_6788_6789,,,,,Gluck-Thaler and Vogan (2024),,n.d.
psesp.15_tyr9392,,,,,Gluck-Thaler and Vogan (2024),,clade03
psesp.16_KFY89749.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
tubaes1_5336,,,,,Gluck-Thaler and Vogan (2024),,clade03
tubmag1_343032,,,,,Gluck-Thaler and Vogan (2024),,clade01
tubmag1_tyr10602,,,,,Gluck-Thaler and Vogan (2024),,clade02
delcon1_470772,,,,,Gluck-Thaler and Vogan (2024),,clade03
cladophialophora.endolichena.1_tyr8,cladophialophora.endolichena.1,cladophialophora.endolichena.1_5,6550313,6552743,Newly-annotated lichen genomes,,
melanina.sp..2_tyr2115,melanina.sp..2,melanina.sp..2_15,26265,27817,Newly-annotated lichen genomes,,
claban1_134700,,,,,Gluck-Thaler and Vogan (2024),,fam04
lecanorales.sp..6_tyr1531,lecanorales.sp..6,lecanorales.sp..6_93,7398,8826,Newly-annotated lichen genomes,,
umbilicaria.muhlenbergii.1_tyr3052,umbilicaria.muhlenbergii.1,umbilicaria.muhlenbergii.1_3,285805,288332,Newly-annotated lichen genomes,,
pyrtri9_PZD23847.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
lizemp1_160652,,,,,Gluck-Thaler and Vogan (2024),,fam04
lizemp1_186564,,,,,Gluck-Thaler and Vogan (2024),,fam04
pletra1_KAF2844130.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
altgai1_tyr159,,,,,Gluck-Thaler and Vogan (2024),,fam04
didker1_KAF3049100.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
cloaqu1_tyr4087,,,,,Gluck-Thaler and Vogan (2024),,fam04
polfus1_606100,,,,,Gluck-Thaler and Vogan (2024),,fam04
lenflu1_KAF2679993.1_KAF2679994.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
gyalolechia.ehrenbergii.1_tyr1689,gyalolechia.ehrenbergii.1,gyalolechia.ehrenbergii.1_265,144906,146904,Newly-annotated lichen genomes,,
amnlig1_424037,,,,,Gluck-Thaler and Vogan (2024),,fam04
polfus1_599705,,,,,Gluck-Thaler and Vogan (2024),,fam04
verena1_584247,,,,,Gluck-Thaler and Vogan (2024),,fam04
zoprhi1_tyr10970,,,,,Gluck-Thaler and Vogan (2024),,fam04
bimnov1_554665_388559,,,,,Gluck-Thaler and Vogan (2024),,n.d.
bimnov1_60159_363215,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lopmac1_KAF2650664.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
permac1_607348_577860,,,,,Gluck-Thaler and Vogan (2024),,n.d.
moncan1_RYO85021.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_542205,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_589484_589527_521781,,,,,Gluck-Thaler and Vogan (2024),,n.d.
cengeo1_tyr3818,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_566735,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_591310,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_tyr3807,,,,,Gluck-Thaler and Vogan (2024),,fam04
cengeo1_tyr3819,,,,,Gluck-Thaler and Vogan (2024),,fam04
leppal1_OCK79459.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
leppal1_tyr7885,,,,,Gluck-Thaler and Vogan (2024),,fam04
pyrtri1_EDU47821.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
chrysothrix.sp..1_tyr2503,chrysothrix.sp..1,chrysothrix.sp..1_182,34494,36172,Newly-annotated lichen genomes,,
micareopsis.irriguata.1_tyr1039,micareopsis.irriguata.1,micareopsis.irriguata.1_1565,3860,5454,Newly-annotated lichen genomes,,
icmadophila.ericetorum.1_tyr4094,icmadophila.ericetorum.1,icmadophila.ericetorum.1_539,5552,7630,Newly-annotated lichen genomes,,
amyenc1_547861,,,,,Gluck-Thaler and Vogan (2024),,fam04
cadmal1_KAG4411212.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
botpor2_tyr3657,,,,,Gluck-Thaler and Vogan (2024),,fam04
sclcep1_KAF7866863.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
sclcep1_KAF7870603.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
psesp.14_KFY31966.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
psesp.14_tyr9380,,,,,Gluck-Thaler and Vogan (2024),,fam04
psesp.5_10301,,,,,Gluck-Thaler and Vogan (2024),,fam04
amores1_PSS18287.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
oidmai1_93661,,,,,Gluck-Thaler and Vogan (2024),,fam04
cadsp.2_KAG4439199.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
lepsp.1_529980_636753,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rhesp.1_14923,,,,,Gluck-Thaler and Vogan (2024),,fam04
hymalb1_CAG8977711.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
cyloli1_552812,,,,,Gluck-Thaler and Vogan (2024),,fam04
stacha2_KFA51963.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
staele1_490642,,,,,Gluck-Thaler and Vogan (2024),,fam04
plecuc2_353822,,,,,Gluck-Thaler and Vogan (2024),,fam04
verdah2_tyr10676,,,,,Gluck-Thaler and Vogan (2024),,fam04
verlon1_20430,,,,,Gluck-Thaler and Vogan (2024),,fam04
monsp.2_RYP32009.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
monsp.8_tyr8373,,,,,Gluck-Thaler and Vogan (2024),,fam04
madmyc1_9294,,,,,Gluck-Thaler and Vogan (2024),,fam04
monsp.4_RYP58605.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
fussub5_tyr6719,,,,,Gluck-Thaler and Vogan (2024),,fam04
fustan1_tyr6732,,,,,Gluck-Thaler and Vogan (2024),,fam04
hirrho1_KAH0968669.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
hirrho1_KAH0968736.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
neodit1_2170,,,,,Gluck-Thaler and Vogan (2024),,fam04
leclec1_6727,,,,,Gluck-Thaler and Vogan (2024),,fam04
madmyc1_9889,,,,,Gluck-Thaler and Vogan (2024),,fam04
micbol1_109359,,,,,Gluck-Thaler and Vogan (2024),,fam04
pesfic1_5930,,,,,Gluck-Thaler and Vogan (2024),,fam04
xylcur2_595032,,,,,Gluck-Thaler and Vogan (2024),,fam04
helsp.4_KAE8442194.1,,,,,Gluck-Thaler and Vogan (2024),,fam04
oidmai1_137687,,,,,Gluck-Thaler and Vogan (2024),,fam04
trapelia.coarctata.1_tyr166,trapelia.coarctata.1,trapelia.coarctata.1_12,21672,22879,Newly-annotated lichen genomes,,
trapelia.coarctata.1_tyr3016,trapelia.coarctata.1,trapelia.coarctata.1_80,10620,11770,Newly-annotated lichen genomes,,
stictis.urceolata.1_tyr1403,stictis.urceolata.1,stictis.urceolata.1_220,2430,4486,Newly-annotated lichen genomes,,
stictis.urceolata.2_tyr1426,stictis.urceolata.2,stictis.urceolata.2_1483,2308,4424,Newly-annotated lichen genomes,,
umbilicaria.spodochroa.4_tyr2482,umbilicaria.spodochroa.4,umbilicaria.spodochroa.4_7,584965,586903,Newly-annotated lichen genomes,,
gyalolechia.marmorata.1_tyr2287,gyalolechia.marmorata.1,gyalolechia.marmorata.1_133,18549,19448,Newly-annotated lichen genomes,,
cladonia.diversa.2_tyr1126,cladonia.diversa.2,cladonia.diversa.2_145,18621,20672,Newly-annotated lichen genomes,,
stereocaulon.virgatum.1_tyr1769,stereocaulon.virgatum.1,stereocaulon.virgatum.1_1,202993,204458,Newly-annotated lichen genomes,,
stereocaulon.dactylophyllum.1_tyr2212,stereocaulon.dactylophyllum.1,stereocaulon.dactylophyllum.1_842,798,2132,Newly-annotated lichen genomes,,
lecanoromycetes.sp..3_tyr3889,lecanoromycetes.sp..3,lecanoromycetes.sp..3_5310,3,1401,Newly-annotated lichen genomes,,
flavoplaca.austrocitrina.1_tyr2357,flavoplaca.austrocitrina.1,flavoplaca.austrocitrina.1_4917,1501,2585,Newly-annotated lichen genomes,,
