Query	Subject 	Description	Scientific Name	Max Score	Total Score	Query Cover	E value	Per. ident	Acc. Len	Accession  
XANPAOZ2100_002167-T1	core_nt	"Bipolaris sorokiniana ND90Pr uncharacterized protein (COCSADRAFT_34948), mRNA"	Bipolaris sorokiniana ND90Pr	636	636	70%	0	37.14	3611	XM_007699348.1
XANPAOZ2100_002167-T1	core_nt	"Exophiala xenobiotica uncharacterized protein (PV05_08003), partial mRNA"	Exophiala xenobiotica	633	633	42%	0	53.14	1881	XM_013457491.1
XANPAOZ2100_002167-T1	core_nt	"Talaromyces proteolyticus uncharacterized protein (BGW36DRAFT_429550), partial mRNA"	Talaromyces proteolyticus	630	630	61%	0	39.78	3048	XM_046220711.1
XANPAOZ2100_002167-T1	core_nt	"Cordyceps militaris CM01 wd-repeat protein (CCM_00812), partial mRNA"	Cordyceps militaris CM01	624	624	74%	0	35.23	3582	XM_006665971.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium verhagenii uncharacterized protein (N7466_003935), partial mRNA"	Penicillium verhagenii	622	622	69%	0	36.92	3264	XM_057163332.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium cinerascens uncharacterized protein (N7498_004301), partial mRNA"	Penicillium cinerascens	618	618	64%	0	39.25	3057	XM_058451363.1
XANPAOZ2100_002167-T1	core_nt	"Microdochium trichocladiopsis uncharacterized protein (B0I36DRAFT_265433), mRNA"	Microdochium trichocladiopsis	612	612	72%	0	35.48	3561	XM_046151198.1
XANPAOZ2100_002167-T1	core_nt	"Dichotomopilus funicola uncharacterized protein (C8A04DRAFT_32311), partial mRNA"	Dichotomopilus funicola	605	605	63%	0	38.93	3102	XM_062782051.1
XANPAOZ2100_002167-T1	core_nt	"Apiospora marii NACHT domain (PG985_002975), partial mRNA"	Apiospora marii	601	601	75%	0	33.73	3825	XM_066822744.1
XANPAOZ2100_002167-T1	core_nt	"Thyridium curvatum uncharacterized protein (E0L32_004870), partial mRNA"	Thyridium curvatum	596	596	66%	0	34.97	3012	XM_031139328.1
XANPAOZ2100_002167-T1	core_nt	"Cladophialophora bantiana CBS 173.52 uncharacterized protein (Z519_09352), partial mRNA"	Cladophialophora bantiana CBS 173.52	590	590	34%	0	60.04	1422	XM_016767075.1
XANPAOZ2100_002167-T1	core_nt	"Apiospora phragmitis NACHT domain (PG994_006603), partial mRNA"	Apiospora phragmitis	590	590	71%	0	34.08	3645	XM_066858012.1
XANPAOZ2100_002167-T1	core_nt	"Scedosporium apiospermum NACHT nucleoside triphosphatase (SAPIO_CDS1428), partial mRNA"	Scedosporium apiospermum	588	588	63%	0	36.74	3159	XM_016784704.1
XANPAOZ2100_002167-T1	core_nt	"Ramularia collo-cygni uncharacterized protein (RCC_06734), partial mRNA"	Ramularia collo-cygni	587	587	62%	0	37.01	3180	XM_023771995.1
XANPAOZ2100_002167-T1	core_nt	"Isaria fumosorosea ARSEF 2679 NACHT domain protein (ISF_04581), partial mRNA"	Cordyceps fumosorosea ARSEF 2679	585	585	68%	0	34.91	3357	XM_018848187.1
XANPAOZ2100_002167-T1	core_nt	"Hypoxylon trugodes uncharacterized protein (F4822DRAFT_445871), partial mRNA"	Hypoxylon trugodes	585	649	69%	0	38.12	3091	XM_051463437.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium vulpinum uncharacterized protein (N7479_007329), partial mRNA"	Penicillium vulpinum	583	583	58%	0	37.36	2805	XM_057255023.1
XANPAOZ2100_002167-T1	core_nt	"Aspergillus piperis CBS 112811 NACHT domain protein (BO85DRAFT_452962), mRNA"	Aspergillus piperis CBS 112811	577	577	55%	0	39.73	2831	XM_025660956.1
XANPAOZ2100_002167-T1	core_nt	"Metarhizium brunneum Transporter mfs1 (mfs1_2), partial mRNA"	Metarhizium brunneum	580	580	66%	3e-177	35.72	4362	XM_066129971.1
XANPAOZ2100_002167-T1	core_nt	"Metarhizium robertsii ARSEF 23 NACHT domain protein (MAA_05266), partial mRNA"	Metarhizium robertsii ARSEF 23	572	572	63%	5e-177	36.28	3540	XM_007823264.2
XANPAOZ2100_002167-T1	core_nt	"Trichoderma atroviride uncharacterized protein (TrAtP1_006182), mRNA"	Trichoderma atroviride	549	549	75%	4e-166	32.02	4154	XM_014082819.2
XANPAOZ2100_002167-T1	core_nt	"Penicillium coprophilum uncharacterized protein (N7500_006598), partial mRNA"	Penicillium coprophilum	528	528	53%	4e-165	38.25	2355	XM_056677742.1
XANPAOZ2100_002167-T1	core_nt	"Trichoderma citrinoviride hypothetical protein (BBK36DRAFT_146201), partial mRNA"	Trichoderma citrinoviride	527	527	75%	9e-160	32.21	3678	XM_024897535.1
XANPAOZ2100_002167-T1	core_nt	"Trichoderma ghanense uncharacterized protein (CCMA1212_006451), partial mRNA"	Trichoderma ghanense	526	526	75%	3e-159	32.51	3618	XM_073703672.1
XANPAOZ2100_002167-T1	core_nt	"Talaromyces marneffei uncharacterized protein (EYB26_007038), partial mRNA"	Talaromyces marneffei	539	539	63%	4e-159	36.61	5484	XM_054266310.1
XANPAOZ2100_002167-T1	core_nt	"Fusarium vanettenii 77-13-4 uncharacterized protein (NECHADRAFT_97420), partial mRNA"	Fusarium vanettenii 77-13-4	500	500	48%	2e-155	37.95	2121	XM_003041991.1
XANPAOZ2100_002167-T1	core_nt	"Aspergillus novofumigatus IBT 16806 NACHT domain protein (P174DRAFT_464308), partial mRNA"	Aspergillus novofumigatus IBT 16806	495	495	49%	2e-153	37.57	2226	XM_024830374.1
XANPAOZ2100_002167-T1	core_nt	Aspergillus fumigatus CEA10 chromosome 4	Aspergillus fumigatus	529	610	58%	2e-152	37.96	3820116	CP097566.1
XANPAOZ2100_002167-T1	core_nt	"Trichoderma reesei QM6a uncharacterized protein (TRIREDRAFT_109341), partial mRNA"	Trichoderma reesei QM6a	505	505	75%	2e-151	32.13	3633	XM_006967044.1
XANPAOZ2100_002167-T1	core_nt	"Thermothielavioides terrestris NRRL 8126 uncharacterized protein (THITE_2037841), partial mRNA"	Thermothielavioides terrestris NRRL 8126	488	488	46%	6e-151	39.94	2127	XM_003649575.1
XANPAOZ2100_002167-T1	core_nt	"Aspergillus steynii IBT 23096 uncharacterized protein (P170DRAFT_443267), partial mRNA"	Aspergillus steynii IBT 23096	484	484	61%	2e-148	34.68	2430	XM_024850524.1
XANPAOZ2100_002167-T1	core_nt	"Madurella fahalii uncharacterized protein (MFIFM68171_03680), partial mRNA"	Madurella fahalii	477	477	74%	8e-142	30.84	3438	XM_071059101.1
XANPAOZ2100_002167-T1	core_nt	"Bipolaris maydis clone FNFP21-O24, complete sequence"	Bipolaris maydis	494	494	63%	9e-141	34.29	32167	AC277308.1
XANPAOZ2100_002167-T1	core_nt	"Bipolaris maydis clone FNFP197-D01, complete sequence"	Bipolaris maydis	494	494	63%	9e-141	34.29	37257	AC277180.1
XANPAOZ2100_002167-T1	core_nt	"Bipolaris maydis clone FNFP161-D18, complete sequence"	Bipolaris maydis	494	494	63%	9e-141	34.29	41372	AC277363.1
XANPAOZ2100_002167-T1	core_nt	Aspergillus fumigatus CEA10 chromosome 3	Aspergillus fumigatus	479	613	58%	3e-139	38.14	4270437	CP097565.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium daleae uncharacterized protein (N7458_007455), partial mRNA"	Penicillium daleae	450	450	42%	9e-138	40.48	1908	XM_056910837.1
XANPAOZ2100_002167-T1	core_nt	"Fusarium graminearum PH-1 uncharacterized protein (FGSG_10428), partial mRNA"	Fusarium graminearum PH-1	443	443	49%	4e-134	35.92	2139	XM_011321101.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium brevicompactum uncharacterized protein (N7506_012228), partial mRNA"	Penicillium brevicompactum	445	445	51%	4e-134	36.89	2331	XM_056961519.1
XANPAOZ2100_002167-T1	core_nt	"Alternaria rosae uncharacterized protein (BKA58DRAFT_442933), partial mRNA"	Alternaria rosae	456	456	75%	5e-134	29.72	3513	XM_046173942.1
XANPAOZ2100_002167-T1	core_nt	"Didymella exigua CBS 183.55 uncharacterized protein (M421DRAFT_403724), partial mRNA"	Didymella exigua CBS 183.55	448	448	75%	3e-131	28.92	3459	XM_033590267.1
XANPAOZ2100_002167-T1	core_nt	"Verticillium nonalfalfae uncharacterized protein (D7B24_005221), partial mRNA"	Verticillium nonalfalfae	449	449	77%	4e-131	29.29	3606	XM_028639380.1
XANPAOZ2100_002167-T1	core_nt	"Cercospora kikuchii uncharacterized protein (CKM354_000780200), partial mRNA"	Cercospora kikuchii	434	434	56%	9e-130	34.19	2466	XM_044803160.1
XANPAOZ2100_002167-T1	core_nt	"Parastagonospora nodorum SN15 hypothetical protein (SNOG_05529), partial mRNA"	Parastagonospora nodorum SN15	427	427	47%	5e-129	37.9	1995	XM_001795882.1
XANPAOZ2100_002167-T1	core_nt	"Chaetomium strumarium uncharacterized protein (B0T15DRAFT_490017), partial mRNA"	Chaetomium strumarium	443	443	75%	8e-129	30.04	3702	XM_062866645.1
XANPAOZ2100_002167-T1	core_nt	"Chaetomium fimeti uncharacterized protein (B0H64DRAFT_80083), mRNA"	Chaetomium fimeti	443	443	73%	4e-128	30.26	3964	XM_062808787.1
XANPAOZ2100_002167-T1	core_nt	"Thermothielavioides terrestris NRRL 8126 uncharacterized protein (THITE_2149928), partial mRNA"	Thermothielavioides terrestris NRRL 8126	437	437	75%	1e-126	31.79	3660	XM_003651804.1
XANPAOZ2100_002167-T1	core_nt	"Cercospora beticola uncharacterized protein (RHO25_007085), partial mRNA"	Cercospora beticola	420	420	55%	3e-124	33.21	2490	XM_023597864.2
XANPAOZ2100_002167-T1	core_nt	"Exophiala xenobiotica uncharacterized protein (PV05_08004), partial mRNA"	Exophiala xenobiotica	408	408	30%	6e-124	49.89	1566	XM_013457492.1
XANPAOZ2100_002167-T1	core_nt	"Wardomyces moseri uncharacterized protein (JN550_007857), partial mRNA"	Neoarthrinium moseri	422	592	68%	1e-122	35.11	3183	XM_049319753.1
XANPAOZ2100_002167-T1	core_nt	"Trichoderma atroviride strain CBMAI-0020 clone BAC ta20_023 genomic sequence, complete sequence"	Trichoderma atroviride	439	439	59%	2e-122	32.99	112507	OR643402.1
XANPAOZ2100_002167-T1	core_nt	"Cladophialophora carrionii CBS 160.54 uncharacterized protein (G647_10274), partial mRNA"	Cladophialophora carrionii CBS 160.54	412	412	55%	4e-122	33.58	2292	XM_008726265.1
XANPAOZ2100_002167-T1	core_nt	"Fusarium pseudograminearum CS3096 uncharacterized protein (FPSE_07444), partial mRNA"	Fusarium pseudograminearum CS3096	411	411	42%	2e-120	40.06	2649	XM_009260562.1
XANPAOZ2100_002167-T1	core_nt	"Boeremia exigua uncharacterized protein (C7974DRAFT_464511), partial mRNA"	Boeremia exigua	399	399	47%	8e-119	35.58	1975	XM_046146266.1
XANPAOZ2100_002167-T1	core_nt	"Aspergillus glaucus CBS 516.65 uncharacterized protein (ASPGLDRAFT_77654), partial mRNA"	Aspergillus glaucus CBS 516.65	385	385	45%	9e-114	35.49	1937	XM_022549907.1
XANPAOZ2100_002167-T1	core_nt	"Trichoderma aggressivum f. europaeum uncharacterized protein (Triagg1_10804), partial mRNA"	Trichoderma aggressivum f. europaeum	394	491	68%	2e-112	32.6	3222	XM_062894916.1
XANPAOZ2100_002167-T1	core_nt	"Aspergillus sydowii CBS 593.65 uncharacterized protein (ASPSYDRAFT_91102), partial mRNA"	Aspergillus sydowii CBS 593.65	379	379	38%	5e-112	39.86	1854	XM_040852434.1
XANPAOZ2100_002167-T1	core_nt	"Pochonia chlamydosporia 170 NACHT domain-containing protein (VFPPC_06580), partial mRNA"	Pochonia chlamydosporia 170	367	367	43%	4e-107	34.58	1944	XM_018285591.1
XANPAOZ2100_002167-T1	core_nt	"Isaria fumosorosea ARSEF 2679 Ankyrin repeat-containing domain protein (ISF_05692), partial mRNA"	Cordyceps fumosorosea ARSEF 2679	330	330	70%	5e-89	24.34	3714	XM_018849297.1
XANPAOZ2100_002167-T1	core_nt	"Akanthomyces muscarius uncharacterized protein (LMH87_002791), partial mRNA"	Akanthomyces muscarius	324	324	75%	1e-87	26.3	3438	XM_056194305.1
XANPAOZ2100_002167-T1	core_nt	"Zymoseptoria tritici IPO323 uncharacterized protein (MYCGRDRAFT_50673), partial mRNA"	Zymoseptoria tritici IPO323	310	310	42%	3e-87	32.75	1821	XM_003847902.1
XANPAOZ2100_002167-T1	core_nt	"Lasiosphaeria miniovina uncharacterized protein (B0T26DRAFT_803888), partial mRNA"	Lasiosphaeria miniovina	310	395	39%	3e-87	39.13	1804	XM_060447107.1
XANPAOZ2100_002167-T1	core_nt	Zymoseptoria tritici isolate M4_8 chromosome 6_12.03	Zymoseptoria tritici	312	312	41%	2e-81	33.01	2980394	CP062565.1
XANPAOZ2100_002167-T1	core_nt	"Penicillium subrubescens uncharacterized protein (N7473_004961), partial mRNA"	Penicillium subrubescens	296	409	52%	1e-80	33.21	2334	XM_057150901.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 1"	Flavoplaca marina	400	400	100%	2e-127	74.81	3868129	OZ245337.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Xanthoria parietina genome assembly, chromosome: 3"	Xanthoria parietina	329	471	100%	1e-125	90.61	2273945	OZ210030.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_000994), partial mRNA"	Letharia columbiana	165	165	89%	8e-50	43.41	705	XM_037302941.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_005206), partial mRNA"	Letharia lupina	164	164	89%	1e-49	43.41	705	XM_037296117.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Ramalina siliquosa genome assembly, chromosome: 7"	Ramalina siliquosa	164	203	96%	3e-45	45.26	2028249	OZ244603.1
XANPAOZ2100_002166-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 1"	Cladonia portentosa	95.9	156	70%	2e-21	50	2177238	OZ232336.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Xanthoria parietina genome assembly, chromosome: 3"	Xanthoria parietina	1743	2900	100%	0	94.33	2273945	OZ210030.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 1"	Flavoplaca marina	1451	1883	79%	0	79.09	3868129	OZ245337.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 5"	Platismatia glauca	718	860	74%	0	40.83	1872535	OY745767.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 4"	Platismatia glauca	541	723	59%	8e-160	43.48	2095241	OY745766.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 19"	Cladonia norvegica	89.4	138	28%	2e-16	21.93	1115434	OZ020218.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_010583), partial mRNA"	Letharia lupina	87.8	137	34%	5e-16	25.78	4236	XM_037301435.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_008519), partial mRNA"	Letharia lupina	87.4	87.4	30%	7e-16	23.05	3942	XM_037299385.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Umbilicaria deusta genome assembly, chromosome: 11"	Umbilicaria deusta	87	87	32%	1e-15	25.15	1688060	OZ203553.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_003772), partial mRNA"	Letharia columbiana	84.3	84.3	21%	2e-15	26.13	1284	XM_037305697.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 21"	Cladonia squamosa	86.3	86.3	27%	2e-15	22.61	1102328	OX392392.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_009837), partial mRNA"	Letharia columbiana	85.1	85.1	28%	2e-15	22.39	1932	XM_037311725.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_003575), partial mRNA"	Bacidia gigantensis	85.5	85.5	20%	2e-15	24.56	4158	XM_044812089.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 15"	Flavoplaca marina	85.9	85.9	28%	3e-15	22.9	1338266	OZ245351.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 21"	Cladonia diversa	64.7	105	26%	3e-15	25.36	1008410	OZ208693.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Xanthoria parietina genome assembly, chromosome: 10"	Xanthoria parietina	80.5	80.5	21%	1e-13	24.54	1600061	OZ210037.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 2"	Flavoplaca marina	79.7	134	34%	2e-13	23.58	3435219	OZ245338.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 1"	Platismatia glauca	79	79	29%	4e-13	21.38	2237538	OY745763.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 8"	Cladonia diversa	76.6	76.6	28%	2e-12	23.61	1729717	OZ208680.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_008400), partial mRNA"	Bacidia gigantensis	75.5	75.5	35%	2e-12	21.32	3648	XM_044816889.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 7"	Platismatia glauca	75.1	75.1	25%	5e-12	21.37	1844907	OY745769.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Xanthoria parietina genome assembly, chromosome: 2"	Xanthoria parietina	74.3	119	30%	8e-12	23.58	2742845	OZ210029.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 2"	Platismatia glauca	70.9	137	28%	9e-11	24.94	2216080	OY745764.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 23"	Cladonia diversa	69.3	69.3	20%	3e-10	26.73	508859	OZ208695.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 3"	Cladonia squamosa	68.9	68.9	28%	4e-10	21.06	2074597	OX392374.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 6"	Cladonia portentosa	68.6	68.6	28%	5e-10	21.41	1766384	OZ232341.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 8"	Cladonia squamosa	68.6	111	27%	5e-10	22.89	1658534	OX392379.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_001203), partial mRNA"	Bacidia gigantensis	65.5	65.5	29%	3e-09	22.98	2694	XM_044809735.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_010247), partial mRNA"	Letharia lupina	65.1	65.1	16%	4e-09	26.05	3909	XM_037301102.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Ramalina siliquosa genome assembly, chromosome: 13"	Ramalina siliquosa	65.1	65.1	23%	6e-09	23.12	1832005	OZ244609.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_000134), partial mRNA"	Bacidia gigantensis	64.3	64.3	25%	6e-09	22.42	2904	XM_044808671.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 26"	Cladonia squamosa	64.7	64.7	28%	7e-09	23.61	465332	OX392397.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_000400), partial mRNA"	Bacidia gigantensis	63.9	63.9	19%	9e-09	22.65	3042	XM_044808936.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_008049), partial mRNA"	Bacidia gigantensis	62.8	62.8	25%	2e-08	23.54	2547	XM_044816538.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_002611), partial mRNA"	Letharia lupina	62	62	22%	4e-08	24.7	5097	XM_037293536.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_002473), partial mRNA"	Letharia lupina	61.6	61.6	26%	4e-08	22.76	2949	XM_037293399.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Ramalina siliquosa genome assembly, chromosome: 11"	Ramalina siliquosa	61.2	61.2	28%	8e-08	23.46	1889834	OZ244607.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 16"	Cladonia norvegica	60.8	60.8	26%	1e-07	23.65	1243380	OZ020215.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_001241), partial mRNA"	Bacidia gigantensis	60.1	60.1	21%	1e-07	24.61	3408	XM_044809772.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Umbilicaria deusta genome assembly, chromosome: 6"	Umbilicaria deusta	60.1	60.1	28%	2e-07	19.08	1917118	OZ203548.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_007644), partial mRNA"	Letharia lupina	59.3	59.3	22%	2e-07	20.71	5001	XM_037298514.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_008222), partial mRNA"	Bacidia gigantensis	59.3	59.3	25%	3e-07	22.19	3996	XM_044816711.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_001774), partial mRNA"	Bacidia gigantensis	58.5	58.5	22%	4e-07	21.87	3834	XM_044810301.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_006078), partial mRNA"	Letharia lupina	58.2	58.2	29%	5e-07	22.39	4959	XM_037296981.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 16"	Cladonia squamosa	58.2	58.2	26%	7e-07	22.85	1302476	OX392387.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_007485), partial mRNA"	Bacidia gigantensis	57.4	57.4	19%	8e-07	21.93	4473	XM_044815976.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 6"	Cladonia diversa	57	143	28%	1e-06	22.18	1817240	OZ208678.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 8"	Cladonia portentosa	56.6	147	27%	2e-06	20.95	1590851	OZ232343.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Ramalina siliquosa genome assembly, chromosome: 7"	Ramalina siliquosa	56.6	56.6	38%	2e-06	21.05	2028249	OZ244603.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 15"	Cladonia portentosa	56.2	56.2	28%	3e-06	20.24	1391848	OZ232350.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_005047), partial mRNA"	Letharia columbiana	55.8	55.8	19%	3e-06	23.87	6495	XM_037306965.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_005442), partial mRNA"	Letharia columbiana	55.1	55.1	29%	4e-06	21.76	1758	XM_037307359.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_002428), partial mRNA"	Bacidia gigantensis	55.5	55.5	28%	4e-06	22.57	4638	XM_044810951.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	Cladonia uncialis subsp. uncialis clone SPAdes15 genomic sequence	Cladonia uncialis subsp. uncialis	55.5	55.5	24%	5e-06	21.63	106278	MG777483.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_010921), partial mRNA"	Letharia columbiana	54.7	54.7	22%	5e-06	22.22	2403	XM_037312806.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 6"	Cladonia squamosa	54.3	100	21%	1e-05	21.82	1732432	OX392377.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_005708), partial mRNA"	Letharia lupina	53.5	53.5	17%	1e-05	18.96	3714	XM_037296615.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Ramalina siliquosa genome assembly, chromosome: 1"	Ramalina siliquosa	53.5	106	21%	2e-05	27.75	2850942	OZ244597.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 9"	Cladonia norvegica	53.1	150	27%	2e-05	22.81	1590203	OZ020208.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 24"	Cladonia squamosa	52.4	97	15%	4e-05	24.02	589747	OX392395.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 18"	Cladonia squamosa	52	145	33%	5e-05	20.79	1210831	OX392389.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Xanthoria parietina genome assembly, chromosome: 16"	Xanthoria parietina	51.6	51.6	12%	7e-05	27.6	1172400	OZ210043.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 16"	Cladonia diversa	50.8	92.8	29%	9e-05	24.56	1433162	OZ208688.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_007601), partial mRNA"	Letharia columbiana	50.1	50.1	13%	1e-04	22.06	1521	XM_037309503.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_012760), partial mRNA"	Letharia columbiana	49.7	49.7	14%	1e-04	24.42	1479	XM_037314594.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 1"	Cladonia norvegica	50.4	96.7	27%	1e-04	25.67	2477012	OZ020200.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 4"	Cladonia norvegica	50.1	50.1	14%	2e-04	23.85	2120184	OZ020203.1
