HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N1.HOG0001088	OG0000811	n0			XANPAOZ2100_002019-T1	XANPARI20_006702-T1, XANPARI20_006837-T1
N1.HOG0001089	OG0000812	n0			XANPAOZ2100_002020-T1	XANPARI20_006836-T1, XANPARI20_006703-T1
N1.HOG0001090	OG0000813	n0			XANPAOZ2100_002021-T1	XANPARI20_006835-T1, XANPARI20_006704-T1
N1.HOG0001091	OG0000814	n0				XANPARI20_006834-T1, XANPARI20_006705-T1
N1.HOG0001092	OG0000815	n0			XANPAOZ2100_002022-T1	XANPARI20_006706-T1, XANPARI20_006833-T1
N1.HOG0001093	OG0000816	n0			XANPAOZ2100_002024-T1	XANPARI20_006708-T1, XANPARI20_006831-T1
N1.HOG0001094	OG0000817	n0			XANPAOZ2100_002027-T1	XANPARI20_006828-T1, XANPARI20_006710-T1
N1.HOG0001095	OG0000818	n0			XANPAOZ2100_005941-T1	
N1.HOG0001096	OG0000819	n0			XANPAOZ2100_002028-T1	XANPARI20_006711-T1
N1.HOG0001097	OG0000820	n0			XANPAOZ2100_002030-T1	XANPARI20_006714-T1, XANPARI20_006825-T1
N1.HOG0001098	OG0000821	n0			XANPAOZ2100_002031-T1	XANPARI20_006824-T1, XANPARI20_006715-T1
N1.HOG0001099	OG0000822	n0			XANPAOZ2100_002037-T1	XANPARI20_006816-T1, XANPARI20_006722-T1
N1.HOG0001100	OG0000823	n0			XANPAOZ2100_002038-T1	XANPARI20_006723-T1, XANPARI20_006815-T1
N1.HOG0001101	OG0000824	n0			XANPAOZ2100_002039-T1	XANPARI20_006727-T1, XANPARI20_006814-T1
N1.HOG0001102	OG0000825	n0			XANPAOZ2100_002040-T1	XANPARI20_006728-T1, XANPARI20_006812-T1
N1.HOG0001103	OG0000826	n0			XANPAOZ2100_002041-T1	XANPARI20_006729-T1, XANPARI20_006811-T1
N1.HOG0001104	OG0000827	n0				XANPARI20_006730-T1, XANPARI20_006810-T1
N1.HOG0001105	OG0000828	n0			XANPAOZ2100_002049-T1	XANPARI20_006735-T1, XANPARI20_006803-T1
N1.HOG0001106	OG0000829	n0			XANPAOZ2100_002050-T1	XANPARI20_006736-T1, XANPARI20_006802-T1
N1.HOG0001107	OG0000830	n0			XANPAOZ2100_002055-T1	XANPARI20_006739-T1, XANPARI20_006799-T1
N1.HOG0001108	OG0000831	n0				XANPARI20_006741-T1, XANPARI20_006798-T1
N1.HOG0001109	OG0000832	n0			XANPAOZ2100_002057-T1	XANPARI20_006796-T1, XANPARI20_006743-T1
N1.HOG0001110	OG0000833	n0			XANPAOZ2100_002058-T1	XANPARI20_006744-T1, XANPARI20_006795-T1
N1.HOG0001111	OG0000834	n0			XANPAOZ2100_002061-T1	XANPARI20_006793-T1, XANPARI20_006746-T1
N1.HOG0001112	OG0000835	n0			XANPAOZ2100_002062-T1	XANPARI20_006792-T1, XANPARI20_006747-T1
N1.HOG0001113	OG0000836	n0			XANPAOZ2100_002063-T1	XANPARI20_006791-T1, XANPARI20_006748-T1
N1.HOG0001114	OG0000837	n0			XANPAOZ2100_002065-T1	XANPARI20_006788-T1, XANPARI20_006751-T1
N1.HOG0001115	OG0000838	n0			XANPAOZ2100_002066-T1	XANPARI20_006787-T1, XANPARI20_006752-T1
N1.HOG0001116	OG0000839	n0			XANPAOZ2100_002067-T1	XANPARI20_006753-T1, XANPARI20_006786-T1
N1.HOG0001117	OG0000840	n0			XANPAOZ2100_002069-T1	XANPARI20_006755-T1, XANPARI20_006784-T1
N1.HOG0001118	OG0000841	n0			XANPAOZ2100_002071-T1	XANPARI20_006758-T1, XANPARI20_006780-T1
N1.HOG0001119	OG0000842	n0			XANPAOZ2100_002075-T1	XANPARI20_006777-T1, XANPARI20_006761-T1
N1.HOG0001120	OG0000843	n0			XANPAOZ2100_002076-T1	XANPARI20_006762-T1, XANPARI20_006776-T1
N1.HOG0001121	OG0000844	n0			XANPAOZ2100_002077-T1	XANPARI20_006775-T1, XANPARI20_006763-T1
N1.HOG0001122	OG0000845	n0			XANPAOZ2100_002738-T1	XANPARI20_000713-T1
N1.HOG0001123	OG0000846	n0			XANPAOZ2100_002734-T1	XANPARI20_000709-T1
N1.HOG0001124	OG0000847	n0			XANPAOZ2100_002725-T1	XANPARI20_000698-T1
N1.HOG0001125	OG0000848	n0			XANPAOZ2100_002722-T1	XANPARI20_000692-T1
N1.HOG0001126	OG0000849	n0			XANPAOZ2100_002706-T1	XANPARI20_000671-T1
N1.HOG0001127	OG0000850	n0			XANPAOZ2100_002698-T1	XANPARI20_000663-T1
N1.HOG0001128	OG0000851	n0			XANPAOZ2100_002691-T1	XANPARI20_000656-T1
N1.HOG0001129	OG0000852	n0			XANPAOZ2100_002680-T1	XANPARI20_000644-T1
N1.HOG0001130	OG0000853	n0			XANPAOZ2100_002670-T1	XANPARI20_000634-T1
N1.HOG0001131	OG0000854	n0			XANPAOZ2100_002657-T1	XANPARI20_000621-T1
N1.HOG0001132	OG0000855	n0			XANPAOZ2100_002656-T1	XANPARI20_000620-T1
N1.HOG0001133	OG0000856	n0			XANPAOZ2100_002647-T1	XANPARI20_000611-T1
N1.HOG0001134	OG0000857	n0			XANPAOZ2100_002642-T1	XANPARI20_000606-T1
N1.HOG0001135	OG0000858	n0			XANPAOZ2100_002632-T1	XANPARI20_000597-T1
N1.HOG0001136	OG0000859	n0			XANPAOZ2100_002619-T1	XANPARI20_000584-T1
N1.HOG0001137	OG0000860	n0			XANPAOZ2100_002610-T1	XANPARI20_000575-T1
N1.HOG0001138	OG0000861	n0			XANPAOZ2100_002603-T1	XANPARI20_000568-T1
N1.HOG0001139	OG0000862	n0			XANPAOZ2100_002602-T1	XANPARI20_000567-T1
N1.HOG0001140	OG0000863	n0			XANPAOZ2100_002586-T1	XANPARI20_000553-T1
N1.HOG0001141	OG0000864	n0			XANPAOZ2100_002557-T1	XANPARI20_000525-T1
N1.HOG0001142	OG0000865	n0			XANPAOZ2100_002535-T1	XANPARI20_000503-T1
N1.HOG0001143	OG0000866	n0			XANPAOZ2100_002500-T1	XANPARI20_000466-T1
N1.HOG0001144	OG0000867	n0			XANPAOZ2100_002481-T1	XANPARI20_000445-T1
N1.HOG0001145	OG0000868	n0			XANPAOZ2100_002477-T1	XANPARI20_000440-T1
N1.HOG0001146	OG0000869	n0			XANPAOZ2100_002455-T1	XANPARI20_000421-T1
N1.HOG0001147	OG0000870	n0			XANPAOZ2100_002452-T1	XANPARI20_000417-T1, XANPARI20_000418-T1
N1.HOG0001148	OG0000871	n0			XANPAOZ2100_002443-T1	XANPARI20_000408-T1
N1.HOG0001149	OG0000872	n0			XANPAOZ2100_002440-T1, XANPAOZ2100_002441-T1	XANPARI20_000406-T1
N1.HOG0001150	OG0000873	n0			XANPAOZ2100_002430-T1	XANPARI20_000396-T1
N1.HOG0001151	OG0000874	n0			XANPAOZ2100_002425-T1	XANPARI20_000392-T1
N1.HOG0001152	OG0000875	n0			XANPAOZ2100_002413-T1	XANPARI20_000377-T1
N1.HOG0001153	OG0000876	n0			XANPAOZ2100_002409-T1	XANPARI20_000373-T1
N1.HOG0001154	OG0000877	n0			XANPAOZ2100_002361-T1	XANPARI20_000323-T1
N1.HOG0001155	OG0000878	n0			XANPAOZ2100_002349-T1	XANPARI20_000312-T1, XANPARI20_008554-T1
N1.HOG0001156	OG0000879	n0			XANPAOZ2100_002347-T1	XANPARI20_008556-T1, XANPARI20_000310-T1
N1.HOG0001157	OG0000880	n0			XANPAOZ2100_002346-T1	XANPARI20_000309-T1, XANPARI20_008557-T1
N1.HOG0001158	OG0000881	n0			XANPAOZ2100_002333-T1	XANPARI20_008575-T1
N1.HOG0001159	OG0000882	n0			XANPAOZ2100_002329-T1	XANPARI20_008581-T1, XANPARI20_008580-T1
N1.HOG0001160	OG0000883	n0			XANPAOZ2100_002326-T1	XANPARI20_008584-T1
N1.HOG0001161	OG0000884	n0			XANPAOZ2100_002324-T1	XANPARI20_008586-T1
N1.HOG0001162	OG0000885	n0			XANPAOZ2100_002297-T1	XANPARI20_008612-T1
N1.HOG0001163	OG0000886	n0			XANPAOZ2100_002279-T1	XANPARI20_008632-T1
N1.HOG0001164	OG0000887	n0			XANPAOZ2100_002276-T1	XANPARI20_008635-T1
N1.HOG0001165	OG0000888	n0			XANPAOZ2100_002270-T1	XANPARI20_008641-T1, XANPARI20_008935-T1
N1.HOG0001166	OG0000889	n0			XANPAOZ2100_002255-T1	XANPARI20_008656-T1
N1.HOG0001167	OG0000890	n0			XANPAOZ2100_002244-T1	XANPARI20_008667-T1
N1.HOG0001168	OG0000891	n0			XANPAOZ2100_002236-T1	XANPARI20_008675-T1
N1.HOG0001169	OG0000892	n0			XANPAOZ2100_002232-T1	XANPARI20_008679-T1
N1.HOG0001170	OG0000893	n0			XANPAOZ2100_002193-T1	XANPARI20_008717-T1
N1.HOG0001171	OG0000894	n0			XANPAOZ2100_002191-T1	XANPARI20_008718-T1
N1.HOG0001172	OG0000895	n0			XANPAOZ2100_002149-T1	XANPARI20_008765-T1
N1.HOG0001173	OG0000896	n0			XANPAOZ2100_002142-T1	XANPARI20_008773-T1
N1.HOG0001174	OG0000897	n0			XANPAOZ2100_002130-T1	XANPARI20_008785-T1
N1.HOG0001175	OG0000898	n0			XANPAOZ2100_002133-T1	XANPARI20_008782-T1, XANPARI20_002561-T1
N1.HOG0001176	OG0000899	n0			XANPAOZ2100_002134-T1	XANPARI20_008781-T1, XANPARI20_000207-T1
N1.HOG0001177	OG0000900	n0			XANPAOZ2100_002120-T1	XANPARI20_008795-T1
N1.HOG0001178	OG0000901	n1			XANPAOZ2100_003372-T1	XANPARI20_002550-T1
N1.HOG0001179	OG0000901	n3				XANPARI20_002503-T1
N1.HOG0001180	OG0000902	n0			XANPAOZ2100_002122-T1	XANPARI20_008793-T1
N1.HOG0001181	OG0000903	n0			XANPAOZ2100_005132-T1	XANPARI20_005790-T1
N1.HOG0001182	OG0000904	n0			XANPAOZ2100_002111-T1	XANPARI20_008805-T1
N1.HOG0001183	OG0000905	n0			XANPAOZ2100_002110-T1	XANPARI20_008806-T1
N1.HOG0001184	OG0000906	n0			XANPAOZ2100_006863-T1	XANPARI20_008324-T1
N1.HOG0001185	OG0000907	n0			XANPAOZ2100_007794-T1	XANPARI20_003939-T1
N1.HOG0001186	OG0000908	n0			XANPAOZ2100_007786-T1, XANPAOZ2100_002097-T1	XANPARI20_008820-T1
N1.HOG0001187	OG0000909	n0			XANPAOZ2100_002095-T1	XANPARI20_008822-T1
N1.HOG0001188	OG0000910	n0			XANPAOZ2100_002090-T1	XANPARI20_008828-T1
N1.HOG0001189	OG0000911	n0			XANPAOZ2100_002081-T1	XANPARI20_008836-T1
N1.HOG0001190	OG0000912	n0			XANPAOZ2100_008037-T1	XANPARI20_003681-T1
N1.HOG0001191	OG0000913	n0			XANPAOZ2100_004008-T1	XANPARI20_005670-T1
N1.HOG0001192	OG0000914	n0			XANPAOZ2100_004007-T1	XANPARI20_005668-T1
N1.HOG0001193	OG0000915	n0			XANPAOZ2100_004002-T1	XANPARI20_005665-T1
N1.HOG0001194	OG0000916	n0			XANPAOZ2100_004001-T1	XANPARI20_005664-T1
N1.HOG0001195	OG0000917	n0			XANPAOZ2100_003950-T1	XANPARI20_005611-T1
N1.HOG0001196	OG0000918	n0			XANPAOZ2100_003949-T1	XANPARI20_005610-T1
N1.HOG0001197	OG0000919	n0			XANPAOZ2100_003948-T1	XANPARI20_005609-T1
N1.HOG0001198	OG0000920	n0			XANPAOZ2100_003947-T1	XANPARI20_005608-T1
N1.HOG0001199	OG0000921	n0			XANPAOZ2100_003946-T1	XANPARI20_005607-T1
N1.HOG0001200	OG0000922	n0			XANPAOZ2100_003943-T1	XANPARI20_005605-T1
N1.HOG0001201	OG0000923	n0			XANPAOZ2100_003942-T1	XANPARI20_005604-T1
N1.HOG0001202	OG0000924	n0			XANPAOZ2100_003929-T1	XANPARI20_005592-T1
N1.HOG0001203	OG0000925	n0			XANPAOZ2100_003920-T1	XANPARI20_005583-T1
N1.HOG0001204	OG0000926	n0				XANPARI20_005578-T1
N1.HOG0001205	OG0000927	n0			XANPAOZ2100_003871-T1	XANPARI20_005531-T1
N1.HOG0001206	OG0000928	n0			XANPAOZ2100_003865-T1	XANPARI20_005524-T1
N1.HOG0001207	OG0000929	n0			XANPAOZ2100_003863-T1	XANPARI20_005522-T1
N1.HOG0001208	OG0000930	n0			XANPAOZ2100_003848-T1	XANPARI20_005506-T1
N1.HOG0001209	OG0000931	n0			XANPAOZ2100_003838-T1	XANPARI20_005496-T1
N1.HOG0001210	OG0000932	n0			XANPAOZ2100_003836-T1	XANPARI20_006351-T1, XANPARI20_005493-T1
N1.HOG0001211	OG0000933	n0			XANPAOZ2100_003831-T1	XANPARI20_005488-T1
N1.HOG0001212	OG0000934	n0			XANPAOZ2100_003828-T1	XANPARI20_005485-T1
N1.HOG0001213	OG0000935	n0			XANPAOZ2100_003823-T1	XANPARI20_005480-T1
N1.HOG0001214	OG0000936	n0			XANPAOZ2100_003788-T1	XANPARI20_005447-T1
N1.HOG0001215	OG0000937	n0			XANPAOZ2100_003771-T1	XANPARI20_005432-T1
N1.HOG0001216	OG0000938	n0			XANPAOZ2100_003762-T1	XANPARI20_005423-T1
N1.HOG0001217	OG0000939	n0			XANPAOZ2100_003757-T1	XANPARI20_005043-T1, XANPARI20_005418-T1
N1.HOG0001218	OG0000940	n0			XANPAOZ2100_003750-T1	XANPARI20_005409-T1
N1.HOG0001219	OG0000941	n0			XANPAOZ2100_003727-T1	XANPARI20_005386-T1
N1.HOG0001220	OG0000942	n0			XANPAOZ2100_003724-T1	XANPARI20_005383-T1
N1.HOG0001221	OG0000943	n0			XANPAOZ2100_003708-T1	XANPARI20_005367-T1
N1.HOG0001222	OG0000944	n0			XANPAOZ2100_003698-T1	XANPARI20_005356-T1
N1.HOG0001223	OG0000945	n0			XANPAOZ2100_003675-T1	XANPARI20_005334-T1
N1.HOG0001224	OG0000946	n0			XANPAOZ2100_003659-T1	XANPARI20_005319-T1
N1.HOG0001225	OG0000947	n0			XANPAOZ2100_003658-T1	XANPARI20_005318-T1
N1.HOG0001226	OG0000948	n0			XANPAOZ2100_003628-T1	XANPARI20_005286-T1
N1.HOG0001227	OG0000949	n0			XANPAOZ2100_003626-T1	XANPARI20_005284-T1
N1.HOG0001228	OG0000950	n0			XANPAOZ2100_003595-T1	XANPARI20_005253-T1
N1.HOG0001229	OG0000951	n0			XANPAOZ2100_003582-T1	XANPARI20_005240-T1
N1.HOG0001230	OG0000952	n0			XANPAOZ2100_003524-T1	XANPARI20_005176-T1
N1.HOG0001231	OG0000953	n0			XANPAOZ2100_003518-T1	XANPARI20_005170-T1
N1.HOG0001232	OG0000954	n0			XANPAOZ2100_003508-T1	XANPARI20_005159-T1
N1.HOG0001233	OG0000955	n0			XANPAOZ2100_003506-T1	XANPARI20_005157-T1
N1.HOG0001234	OG0000956	n0			XANPAOZ2100_003482-T1	XANPARI20_005130-T1
N1.HOG0001235	OG0000957	n0			XANPAOZ2100_003468-T1	XANPARI20_005114-T1
N1.HOG0001236	OG0000958	n0				XANPARI20_005110-T1
N1.HOG0001237	OG0000959	n0			XANPAOZ2100_005314-T1, XANPAOZ2100_003463-T1	XANPARI20_005108-T1
N1.HOG0001238	OG0000960	n0			XANPAOZ2100_003442-T1	XANPARI20_005087-T1
N1.HOG0001239	OG0000961	n0			XANPAOZ2100_003435-T1	XANPARI20_005078-T1
N1.HOG0001240	OG0000962	n0			XANPAOZ2100_003430-T1	XANPARI20_005072-T1
N1.HOG0001241	OG0000963	n0			XANPAOZ2100_003420-T1	XANPARI20_005062-T1
N1.HOG0001242	OG0000964	n0			XANPAOZ2100_005671-T1	XANPARI20_006861-T1
N1.HOG0001243	OG0000965	n0			XANPAOZ2100_005716-T1	XANPARI20_006909-T1
N1.HOG0001244	OG0000966	n0			XANPAOZ2100_005727-T1, XANPAOZ2100_005726-T1	XANPARI20_006918-T1
N1.HOG0001245	OG0000967	n0			XANPAOZ2100_005732-T1	XANPARI20_006922-T1
N1.HOG0001246	OG0000968	n0			XANPAOZ2100_005737-T1	XANPARI20_006928-T1
N1.HOG0001247	OG0000969	n0			XANPAOZ2100_005738-T1	XANPARI20_006929-T1
N1.HOG0001248	OG0000970	n0			XANPAOZ2100_006473-T1	XANPARI20_004744-T1
N1.HOG0001249	OG0000971	n0			XANPAOZ2100_005750-T1	XANPARI20_006942-T1, XANPARI20_006943-T1
N1.HOG0001250	OG0000972	n0			XANPAOZ2100_005752-T1	XANPARI20_005771-T1, XANPARI20_006945-T1
N1.HOG0001251	OG0000973	n0			XANPAOZ2100_005764-T1	XANPARI20_006956-T1
N1.HOG0001252	OG0000974	n0			XANPAOZ2100_005788-T1	XANPARI20_006983-T1
N1.HOG0001253	OG0000975	n0			XANPAOZ2100_005792-T1	XANPARI20_006987-T1
N1.HOG0001254	OG0000976	n0			XANPAOZ2100_005795-T1, XANPAOZ2100_004424-T1	XANPARI20_006990-T1
N1.HOG0001255	OG0000977	n0			XANPAOZ2100_005833-T1	XANPARI20_007029-T1
N1.HOG0001256	OG0000978	n0			XANPAOZ2100_005846-T1	XANPARI20_007042-T1
N1.HOG0001257	OG0000979	n0			XANPAOZ2100_005853-T1	XANPARI20_007049-T1
N1.HOG0001258	OG0000980	n0			XANPAOZ2100_005858-T1	XANPARI20_007054-T1
N1.HOG0001259	OG0000981	n0			XANPAOZ2100_005879-T1	XANPARI20_007074-T1
N1.HOG0001260	OG0000982	n0			XANPAOZ2100_005880-T1	XANPARI20_007075-T1
N1.HOG0001261	OG0000983	n0			XANPAOZ2100_005881-T1	XANPARI20_007076-T1
N1.HOG0001262	OG0000984	n0			XANPAOZ2100_005894-T1	XANPARI20_007089-T1
N1.HOG0001263	OG0000985	n0			XANPAOZ2100_005919-T1	XANPARI20_007115-T1
N1.HOG0001264	OG0000986	n0			XANPAOZ2100_005924-T1	XANPARI20_007120-T1
N1.HOG0001265	OG0000987	n0			XANPAOZ2100_005925-T1	XANPARI20_007121-T1
N1.HOG0001266	OG0000988	n0			XANPAOZ2100_005932-T1	XANPARI20_007126-T1
N1.HOG0001267	OG0000989	n0			XANPAOZ2100_005956-T1	XANPARI20_007149-T1
N1.HOG0001268	OG0000990	n0			XANPAOZ2100_005968-T1	XANPARI20_007161-T1
N1.HOG0001269	OG0000991	n0			XANPAOZ2100_005991-T1	XANPARI20_007183-T1
N1.HOG0001270	OG0000992	n0			XANPAOZ2100_005993-T1	XANPARI20_007185-T1
N1.HOG0001271	OG0000993	n0			XANPAOZ2100_005995-T1	XANPARI20_007187-T1
N1.HOG0001272	OG0000994	n0			XANPAOZ2100_006034-T1	XANPARI20_007227-T1
N1.HOG0001273	OG0000995	n0			XANPAOZ2100_006038-T1	XANPARI20_007231-T1
N1.HOG0001274	OG0000996	n2			XANPAOZ2100_006041-T1	
N1.HOG0001275	OG0000996	n3			XANPAOZ2100_006040-T1	
N1.HOG0001276	OG0000997	n0			XANPAOZ2100_006053-T1	XANPARI20_007244-T1
N1.HOG0001277	OG0000998	n0			XANPAOZ2100_006057-T1	XANPARI20_007249-T1
N1.HOG0001278	OG0000999	n0			XANPAOZ2100_006065-T1	XANPARI20_007257-T1
N1.HOG0001279	OG0001000	n0			XANPAOZ2100_006069-T1	XANPARI20_007261-T1
N1.HOG0001280	OG0001001	n0			XANPAOZ2100_006076-T1	XANPARI20_007268-T1
N1.HOG0001281	OG0001002	n0			XANPAOZ2100_006082-T1	XANPARI20_007274-T1
N1.HOG0001282	OG0001003	n0			XANPAOZ2100_006084-T1	XANPARI20_007276-T1
N1.HOG0001283	OG0001004	n0			XANPAOZ2100_006097-T1	XANPARI20_007291-T1
N1.HOG0001284	OG0001005	n0			XANPAOZ2100_007980-T1, XANPAOZ2100_006314-T1, XANPAOZ2100_006133-T1	
N1.HOG0001285	OG0001006	n0			XANPAOZ2100_006145-T1	
N1.HOG0001286	OG0001007	n0			XANPAOZ2100_007176-T1	XANPARI20_003166-T1
N1.HOG0001287	OG0001008	n0			XANPAOZ2100_006191-T1	
N1.HOG0001288	OG0001009	n0			XANPAOZ2100_006192-T1	
N1.HOG0001289	OG0001010	n0			XANPAOZ2100_006197-T1	XANPARI20_004093-T1
N1.HOG0001290	OG0001011	n0			XANPAOZ2100_004674-T1, XANPAOZ2100_004673-T1	XANPARI20_006270-T1
N1.HOG0001291	OG0001012	n0			XANPAOZ2100_005127-T1	XANPARI20_005794-T1
N1.HOG0001292	OG0001013	n0			XANPAOZ2100_005210-T1	
N1.HOG0001293	OG0001014	n1			XANPAOZ2100_005207-T1	
N1.HOG0001294	OG0001014	n3			XANPAOZ2100_005208-T1	
N1.HOG0001295	OG0001015	n0			XANPAOZ2100_006547-T1	XANPARI20_004666-T1
N1.HOG0001296	OG0001016	n2			XANPAOZ2100_005179-T1	
N1.HOG0001297	OG0001016	n3			XANPAOZ2100_005178-T1	
N1.HOG0001298	OG0001017	n0			XANPAOZ2100_005157-T1	
N1.HOG0001299	OG0001018	n0			XANPAOZ2100_005003-T1	XANPARI20_005917-T1
N1.HOG0001300	OG0001019	n0			XANPAOZ2100_005123-T1	XANPARI20_005798-T1
N1.HOG0001301	OG0001020	n0			XANPAOZ2100_005103-T1	XANPARI20_005817-T1
N1.HOG0001302	OG0001021	n0			XANPAOZ2100_005091-T1	XANPARI20_005829-T1
N1.HOG0001303	OG0001022	n0			XANPAOZ2100_005071-T1	XANPARI20_005850-T1
N1.HOG0001304	OG0001023	n0			XANPAOZ2100_005014-T1	XANPARI20_005906-T1
N1.HOG0001305	OG0001024	n0			XANPAOZ2100_004999-T1	XANPARI20_005921-T1
N1.HOG0001306	OG0001025	n0			XANPAOZ2100_004997-T1	XANPARI20_005923-T1
N1.HOG0001307	OG0001026	n0			XANPAOZ2100_004991-T1	XANPARI20_005929-T1
N1.HOG0001308	OG0001027	n0			XANPAOZ2100_004983-T1	XANPARI20_005938-T1
N1.HOG0001309	OG0001028	n0			XANPAOZ2100_004977-T1	XANPARI20_005944-T1
N1.HOG0001310	OG0001029	n0			XANPAOZ2100_004974-T1	XANPARI20_005946-T1, XANPARI20_005947-T1
N1.HOG0001311	OG0001030	n0			XANPAOZ2100_004969-T1, XANPAOZ2100_004970-T1	XANPARI20_005951-T1
N1.HOG0001312	OG0001031	n0			XANPAOZ2100_005226-T1, XANPAOZ2100_004964-T1	XANPARI20_005955-T1
N1.HOG0001313	OG0001032	n0			XANPAOZ2100_004962-T1, XANPAOZ2100_005231-T1	XANPARI20_005957-T1
N1.HOG0001314	OG0001033	n0			XANPAOZ2100_005232-T1, XANPAOZ2100_004961-T1	XANPARI20_005958-T1
N1.HOG0001315	OG0001034	n0			XANPAOZ2100_007238-T1	XANPARI20_003231-T1
N1.HOG0001316	OG0001035	n0			XANPAOZ2100_004952-T1	XANPARI20_005966-T1
N1.HOG0001317	OG0001036	n0			XANPAOZ2100_004950-T1	XANPARI20_002518-T1, XANPARI20_005968-T1
N1.HOG0001318	OG0001037	n0			XANPAOZ2100_004927-T1	XANPARI20_005992-T1
N1.HOG0001319	OG0001038	n0			XANPAOZ2100_004917-T1	XANPARI20_006001-T1
N1.HOG0001320	OG0001039	n0			XANPAOZ2100_004892-T1	XANPARI20_006027-T1
N1.HOG0001321	OG0001040	n0			XANPAOZ2100_004885-T1	XANPARI20_006034-T1
N1.HOG0001322	OG0001041	n0			XANPAOZ2100_004858-T1	XANPARI20_006062-T1, XANPARI20_006079-T1
N1.HOG0001323	OG0001042	n0			XANPAOZ2100_004856-T1	XANPARI20_006064-T1, XANPARI20_006081-T1
N1.HOG0001324	OG0001043	n0			XANPAOZ2100_004855-T1	XANPARI20_006082-T1, XANPARI20_006065-T1
N1.HOG0001325	OG0001044	n0			XANPAOZ2100_004854-T1	XANPARI20_006066-T1, XANPARI20_006084-T1
N1.HOG0001326	OG0001045	n0			XANPAOZ2100_004853-T1	XANPARI20_006086-T1, XANPARI20_006068-T1
N1.HOG0001327	OG0001046	n0			XANPAOZ2100_004852-T1	XANPARI20_006087-T1, XANPARI20_006069-T1
N1.HOG0001328	OG0001047	n0			XANPAOZ2100_004851-T1	XANPARI20_006070-T1, XANPARI20_006088-T1
N1.HOG0001329	OG0001048	n0			XANPAOZ2100_004845-T1	XANPARI20_006071-T1, XANPARI20_006093-T1
N1.HOG0001330	OG0001049	n0			XANPAOZ2100_004844-T1	XANPARI20_006072-T1, XANPARI20_006094-T1
N1.HOG0001331	OG0001050	n0			XANPAOZ2100_004843-T1	XANPARI20_006095-T1, XANPARI20_006073-T1
N1.HOG0001332	OG0001051	n0			XANPAOZ2100_004842-T1	XANPARI20_006074-T1, XANPARI20_006096-T1
N1.HOG0001333	OG0001052	n0			XANPAOZ2100_004840-T1	XANPARI20_006098-T1
N1.HOG0001334	OG0001053	n0			XANPAOZ2100_004838-T1	XANPARI20_006101-T1, XANPARI20_006078-T1
N1.HOG0001335	OG0001054	n0			XANPAOZ2100_004827-T1	XANPARI20_006110-T1
N1.HOG0001336	OG0001055	n0			XANPAOZ2100_004811-T1	XANPARI20_006126-T1
N1.HOG0001337	OG0001056	n0			XANPAOZ2100_004807-T1	XANPARI20_006130-T1
N1.HOG0001338	OG0001057	n0			XANPAOZ2100_004804-T1	XANPARI20_006133-T1
N1.HOG0001339	OG0001058	n0			XANPAOZ2100_004802-T1	XANPARI20_006135-T1
N1.HOG0001340	OG0001059	n0			XANPAOZ2100_004798-T1	XANPARI20_006140-T1
N1.HOG0001341	OG0001060	n0			XANPAOZ2100_004797-T1	XANPARI20_006141-T1
N1.HOG0001342	OG0001061	n0			XANPAOZ2100_004791-T1	XANPARI20_006149-T1
N1.HOG0001343	OG0001062	n0			XANPAOZ2100_004782-T1	XANPARI20_006157-T1
N1.HOG0001344	OG0001063	n0			XANPAOZ2100_004775-T1	XANPARI20_006164-T1
N1.HOG0001345	OG0001064	n0			XANPAOZ2100_004767-T1	XANPARI20_006173-T1
N1.HOG0001346	OG0001065	n0			XANPAOZ2100_004764-T1	XANPARI20_006176-T1
N1.HOG0001347	OG0001066	n0			XANPAOZ2100_004742-T1	XANPARI20_006195-T1
N1.HOG0001348	OG0001067	n0			XANPAOZ2100_004736-T1	XANPARI20_006202-T1
N1.HOG0001349	OG0001068	n0			XANPAOZ2100_004724-T1	XANPARI20_006219-T1
N1.HOG0001350	OG0001069	n0			XANPAOZ2100_004722-T1	XANPARI20_006221-T1
N1.HOG0001351	OG0001070	n0			XANPAOZ2100_007010-T1	XANPARI20_000278-T1
N1.HOG0001352	OG0001071	n0			XANPAOZ2100_008430-T1, XANPAOZ2100_004697-T1	XANPARI20_006244-T1
N1.HOG0001353	OG0001072	n0			XANPAOZ2100_004686-T1	XANPARI20_006255-T1
N1.HOG0001354	OG0001073	n0			XANPAOZ2100_004681-T1	XANPARI20_006260-T1
N1.HOG0001355	OG0001074	n0			XANPAOZ2100_003378-T1	XANPARI20_008834-T1, XANPARI20_002508-T1, XANPARI20_002555-T1
N1.HOG0001356	OG0001075	n0			XANPAOZ2100_003370-T1	XANPARI20_002501-T1, XANPARI20_002548-T1, XANPARI20_002500-T1
N1.HOG0001357	OG0001076	n0			XANPAOZ2100_004656-T1, XANPAOZ2100_003369-T1	XANPARI20_002547-T1, XANPARI20_002499-T1
N1.HOG0001358	OG0001077	n2			XANPAOZ2100_003368-T1	XANPARI20_002546-T1
N1.HOG0001359	OG0001077	n3			XANPAOZ2100_005236-T1	XANPARI20_002498-T1
