Orthogroup	Xanthoria_parietina_SAMEA111342678	Xanthoria_calcicola_GTX0491
OG0001474	XANPAOZ2100_001123-T1	XANCAGTX0491_000141-T1
OG0001475	XANPAOZ2100_001122-T1	XANCAGTX0491_000142-T1
OG0001476	XANPAOZ2100_001121-T1	XANCAGTX0491_000143-T1
OG0001477	XANPAOZ2100_001120-T1	XANCAGTX0491_000144-T1
OG0001478	XANPAOZ2100_001119-T1	XANCAGTX0491_000145-T1
OG0001479	XANPAOZ2100_001116-T1	XANCAGTX0491_000146-T1
OG0001480	XANPAOZ2100_001117-T1	XANCAGTX0491_000147-T1
OG0001481	XANPAOZ2100_001115-T1	XANCAGTX0491_000148-T1
OG0001482	XANPAOZ2100_001114-T1	XANCAGTX0491_000149-T1
OG0001483	XANPAOZ2100_001113-T1	XANCAGTX0491_000150-T1
OG0001484	XANPAOZ2100_001109-T1	XANCAGTX0491_000154-T1
OG0001485	XANPAOZ2100_001108-T1	XANCAGTX0491_000155-T1
OG0001486	XANPAOZ2100_001106-T1	XANCAGTX0491_000158-T1
OG0001487	XANPAOZ2100_001105-T1	XANCAGTX0491_000159-T1
OG0001488	XANPAOZ2100_001104-T1	XANCAGTX0491_000160-T1
OG0001489	XANPAOZ2100_001103-T1	XANCAGTX0491_000161-T1
OG0001490	XANPAOZ2100_001102-T1	XANCAGTX0491_000162-T1
OG0001491	XANPAOZ2100_001101-T1	XANCAGTX0491_000163-T1
OG0001492	XANPAOZ2100_001099-T1	XANCAGTX0491_000165-T1
OG0001493	XANPAOZ2100_001098-T1	XANCAGTX0491_000166-T1
OG0001494	XANPAOZ2100_001097-T1	XANCAGTX0491_000167-T1
OG0001495	XANPAOZ2100_001096-T1	XANCAGTX0491_000168-T1
OG0001496	XANPAOZ2100_001095-T1	XANCAGTX0491_000169-T1
OG0001497	XANPAOZ2100_001094-T1	XANCAGTX0491_000170-T1
OG0001498	XANPAOZ2100_001093-T1	XANCAGTX0491_000171-T1
OG0001499	XANPAOZ2100_001092-T1	XANCAGTX0491_000172-T1
OG0001500	XANPAOZ2100_001090-T1	XANCAGTX0491_000174-T1
OG0001501	XANPAOZ2100_001089-T1	XANCAGTX0491_000175-T1
OG0001502	XANPAOZ2100_001088-T1	XANCAGTX0491_000176-T1
OG0001503	XANPAOZ2100_001087-T1	XANCAGTX0491_000178-T1
OG0001504	XANPAOZ2100_001085-T1	XANCAGTX0491_000179-T1
OG0001505	XANPAOZ2100_001084-T1	XANCAGTX0491_000180-T1
OG0001506	XANPAOZ2100_001081-T1	XANCAGTX0491_000183-T1
OG0001507	XANPAOZ2100_001080-T1	XANCAGTX0491_000185-T1
OG0001508	XANPAOZ2100_001079-T1	XANCAGTX0491_000187-T1
OG0001509	XANPAOZ2100_001078-T1	XANCAGTX0491_000188-T1
OG0001510	XANPAOZ2100_001076-T1	XANCAGTX0491_000190-T1
OG0001511	XANPAOZ2100_001075-T1	XANCAGTX0491_000191-T1
OG0001512	XANPAOZ2100_001074-T1	XANCAGTX0491_000192-T1
OG0001513	XANPAOZ2100_001073-T1	XANCAGTX0491_000193-T1
OG0001514	XANPAOZ2100_001072-T1	XANCAGTX0491_000194-T1
OG0001515	XANPAOZ2100_001070-T1	XANCAGTX0491_000198-T1
OG0001516	XANPAOZ2100_001069-T1	XANCAGTX0491_000200-T1
OG0001517	XANPAOZ2100_001068-T1	XANCAGTX0491_000201-T1
OG0001518	XANPAOZ2100_001067-T1	XANCAGTX0491_000202-T1
OG0001519	XANPAOZ2100_001066-T1	XANCAGTX0491_000203-T1
OG0001520	XANPAOZ2100_001065-T1	XANCAGTX0491_000204-T1
OG0001521	XANPAOZ2100_001064-T1	XANCAGTX0491_000207-T1
OG0001522	XANPAOZ2100_001063-T1	XANCAGTX0491_000208-T1
OG0001523	XANPAOZ2100_001062-T1	XANCAGTX0491_000209-T1
OG0001524	XANPAOZ2100_001061-T1	XANCAGTX0491_000210-T1
OG0001525	XANPAOZ2100_001060-T1	XANCAGTX0491_000211-T1
OG0001526	XANPAOZ2100_001059-T1	XANCAGTX0491_000212-T1
OG0001527	XANPAOZ2100_001058-T1	XANCAGTX0491_000213-T1
OG0001528	XANPAOZ2100_001057-T1	XANCAGTX0491_000214-T1
OG0001529	XANPAOZ2100_001056-T1	XANCAGTX0491_000215-T1
OG0001530	XANPAOZ2100_001055-T1	XANCAGTX0491_000216-T1
OG0001531	XANPAOZ2100_001054-T1	XANCAGTX0491_000217-T1
OG0001532	XANPAOZ2100_001052-T1	XANCAGTX0491_000219-T1
OG0001533	XANPAOZ2100_001051-T1	XANCAGTX0491_000220-T1
OG0001534	XANPAOZ2100_001050-T1	XANCAGTX0491_000221-T1
OG0001535	XANPAOZ2100_001049-T1	XANCAGTX0491_000222-T1
OG0001536	XANPAOZ2100_001048-T1	XANCAGTX0491_000224-T1
OG0001537	XANPAOZ2100_001047-T1	XANCAGTX0491_000225-T1
OG0001538	XANPAOZ2100_001046-T1	XANCAGTX0491_000226-T1
OG0001539	XANPAOZ2100_001045-T1	XANCAGTX0491_000227-T1
OG0001540	XANPAOZ2100_001044-T1	XANCAGTX0491_000228-T1
OG0001541	XANPAOZ2100_001043-T1	XANCAGTX0491_000229-T1
OG0001542	XANPAOZ2100_001040-T1	XANCAGTX0491_000232-T1
OG0001543	XANPAOZ2100_001039-T1	XANCAGTX0491_000233-T1
OG0001544	XANPAOZ2100_001038-T1	XANCAGTX0491_000235-T1
OG0001545	XANPAOZ2100_001037-T1	XANCAGTX0491_000236-T1
OG0001546	XANPAOZ2100_001036-T1	XANCAGTX0491_000237-T1
OG0001547	XANPAOZ2100_001033-T1	XANCAGTX0491_000240-T1
OG0001548	XANPAOZ2100_001032-T1	XANCAGTX0491_000241-T1
OG0001549	XANPAOZ2100_001031-T1	XANCAGTX0491_000242-T1
OG0001550	XANPAOZ2100_001030-T1	XANCAGTX0491_000244-T1
OG0001551	XANPAOZ2100_001027-T1	XANCAGTX0491_000247-T1
OG0001552	XANPAOZ2100_001026-T1	XANCAGTX0491_000248-T1
OG0001553	XANPAOZ2100_001024-T1	XANCAGTX0491_000250-T1
OG0001554	XANPAOZ2100_001023-T1	XANCAGTX0491_000251-T1
OG0001555	XANPAOZ2100_001022-T1	XANCAGTX0491_000252-T1
OG0001556	XANPAOZ2100_001021-T1	XANCAGTX0491_000253-T1
OG0001557	XANPAOZ2100_001019-T1	XANCAGTX0491_000255-T1
OG0001558	XANPAOZ2100_001018-T1	XANCAGTX0491_000256-T1
OG0001559	XANPAOZ2100_001015-T1	XANCAGTX0491_000259-T1
OG0001560	XANPAOZ2100_001014-T1	XANCAGTX0491_000260-T1
OG0001561	XANPAOZ2100_001013-T1	XANCAGTX0491_000261-T1
OG0001562	XANPAOZ2100_004018-T1	XANCAGTX0491_000262-T1, XANCAGTX0491_002070-T1
OG0001563	XANPAOZ2100_001012-T1	XANCAGTX0491_000263-T1
OG0001564	XANPAOZ2100_001011-T1	XANCAGTX0491_000264-T1
OG0001565	XANPAOZ2100_001010-T1	XANCAGTX0491_000265-T1
OG0001566	XANPAOZ2100_001009-T1	XANCAGTX0491_000266-T1
OG0001567	XANPAOZ2100_001008-T1	XANCAGTX0491_000269-T1
OG0001568	XANPAOZ2100_001007-T1	XANCAGTX0491_000270-T1
OG0001569	XANPAOZ2100_001006-T1	XANCAGTX0491_000271-T1
OG0001570	XANPAOZ2100_001005-T1	XANCAGTX0491_000272-T1
OG0001571	XANPAOZ2100_001004-T1	XANCAGTX0491_000273-T1
OG0001572	XANPAOZ2100_001003-T1	XANCAGTX0491_000274-T1
OG0001574	XANPAOZ2100_001002-T1	XANCAGTX0491_000277-T1
OG0001575	XANPAOZ2100_001001-T1	XANCAGTX0491_000278-T1
OG0001576	XANPAOZ2100_001000-T1	XANCAGTX0491_000280-T1
OG0001577	XANPAOZ2100_000996-T1	XANCAGTX0491_000284-T1
OG0001578	XANPAOZ2100_000994-T1	XANCAGTX0491_000285-T1
OG0001579	XANPAOZ2100_000993-T1	XANCAGTX0491_000286-T1
OG0001580	XANPAOZ2100_000992-T1	XANCAGTX0491_000288-T1
OG0001581	XANPAOZ2100_000991-T1	XANCAGTX0491_000289-T1
OG0001582	XANPAOZ2100_000990-T1	XANCAGTX0491_000290-T1
OG0001583	XANPAOZ2100_000989-T1	XANCAGTX0491_000291-T1
OG0001584	XANPAOZ2100_000988-T1	XANCAGTX0491_000292-T1
OG0001585	XANPAOZ2100_000987-T1	XANCAGTX0491_000293-T1
OG0001586	XANPAOZ2100_000986-T1	XANCAGTX0491_000294-T1
OG0001587	XANPAOZ2100_000985-T1	XANCAGTX0491_000295-T1
OG0001588	XANPAOZ2100_000984-T1	XANCAGTX0491_000296-T1
OG0001589	XANPAOZ2100_000983-T1	XANCAGTX0491_000297-T1
OG0001590	XANPAOZ2100_000982-T1	XANCAGTX0491_000298-T1
OG0001591	XANPAOZ2100_000981-T1	XANCAGTX0491_000299-T1
OG0001592	XANPAOZ2100_000980-T1	XANCAGTX0491_000300-T1
OG0001593	XANPAOZ2100_000979-T1	XANCAGTX0491_000302-T1
OG0001594	XANPAOZ2100_000978-T1	XANCAGTX0491_000303-T1
OG0001595	XANPAOZ2100_000977-T1	XANCAGTX0491_000304-T1
OG0001596	XANPAOZ2100_000976-T1	XANCAGTX0491_000306-T1
OG0001597	XANPAOZ2100_000975-T1	XANCAGTX0491_000307-T1
OG0001598	XANPAOZ2100_000974-T1	XANCAGTX0491_000308-T1
OG0001599	XANPAOZ2100_000971-T1	XANCAGTX0491_000312-T1
OG0001600	XANPAOZ2100_000970-T1	XANCAGTX0491_000313-T1
OG0001601	XANPAOZ2100_000968-T1	XANCAGTX0491_000314-T1
OG0001602	XANPAOZ2100_000967-T1	XANCAGTX0491_000316-T1
OG0001603	XANPAOZ2100_000966-T1	XANCAGTX0491_000317-T1
OG0001604	XANPAOZ2100_000965-T1	XANCAGTX0491_000319-T1
OG0001605	XANPAOZ2100_000964-T1	XANCAGTX0491_000320-T1
OG0001606	XANPAOZ2100_000963-T1	XANCAGTX0491_000322-T1
OG0001607	XANPAOZ2100_000962-T1	XANCAGTX0491_000323-T1
OG0001608	XANPAOZ2100_000961-T1	XANCAGTX0491_000324-T1
OG0001609	XANPAOZ2100_000960-T1	XANCAGTX0491_000325-T1
OG0001610	XANPAOZ2100_000959-T1	XANCAGTX0491_000326-T1
OG0001611	XANPAOZ2100_000958-T1	XANCAGTX0491_000327-T1
OG0001612	XANPAOZ2100_000957-T1	XANCAGTX0491_000328-T1
OG0001613	XANPAOZ2100_000956-T1	XANCAGTX0491_000329-T1
OG0001614	XANPAOZ2100_000955-T1	XANCAGTX0491_000330-T1
OG0001615	XANPAOZ2100_000954-T1	XANCAGTX0491_000331-T1
OG0001616	XANPAOZ2100_000953-T1	XANCAGTX0491_000332-T1
OG0001617	XANPAOZ2100_000952-T1	XANCAGTX0491_000333-T1
OG0001618	XANPAOZ2100_000951-T1	XANCAGTX0491_000334-T1
OG0001619	XANPAOZ2100_000950-T1	XANCAGTX0491_000335-T1
OG0001620	XANPAOZ2100_000949-T1	XANCAGTX0491_000336-T1
OG0001621	XANPAOZ2100_000948-T1	XANCAGTX0491_000337-T1
OG0001622	XANPAOZ2100_000947-T1	XANCAGTX0491_000338-T1
OG0001623	XANPAOZ2100_000946-T1	XANCAGTX0491_000339-T1
OG0001624	XANPAOZ2100_000945-T1	XANCAGTX0491_000340-T1
OG0001625	XANPAOZ2100_000943-T1	XANCAGTX0491_000342-T1
OG0001626	XANPAOZ2100_000942-T1	XANCAGTX0491_000343-T1
OG0001627	XANPAOZ2100_000941-T1	XANCAGTX0491_000345-T1
OG0001628	XANPAOZ2100_000940-T1	XANCAGTX0491_000346-T1
OG0001629	XANPAOZ2100_000939-T1	XANCAGTX0491_000347-T1
OG0001630	XANPAOZ2100_000938-T1	XANCAGTX0491_000348-T1
OG0001631	XANPAOZ2100_000936-T1	XANCAGTX0491_000351-T1
OG0001632	XANPAOZ2100_000935-T1	XANCAGTX0491_000352-T1
OG0001633	XANPAOZ2100_000934-T1	XANCAGTX0491_000353-T1
OG0001634	XANPAOZ2100_000933-T1	XANCAGTX0491_000354-T1
OG0001635	XANPAOZ2100_000932-T1	XANCAGTX0491_000355-T1
OG0001636	XANPAOZ2100_000930-T1	XANCAGTX0491_000356-T1
OG0001637	XANPAOZ2100_000929-T1	XANCAGTX0491_000357-T1
OG0001638	XANPAOZ2100_000927-T1	XANCAGTX0491_000359-T1
OG0001639	XANPAOZ2100_000926-T1	XANCAGTX0491_000360-T1
OG0001640	XANPAOZ2100_000925-T1	XANCAGTX0491_000361-T1
OG0001641	XANPAOZ2100_000924-T1	XANCAGTX0491_000362-T1
OG0001642	XANPAOZ2100_000923-T1	XANCAGTX0491_000363-T1
OG0001643	XANPAOZ2100_000922-T1	XANCAGTX0491_000364-T1
OG0001644	XANPAOZ2100_000920-T1	XANCAGTX0491_000367-T1
OG0001645	XANPAOZ2100_000919-T1	XANCAGTX0491_000369-T1
OG0001646	XANPAOZ2100_000918-T1	XANCAGTX0491_000370-T1
OG0001647	XANPAOZ2100_000917-T1	XANCAGTX0491_000371-T1
OG0001648	XANPAOZ2100_000915-T1	XANCAGTX0491_000373-T1
OG0001649	XANPAOZ2100_000912-T1	XANCAGTX0491_000376-T1
OG0001650	XANPAOZ2100_000911-T1	XANCAGTX0491_000377-T1
OG0001651	XANPAOZ2100_000910-T1	XANCAGTX0491_000378-T1
OG0001652	XANPAOZ2100_000909-T1	XANCAGTX0491_000379-T1
OG0001653	XANPAOZ2100_000908-T1	XANCAGTX0491_000380-T1
OG0001654	XANPAOZ2100_000907-T1	XANCAGTX0491_000381-T1
OG0001655	XANPAOZ2100_000906-T1	XANCAGTX0491_000382-T1
OG0001656	XANPAOZ2100_000905-T1	XANCAGTX0491_000383-T1
OG0001657	XANPAOZ2100_000904-T1	XANCAGTX0491_000385-T1
OG0001658	XANPAOZ2100_000903-T1	XANCAGTX0491_000386-T1
OG0001659	XANPAOZ2100_000902-T1	XANCAGTX0491_000387-T1
OG0001660	XANPAOZ2100_000901-T1	XANCAGTX0491_000388-T1
OG0001661	XANPAOZ2100_000900-T1	XANCAGTX0491_000389-T1
OG0001662	XANPAOZ2100_000899-T1	XANCAGTX0491_000390-T1
OG0001663	XANPAOZ2100_000898-T1	XANCAGTX0491_000391-T1
OG0001664	XANPAOZ2100_000895-T1	XANCAGTX0491_000395-T1
OG0001665	XANPAOZ2100_000893-T1	XANCAGTX0491_000398-T1
OG0001666	XANPAOZ2100_000892-T1	XANCAGTX0491_000399-T1
OG0001667	XANPAOZ2100_000891-T1	XANCAGTX0491_000400-T1
OG0001668	XANPAOZ2100_000890-T1	XANCAGTX0491_000401-T1
OG0001669	XANPAOZ2100_000887-T1	XANCAGTX0491_000404-T1
OG0001670	XANPAOZ2100_000886-T1	XANCAGTX0491_000405-T1
OG0001671	XANPAOZ2100_000885-T1	XANCAGTX0491_000406-T1
OG0001672	XANPAOZ2100_000884-T1	XANCAGTX0491_000407-T1
OG0001673	XANPAOZ2100_000883-T1	XANCAGTX0491_000408-T1
OG0001674	XANPAOZ2100_000881-T1	XANCAGTX0491_000410-T1
OG0001675	XANPAOZ2100_000880-T1	XANCAGTX0491_000411-T1
OG0001676	XANPAOZ2100_000879-T1	XANCAGTX0491_000412-T1
OG0001677	XANPAOZ2100_000877-T1	XANCAGTX0491_000414-T1
OG0001678	XANPAOZ2100_000876-T1	XANCAGTX0491_000415-T1
OG0001679	XANPAOZ2100_000870-T1	XANCAGTX0491_000422-T1
OG0001680	XANPAOZ2100_000869-T1	XANCAGTX0491_000423-T1
OG0001681	XANPAOZ2100_000868-T1	XANCAGTX0491_000424-T1
OG0001682	XANPAOZ2100_000867-T1	XANCAGTX0491_000425-T1
OG0001683	XANPAOZ2100_000866-T1	XANCAGTX0491_000426-T1
OG0001684	XANPAOZ2100_000865-T1	XANCAGTX0491_000427-T1
OG0001685	XANPAOZ2100_000864-T1	XANCAGTX0491_000428-T1
OG0001686	XANPAOZ2100_000862-T1	XANCAGTX0491_000429-T1
OG0001687	XANPAOZ2100_000860-T1	XANCAGTX0491_000433-T1
OG0001688	XANPAOZ2100_000859-T1	XANCAGTX0491_000434-T1
OG0001689	XANPAOZ2100_000858-T1	XANCAGTX0491_000436-T1
OG0001690	XANPAOZ2100_000857-T1	XANCAGTX0491_000437-T1
OG0001691	XANPAOZ2100_000856-T1	XANCAGTX0491_000438-T1
OG0001692	XANPAOZ2100_000855-T1	XANCAGTX0491_000439-T1
OG0001693	XANPAOZ2100_000854-T1	XANCAGTX0491_000440-T1
OG0001694	XANPAOZ2100_000853-T1	XANCAGTX0491_000441-T1
OG0001695	XANPAOZ2100_000852-T1	XANCAGTX0491_000442-T1
OG0001696	XANPAOZ2100_000851-T1	XANCAGTX0491_000443-T1
OG0001697	XANPAOZ2100_000849-T1	XANCAGTX0491_000444-T1
OG0001698	XANPAOZ2100_000848-T1	XANCAGTX0491_000445-T1
OG0001699	XANPAOZ2100_000847-T1	XANCAGTX0491_000446-T1
OG0001700	XANPAOZ2100_000846-T1	XANCAGTX0491_000447-T1
OG0001701	XANPAOZ2100_000845-T1	XANCAGTX0491_000448-T1
OG0001702	XANPAOZ2100_000844-T1	XANCAGTX0491_000449-T1
OG0001703	XANPAOZ2100_000842-T1	XANCAGTX0491_000451-T1
OG0001704	XANPAOZ2100_000838-T1	XANCAGTX0491_000456-T1
OG0001705	XANPAOZ2100_000837-T1	XANCAGTX0491_000458-T1
OG0001707	XANPAOZ2100_000835-T1	XANCAGTX0491_000473-T1
OG0001708	XANPAOZ2100_000834-T1	XANCAGTX0491_000474-T1
OG0001709	XANPAOZ2100_000832-T1	XANCAGTX0491_000476-T1
OG0001710	XANPAOZ2100_000831-T1	XANCAGTX0491_000477-T1
OG0001711	XANPAOZ2100_000830-T1	XANCAGTX0491_000478-T1
OG0001712	XANPAOZ2100_000828-T1	XANCAGTX0491_000479-T1
OG0001713	XANPAOZ2100_000826-T1	XANCAGTX0491_000481-T1
OG0001714	XANPAOZ2100_000825-T1	XANCAGTX0491_000482-T1
OG0001715	XANPAOZ2100_000824-T1	XANCAGTX0491_000483-T1
OG0001716	XANPAOZ2100_000822-T1	XANCAGTX0491_000485-T1
OG0001717	XANPAOZ2100_000821-T1	XANCAGTX0491_000487-T1
OG0001718	XANPAOZ2100_000820-T1	XANCAGTX0491_000488-T1
OG0001719	XANPAOZ2100_000817-T1	XANCAGTX0491_000492-T1
OG0001720	XANPAOZ2100_000816-T1	XANCAGTX0491_000493-T1
OG0001721	XANPAOZ2100_000815-T1	XANCAGTX0491_000494-T1
OG0001722	XANPAOZ2100_000814-T1	XANCAGTX0491_000495-T1
OG0001723	XANPAOZ2100_000812-T1	XANCAGTX0491_000496-T1
OG0001724	XANPAOZ2100_000811-T1	XANCAGTX0491_000497-T1
OG0001725	XANPAOZ2100_000810-T1	XANCAGTX0491_000498-T1
OG0001726	XANPAOZ2100_000809-T1	XANCAGTX0491_000499-T1
OG0001727	XANPAOZ2100_000808-T1	XANCAGTX0491_000500-T1
OG0001728	XANPAOZ2100_000807-T1	XANCAGTX0491_000502-T1
OG0001729	XANPAOZ2100_000806-T1	XANCAGTX0491_000503-T1
OG0001730	XANPAOZ2100_000805-T1	XANCAGTX0491_000504-T1
OG0001731	XANPAOZ2100_000804-T1	XANCAGTX0491_000505-T1
OG0001732	XANPAOZ2100_000803-T1	XANCAGTX0491_000506-T1
OG0001733	XANPAOZ2100_000802-T1	XANCAGTX0491_000507-T1
OG0001734	XANPAOZ2100_000800-T1	XANCAGTX0491_000510-T1
OG0001735	XANPAOZ2100_000799-T1	XANCAGTX0491_000511-T1
OG0001736	XANPAOZ2100_000797-T1	XANCAGTX0491_000513-T1
OG0001737	XANPAOZ2100_000795-T1	XANCAGTX0491_000515-T1
OG0001738	XANPAOZ2100_000794-T1	XANCAGTX0491_000516-T1
OG0001739	XANPAOZ2100_000793-T1	XANCAGTX0491_000517-T1
OG0001740	XANPAOZ2100_000791-T1	XANCAGTX0491_000519-T1
OG0001741	XANPAOZ2100_000790-T1	XANCAGTX0491_000520-T1
OG0001742	XANPAOZ2100_000789-T1	XANCAGTX0491_000521-T1
OG0001743	XANPAOZ2100_000788-T1	XANCAGTX0491_000523-T1
OG0001744	XANPAOZ2100_000787-T1	XANCAGTX0491_000524-T1
OG0001745	XANPAOZ2100_000786-T1	XANCAGTX0491_000525-T1
OG0001746	XANPAOZ2100_000785-T1	XANCAGTX0491_000526-T1
OG0001747	XANPAOZ2100_000784-T1	XANCAGTX0491_000527-T1
OG0001748	XANPAOZ2100_000783-T1	XANCAGTX0491_000528-T1
OG0001749	XANPAOZ2100_000782-T1	XANCAGTX0491_000529-T1
OG0001750	XANPAOZ2100_000781-T1	XANCAGTX0491_000530-T1
OG0001751	XANPAOZ2100_000778-T1	XANCAGTX0491_000532-T1
OG0001752	XANPAOZ2100_000777-T1	XANCAGTX0491_000533-T1
OG0001753	XANPAOZ2100_000775-T1	XANCAGTX0491_000535-T1
OG0001754	XANPAOZ2100_000774-T1	XANCAGTX0491_000536-T1
OG0001755	XANPAOZ2100_000773-T1	XANCAGTX0491_000537-T1
OG0001756	XANPAOZ2100_000770-T1	XANCAGTX0491_000541-T1
OG0001757	XANPAOZ2100_000769-T1	XANCAGTX0491_000542-T1
OG0001758	XANPAOZ2100_000767-T1	XANCAGTX0491_000544-T1
OG0001759	XANPAOZ2100_000766-T1	XANCAGTX0491_000545-T1
OG0001760	XANPAOZ2100_000765-T1	XANCAGTX0491_000546-T1
OG0001761	XANPAOZ2100_000764-T1	XANCAGTX0491_000547-T1
OG0001762	XANPAOZ2100_000763-T1	XANCAGTX0491_000548-T1
OG0001763	XANPAOZ2100_000762-T1	XANCAGTX0491_000549-T1
OG0001764	XANPAOZ2100_000761-T1	XANCAGTX0491_000551-T1
OG0001765	XANPAOZ2100_000760-T1	XANCAGTX0491_000552-T1
OG0001766	XANPAOZ2100_000759-T1	XANCAGTX0491_000553-T1
OG0001767	XANPAOZ2100_000758-T1	XANCAGTX0491_000555-T1
OG0001768	XANPAOZ2100_000757-T1	XANCAGTX0491_000556-T1
OG0001769	XANPAOZ2100_000756-T1	XANCAGTX0491_000557-T1
OG0001770	XANPAOZ2100_000755-T1	XANCAGTX0491_000558-T1
OG0001771	XANPAOZ2100_000753-T1	XANCAGTX0491_000560-T1
OG0001772	XANPAOZ2100_000752-T1	XANCAGTX0491_000561-T1
OG0001773	XANPAOZ2100_000751-T1	XANCAGTX0491_000562-T1
OG0001774	XANPAOZ2100_000749-T1	XANCAGTX0491_000564-T1
OG0001775	XANPAOZ2100_000748-T1	XANCAGTX0491_000565-T1
OG0001776	XANPAOZ2100_000745-T1	XANCAGTX0491_000568-T1
OG0001777	XANPAOZ2100_000744-T1	XANCAGTX0491_000569-T1
OG0001778	XANPAOZ2100_000743-T1	XANCAGTX0491_000570-T1
OG0001779	XANPAOZ2100_000742-T1	XANCAGTX0491_000571-T1
OG0001780	XANPAOZ2100_000741-T1	XANCAGTX0491_000572-T1
OG0001781	XANPAOZ2100_000739-T1	XANCAGTX0491_000574-T1
OG0001782	XANPAOZ2100_000738-T1	XANCAGTX0491_000575-T1
OG0001783	XANPAOZ2100_000737-T1	XANCAGTX0491_000576-T1
OG0001784	XANPAOZ2100_000736-T1	XANCAGTX0491_000578-T1
OG0001785	XANPAOZ2100_000735-T1	XANCAGTX0491_000579-T1
OG0001786	XANPAOZ2100_000734-T1	XANCAGTX0491_000580-T1
OG0001787	XANPAOZ2100_000732-T1	XANCAGTX0491_000582-T1
OG0001788	XANPAOZ2100_000731-T1	XANCAGTX0491_000583-T1
OG0001789	XANPAOZ2100_000726-T1	XANCAGTX0491_000584-T1
OG0001790	XANPAOZ2100_000725-T1	XANCAGTX0491_000585-T1
OG0001791	XANPAOZ2100_000724-T1	XANCAGTX0491_000586-T1
OG0001792	XANPAOZ2100_000723-T1	XANCAGTX0491_000587-T1
OG0001793	XANPAOZ2100_000722-T1	XANCAGTX0491_000588-T1
OG0001794	XANPAOZ2100_000719-T1	XANCAGTX0491_000590-T1
OG0001795	XANPAOZ2100_000718-T1	XANCAGTX0491_000591-T1
OG0001796	XANPAOZ2100_000715-T1	XANCAGTX0491_000594-T1
OG0001797	XANPAOZ2100_000712-T1	XANCAGTX0491_000597-T1
OG0001798	XANPAOZ2100_000711-T1	XANCAGTX0491_000598-T1
OG0001799	XANPAOZ2100_000710-T1	XANCAGTX0491_000599-T1
OG0001800	XANPAOZ2100_000709-T1	XANCAGTX0491_000600-T1
OG0001801	XANPAOZ2100_000708-T1	XANCAGTX0491_000601-T1
OG0001802	XANPAOZ2100_000707-T1	XANCAGTX0491_000602-T1
OG0001803	XANPAOZ2100_000706-T1	XANCAGTX0491_000603-T1
OG0001804	XANPAOZ2100_000705-T1	XANCAGTX0491_000604-T1
OG0001805	XANPAOZ2100_000704-T1	XANCAGTX0491_000605-T1
OG0001806	XANPAOZ2100_000700-T1	XANCAGTX0491_000609-T1
OG0001807	XANPAOZ2100_000699-T1	XANCAGTX0491_000610-T1
OG0001808	XANPAOZ2100_000697-T1	XANCAGTX0491_000612-T1
OG0001809	XANPAOZ2100_000696-T1	XANCAGTX0491_000613-T1
OG0001810	XANPAOZ2100_000695-T1	XANCAGTX0491_000614-T1
OG0001811	XANPAOZ2100_000694-T1	XANCAGTX0491_000615-T1
OG0001812	XANPAOZ2100_000693-T1	XANCAGTX0491_000616-T1
OG0001813	XANPAOZ2100_000692-T1	XANCAGTX0491_000618-T1
OG0001814	XANPAOZ2100_000691-T1	XANCAGTX0491_000619-T1
OG0001815	XANPAOZ2100_000689-T1	XANCAGTX0491_000623-T1
OG0001816	XANPAOZ2100_000688-T1	XANCAGTX0491_000624-T1
OG0001817	XANPAOZ2100_000687-T1	XANCAGTX0491_000625-T1
OG0001818	XANPAOZ2100_000686-T1	XANCAGTX0491_000627-T1
OG0001819	XANPAOZ2100_000685-T1	XANCAGTX0491_000628-T1
OG0001820	XANPAOZ2100_000682-T1	XANCAGTX0491_000631-T1
OG0001821	XANPAOZ2100_000681-T1	XANCAGTX0491_000632-T1
OG0001822	XANPAOZ2100_000680-T1	XANCAGTX0491_000634-T1
OG0001823	XANPAOZ2100_000677-T1	XANCAGTX0491_000637-T1
OG0001824	XANPAOZ2100_000676-T1	XANCAGTX0491_000639-T1
OG0001825	XANPAOZ2100_000673-T1	XANCAGTX0491_000643-T1
OG0001826	XANPAOZ2100_000672-T1	XANCAGTX0491_000645-T1
OG0001827	XANPAOZ2100_000671-T1	XANCAGTX0491_000646-T1
OG0001828	XANPAOZ2100_000670-T1	XANCAGTX0491_000647-T1
OG0001829	XANPAOZ2100_000669-T1	XANCAGTX0491_000648-T1
OG0001830	XANPAOZ2100_000668-T1	XANCAGTX0491_000649-T1
OG0001831	XANPAOZ2100_000667-T1	XANCAGTX0491_000650-T1
OG0001832	XANPAOZ2100_000666-T1	XANCAGTX0491_000651-T1
OG0001833	XANPAOZ2100_000665-T1	XANCAGTX0491_000652-T1
OG0001834	XANPAOZ2100_000663-T1	XANCAGTX0491_000653-T1
OG0001835	XANPAOZ2100_000662-T1	XANCAGTX0491_000654-T1
OG0001836	XANPAOZ2100_000661-T1	XANCAGTX0491_000655-T1
OG0001837	XANPAOZ2100_000660-T1	XANCAGTX0491_000656-T1
OG0001838	XANPAOZ2100_000659-T1	XANCAGTX0491_000657-T1
OG0001839	XANPAOZ2100_000658-T1	XANCAGTX0491_000658-T1
OG0001840	XANPAOZ2100_000657-T1	XANCAGTX0491_000659-T1
OG0001841	XANPAOZ2100_000656-T1	XANCAGTX0491_000660-T1
