TranscriptID	Sequence	Gene_Start	Gene_End	tyrID	navis	family_hit	tyr_Start	tyr_End	Distance	InterPro
XANPARI20_004496-T1	scaffold_4	1305440	1306081	XANPARI20_tyr17	navis0007	phoenixFam	1310219	1310743	4662	
XANPARI20_004485-T1	scaffold_4	1261412	1262082	XANPARI20_tyr17	navis0007	phoenixFam	1310219	1310743	48661	
XANPARI20_004491-T1	scaffold_4	1293891	1294791	XANPARI20_tyr17	navis0007	phoenixFam	1310219	1310743	15952	
XANPARI20_005596-T1	scaffold_5	1924155	1931735	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	95477	IPR001227 Acyl transferase domain superfamily;IPR006162 Phosphopantetheine attachment site;IPR009081 Phosphopantetheine binding ACP domain;IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase-like, C-terminal;IPR013968 Polyketide synthase, ketoreductase domain;IPR014030 Beta-ketoacyl synthase, N-terminal;IPR014031 Beta-ketoacyl synthase, C-terminal;IPR014043 Acyl transferase;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase;IPR016036 Malonyl-CoA ACP transacylase, ACP-binding;IPR016039 Thiolase-like;IPR018201 Beta-ketoacyl synthase, active site;IPR020806 Polyketide synthase, phosphopantetheine-binding domain;IPR020807 Polyketide synthase, dehydratase domain;IPR020841 Polyketide synthase, beta-ketoacyl synthase domain;IPR020843 Polyketide synthase, enoylreductase domain;IPR032821 Polyketide synthase, C-terminal extension;IPR036291 NAD(P)-binding domain superfamily;IPR036736 ACP-like superfamily;IPR042104 Polyketide synthase, dehydratase domain superfamily
XANPARI20_005597-T1	scaffold_5	1933473	1935789	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	91135	
XANPARI20_005598-T1	scaffold_5	1938713	1939160	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	85895	
XANPARI20_005599-T1	scaffold_5	1940187	1940939	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	84421	
XANPARI20_005600-T1	scaffold_5	1943056	1943719	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	81552	
XANPARI20_005601-T1	scaffold_5	1943747	1945128	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	80861	
XANPARI20_005602-T1	scaffold_5	1946314	1947109	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	78294	
XANPARI20_005604-T1	scaffold_5	1952915	1953913	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	71693	IPR001865 Ribosomal protein S2;IPR005707 Ribosomal protein S2, eukaryotic/archaeal;IPR018130 Ribosomal protein S2, conserved site;IPR023591 Ribosomal protein S2, flavodoxin-like domain superfamily;IPR027498 Ribosomal protein S2, eukaryotic;IPR032281 40S ribosomal protein SA, C-terminal domain
XANPARI20_005605-T1	scaffold_5	1954179	1955233	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	70429	IPR000589 Ribosomal protein S15;IPR005290 Ribosomal protein S15, bacterial-type;IPR009068 S15/NS1, RNA-binding
XANPARI20_005606-T1	scaffold_5	1955766	1959255	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	67957	
XANPARI20_005607-T1	scaffold_5	1961528	1963561	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	63080	IPR000629 ATP-dependent RNA helicase DEAD-box, conserved site;IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR025313 Domain of unknown function DUF4217;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_005608-T1	scaffold_5	1964291	1965380	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	60317	IPR037997 CTP-dependent diacylglycerol kinase 1-like
XANPARI20_005610-T1	scaffold_5	1967355	1969205	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	57253	IPR006084 XPG/Rad2 endonuclease;IPR006085 XPG, N-terminal;IPR006086 XPG-I domain;IPR029060 PIN-like domain superfamily;IPR036279 5'-3' exonuclease, C-terminal domain superfamily;IPR037316 Yen1, H3TH domain;IPR041177 Holliday junction resolvase Gen1, C-terminal domain
XANPARI20_005611-T1	scaffold_5	1970029	1970623	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	54579	
XANPARI20_005612-T1	scaffold_5	1971399	1972083	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	53209	
XANPARI20_005613-T1	scaffold_5	1972535	1974463	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	52073	
XANPARI20_005614-T1	scaffold_5	1974989	1975768	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	49619	
XANPARI20_005615-T1	scaffold_5	1976328	1977826	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	48280	IPR002125 Cytidine and deoxycytidylate deaminase domain;IPR016193 Cytidine deaminase-like
XANPARI20_005616-T1	scaffold_5	1979676	1980867	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	44932	IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily
XANPARI20_005617-T1	scaffold_5	1981042	1981525	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	43566	IPR005829 Sugar transporter, conserved site;IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
XANPARI20_005619-T1	scaffold_5	1987682	1988802	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	36926	IPR011009 Protein kinase-like domain superfamily;IPR016477 Fructosamine/Ketosamine-3-kinase
XANPARI20_005620-T1	scaffold_5	1989058	1989739	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	35550	IPR001806 Small GTPase;IPR003578 Small GTPase Rho;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_005621-T1	scaffold_5	1989981	1991757	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	34627	IPR001406 Pseudouridine synthase I, TruA;IPR020094 Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal;IPR020095 Pseudouridine synthase I, TruA, C-terminal;IPR020097 Pseudouridine synthase I, TruA, alpha/beta domain;IPR020103 Pseudouridine synthase, catalytic domain superfamily
XANPARI20_005622-T1	scaffold_5	1991931	1992557	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	32677	IPR005574 RNA polymerase subunit Rpb4/RPC9;IPR010997 HRDC-like superfamily;IPR038324 Rpb4/RPC9 superfamily;IPR038846 DNA-directed RNA polymerase III subunit RPC9
XANPARI20_005623-T1	scaffold_5	1992910	1995295	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	31698	IPR002687 Nop domain;IPR012976 NOSIC;IPR036070 Nop domain superfamily;IPR042239 Nop, C-terminal domain;IPR045056 Nucleolar protein Nop56/Nop58
XANPARI20_005624-T1	scaffold_5	1995583	1996836	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	29025	IPR002843 ATPase, V0 complex, c/d subunit;IPR016727 ATPase, V0 complex, subunit d;IPR035067 V-type ATPase subunit C/d;IPR036079 V-type ATP synthase subunit c/d subunit superfamily;IPR044911 V-type ATP synthase c/d subunit, domain 3 superfamily
XANPARI20_005625-T1	scaffold_5	1997622	1998842	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	26986	IPR008183 Aldose 1-/Glucose-6-phosphate 1-epimerase;IPR011013 Galactose mutarotase-like domain superfamily;IPR014718 Glycoside hydrolase-type carbohydrate-binding
XANPARI20_005626-T1	scaffold_5	1999196	2000806	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	25412	IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_005627-T1	scaffold_5	2002249	2004505	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	22359	IPR002293 Amino acid/polyamine transporter I
XANPARI20_005628-T1	scaffold_5	2006133	2006589	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	18475	
XANPARI20_005629-T1	scaffold_5	2006994	2007555	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	17614	
XANPARI20_005631-T1	scaffold_5	2020611	2021187	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	3997	IPR040976 Fungal-type protein kinase
XANPARI20_005632-T1	scaffold_5	2021614	2022227	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	2994	
XANPARI20_005633-T1	scaffold_5	2024445	2027212	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	0	IPR021842 Protein of unknown function DUF3435
XANPARI20_005603-T1	scaffold_5	1948794	1952036	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	75176	IPR007111 NACHT nucleoside triphosphatase;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_005618-T1	scaffold_5	1981957	1987294	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	39918	IPR001680 WD40 repeat;IPR007111 NACHT nucleoside triphosphatase;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029058 Alpha/Beta hydrolase fold;IPR036322 WD40-repeat-containing domain superfamily
XANPARI20_005630-T1	scaffold_5	2014633	2017543	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	9669	IPR002151 Kinesin light chain;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR019734 Tetratricopeptide repeat
XANPARI20_005609-T1	scaffold_5	1965512	1967165	XANPARI20_005633-T1	navis0001	phoenixFam	2024608	2027212	59096	IPR004000 Actin family;IPR027127 None;IPR043129 ATPase, nucleotide binding domain
XANPARI20_007333-T1	scaffold_8	1402584	1404789	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	100594	IPR000172 Glucose-methanol-choline oxidoreductase, N-terminal;IPR007867 Glucose-methanol-choline oxidoreductase, C-terminal;IPR012132 Glucose-methanol-choline oxidoreductase;IPR036188 FAD/NAD(P)-binding domain superfamily
XANPARI20_007335-T1	scaffold_8	1413594	1414846	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	89584	IPR001077 O-methyltransferase domain;IPR016461 O-methyltransferase COMT-type;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily
XANPARI20_007336-T1	scaffold_8	1417375	1418947	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	85803	IPR013700 Aflatoxin regulatory protein
XANPARI20_007338-T1	scaffold_8	1426082	1429226	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	76512	IPR000172 Glucose-methanol-choline oxidoreductase, N-terminal;IPR002328 Alcohol dehydrogenase, zinc-type, conserved site;IPR007867 Glucose-methanol-choline oxidoreductase, C-terminal;IPR011032 GroES-like superfamily;IPR012132 Glucose-methanol-choline oxidoreductase;IPR013149 Alcohol dehydrogenase-like, C-terminal;IPR013154 Alcohol dehydrogenase-like, N-terminal;IPR020843 Polyketide synthase, enoylreductase domain;IPR036188 FAD/NAD(P)-binding domain superfamily;IPR036291 NAD(P)-binding domain superfamily
XANPARI20_007339-T1	scaffold_8	1429574	1431362	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	73604	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
XANPARI20_007340-T1	scaffold_8	1432346	1434722	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	70832	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily
XANPARI20_007341-T1	scaffold_8	1436037	1437340	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	67141	
XANPARI20_007342-T1	scaffold_8	1438048	1438644	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	65130	IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
XANPARI20_007343-T1	scaffold_8	1439278	1440561	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	63900	IPR001384 Peptidase M35, deuterolysin;IPR024079 Metallopeptidase, catalytic domain superfamily;IPR029463 Lysine-specific metallo-endopeptidase
XANPARI20_007344-T1	scaffold_8	1450868	1451258	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	52310	
XANPARI20_007345-T1	scaffold_8	1451295	1453187	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	51883	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR045153 Est1/Ebs1-like
XANPARI20_007346-T1	scaffold_8	1454431	1454895	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	48747	
XANPARI20_007347-T1	scaffold_8	1456467	1457247	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	46711	
XANPARI20_007348-T1	scaffold_8	1460383	1463191	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	42547	IPR002151 Kinesin light chain;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_007349-T1	scaffold_8	1463447	1464332	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	39731	IPR031348 Fungal N-terminal domain of STAND protein
XANPARI20_007350-T1	scaffold_8	1469712	1470394	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	33466	
XANPARI20_007351-T1	scaffold_8	1471396	1472698	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	31782	
XANPARI20_007352-T1	scaffold_8	1474869	1475559	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	28309	
XANPARI20_007353-T1	scaffold_8	1475694	1476304	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	27484	IPR011009 Protein kinase-like domain superfamily
XANPARI20_007354-T1	scaffold_8	1480531	1481692	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	22647	
XANPARI20_007355-T1	scaffold_8	1482031	1484060	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	21147	IPR000253 Forkhead-associated (FHA) domain;IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR008984 SMAD/FHA domain superfamily;IPR011009 Protein kinase-like domain superfamily
XANPARI20_007356-T1	scaffold_8	1485566	1487656	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	17612	IPR002641 Patatin-like phospholipase domain;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase
XANPARI20_007357-T1	scaffold_8	1487932	1490493	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	15245	IPR022198 Protein of unknown function DUF3723
XANPARI20_007359-T1	scaffold_8	1492710	1493344	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	10468	
XANPARI20_007360-T1	scaffold_8	1494788	1495598	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	8390	
XANPARI20_007361-T1	scaffold_8	1495919	1498639	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	7099	
XANPARI20_007362-T1	scaffold_8	1502466	1505738	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	0	IPR021842 Protein of unknown function DUF3435
XANPARI20_007334-T1	scaffold_8	1405290	1412374	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	93364	IPR001227 Acyl transferase domain superfamily;IPR006162 Phosphopantetheine attachment site;IPR009081 Phosphopantetheine binding ACP domain;IPR013120 Fatty acyl-coenzyme A reductase, NAD-binding domain;IPR014030 Beta-ketoacyl synthase, N-terminal;IPR014031 Beta-ketoacyl synthase, C-terminal;IPR014043 Acyl transferase;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase;IPR016036 Malonyl-CoA ACP transacylase, ACP-binding;IPR016039 Thiolase-like;IPR018201 Beta-ketoacyl synthase, active site;IPR020806 Polyketide synthase, phosphopantetheine-binding domain;IPR020807 Polyketide synthase, dehydratase domain;IPR020841 Polyketide synthase, beta-ketoacyl synthase domain;IPR030918 Polyketide product template domain;IPR032088 Starter unit:ACP transacylase;IPR036291 NAD(P)-binding domain superfamily;IPR036736 ACP-like superfamily;IPR042104 Polyketide synthase, dehydratase domain superfamily
XANPARI20_007337-T1	scaffold_8	1425251	1425572	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	77927	
XANPARI20_007358-T1	scaffold_8	1490540	1491283	XANPARI20_007362-T1	navis0003	galacticaFam	1503178	1505738	12638	
XANPARI20_008741-T1	scaffold_12	649346	651839	XANPARI20_008752-T1	navis0002	clade1	744949	746139	94300	
XANPARI20_008743-T1	scaffold_12	657752	658955	XANPARI20_008752-T1	navis0002	clade1	744949	746139	87184	IPR001130 3'-5' ssDNA/RNA exonuclease TatD-like;IPR032466 Metal-dependent hydrolase
XANPARI20_008744-T1	scaffold_12	659276	662241	XANPARI20_008752-T1	navis0002	clade1	744949	746139	83898	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPARI20_008745-T1	scaffold_12	678923	680403	XANPARI20_008752-T1	navis0002	clade1	744949	746139	65736	IPR002110 Ankyrin repeat;IPR036770 Ankyrin repeat-containing domain superfamily
XANPARI20_008747-T1	scaffold_12	693127	693932	XANPARI20_008752-T1	navis0002	clade1	744949	746139	51822	IPR013216 Methyltransferase type 11;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
XANPARI20_008748-T1	scaffold_12	697445	699579	XANPARI20_008752-T1	navis0002	clade1	744949	746139	46560	IPR002641 Patatin-like phospholipase domain;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase
XANPARI20_008749-T1	scaffold_12	701094	702351	XANPARI20_008752-T1	navis0002	clade1	744949	746139	43788	IPR022198 Protein of unknown function DUF3723
XANPARI20_008750-T1	scaffold_12	702430	703970	XANPARI20_008752-T1	navis0002	clade1	744949	746139	42169	
XANPARI20_008752-T1	scaffold_12	744945	745726	XANPARI20_008752-T1	navis0002	clade1	744949	746139	4	IPR002104 Integrase, catalytic domain;IPR011010 DNA breaking-rejoining enzyme, catalytic core;IPR013762 Integrase-like, catalytic domain superfamily;IPR021842 Protein of unknown function DUF3435
XANPARI20_008746-T1	scaffold_12	686545	692778	XANPARI20_008752-T1	navis0002	clade1	744949	746139	53361	IPR002110 Ankyrin repeat;IPR007111 NACHT nucleoside triphosphatase;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036770 Ankyrin repeat-containing domain superfamily
XANPARI20_008751-T1	scaffold_12	704328	704922	XANPARI20_008752-T1	navis0002	clade1	744949	746139	40621	
XANPARI20_008742-T1	scaffold_12	654139	655811	XANPARI20_008752-T1	navis0002	clade1	744949	746139	90328	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold
XANCAGTX0491_002173-T1	XcGTX0491_2	2634211	2636209	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	765	IPR013087 Zinc finger C2H2-type
XANCAGTX0491_002174-T1	XcGTX0491_2	2636293	2636918	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	2847	
XANCAGTX0491_002175-T1	XcGTX0491_2	2637860	2638949	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	4414	IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANCAGTX0491_002176-T1	XcGTX0491_2	2675406	2677137	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	41960	IPR003137 PA domain;IPR007484 Peptidase M28;IPR041756 Peptidase M28, SGAP-like
XANCAGTX0491_002177-T1	XcGTX0491_2	2678075	2679240	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	44629	IPR001509 NAD-dependent epimerase/dehydratase;IPR036291 NAD(P)-binding domain superfamily
XANCAGTX0491_002178-T1	XcGTX0491_2	2679426	2680486	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	45980	IPR018959 Domain of unknown function DUF1989;IPR028896 Aminomethyltransferase-like
XANCAGTX0491_002179-T1	XcGTX0491_2	2681006	2683230	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	47560	IPR002293 Amino acid/polyamine transporter I;IPR004840 Amino acid permease, conserved site;IPR004841 Amino acid permease/ SLC12A domain
XANCAGTX0491_002181-T1	XcGTX0491_2	2691619	2692682	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	58173	IPR029208 Cytochrome c oxidase assembly protein COX14
XANCAGTX0491_002182-T1	XcGTX0491_2	2696504	2697777	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	63058	
XANCAGTX0491_002183-T1	XcGTX0491_2	2699927	2700785	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	66481	IPR018858 Protein of unknown function DUF2458
XANCAGTX0491_002184-T1	XcGTX0491_2	2701468	2703159	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	68022	
XANCAGTX0491_002185-T1	XcGTX0491_2	2704381	2707759	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	70935	IPR002110 Ankyrin repeat;IPR007111 NACHT nucleoside triphosphatase;IPR020683 Domain of unknown function DUF3447;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036770 Ankyrin repeat-containing domain superfamily
XANCAGTX0491_002186-T1	XcGTX0491_2	2709312	2710038	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	75866	
XANCAGTX0491_002187-T1	XcGTX0491_2	2713694	2714294	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	80248	
XANCAGTX0491_002188-T1	XcGTX0491_2	2715525	2716113	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	82079	
XANCAGTX0491_002189-T1	XcGTX0491_2	2717920	2718877	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	84474	
XANCAGTX0491_002190-T1	XcGTX0491_2	2721584	2722412	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	88138	IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone
XANCAGTX0491_002191-T1	XcGTX0491_2	2723513	2724800	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	90067	IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
XANCAGTX0491_002192-T1	XcGTX0491_2	2725522	2727285	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	92076	
XANCAGTX0491_002193-T1	XcGTX0491_2	2727497	2729798	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	94051	IPR001958 Tetracycline resistance protein TetA/multidrug resistance protein MdtG;IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
XANCAGTX0491_002180-T1	XcGTX0491_2	2683706	2691183	XANCAGTX0491_002172-T1	navis0010	clade3	2632559	2633446	50260	IPR000403 Phosphatidylinositol 3-/4-kinase, catalytic domain;IPR003151 PIK-related kinase, FAT;IPR003152 FATC domain;IPR009076 FKBP12-rapamycin binding domain;IPR011009 Protein kinase-like domain superfamily;IPR011989 Armadillo-like helical;IPR014009 PIK-related kinase;IPR016024 Armadillo-type fold;IPR018936 Phosphatidylinositol 3/4-kinase, conserved site;IPR024585 Domain of unknown function DUF3385, target of rapamycin protein;IPR036738 FKBP12-rapamycin binding domain superfamily;IPR036940 Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
XANCAGTX0491_008385-T1	XcGTX0491_12	29228	30964	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	5444	
XANCAGTX0491_008386-T1	XcGTX0491_12	57736	58414	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	33952	
XANCAGTX0491_008387-T1	XcGTX0491_12	62042	63881	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	38258	
XANCAGTX0491_008388-T1	XcGTX0491_12	68965	72488	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	45181	
XANCAGTX0491_008389-T1	XcGTX0491_12	73408	74517	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	49624	
XANCAGTX0491_008390-T1	XcGTX0491_12	75664	76267	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	51880	IPR001765 Carbonic anhydrase;IPR036874 Carbonic anhydrase superfamily
XANCAGTX0491_008391-T1	XcGTX0491_12	79191	80156	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	55407	IPR007568 RTA-like protein
XANCAGTX0491_008392-T1	XcGTX0491_12	88559	90089	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	64775	
XANCAGTX0491_008393-T1	XcGTX0491_12	97650	97791	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	73866	
XANCAGTX0491_008394-T1	XcGTX0491_12	99829	100059	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	76045	
XANCAGTX0491_008395-T1	XcGTX0491_12	101200	102511	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	77416	IPR001128 Cytochrome P450;IPR036396 Cytochrome P450 superfamily
XANCAGTX0491_008396-T1	XcGTX0491_12	105155	105950	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	81371	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR036291 NAD(P)-binding domain superfamily
XANCAGTX0491_008397-T1	XcGTX0491_12	106510	107332	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	82726	IPR036396 Cytochrome P450 superfamily
XANCAGTX0491_008398-T1	XcGTX0491_12	107433	108033	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	83649	IPR001128 Cytochrome P450;IPR002403 Cytochrome P450, E-class, group IV;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily
XANCAGTX0491_008399-T1	XcGTX0491_12	108760	110219	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	84976	IPR001958 Tetracycline resistance protein TetA/multidrug resistance protein MdtG;IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
XANCAGTX0491_008400-T1	XcGTX0491_12	111065	113255	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	87281	IPR001138 Zn(2)Cys(6) fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily
XANCAGTX0491_008401-T1	XcGTX0491_12	113677	114338	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	89893	
XANCAGTX0491_008402-T1	XcGTX0491_12	118034	118751	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	94250	
XANCAGTX0491_008403-T1	XcGTX0491_12	119679	121061	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	95895	IPR014030 Beta-ketoacyl synthase, N-terminal;IPR014031 Beta-ketoacyl synthase, C-terminal;IPR016039 Thiolase-like;IPR018201 Beta-ketoacyl synthase, active site;IPR020841 Polyketide synthase, beta-ketoacyl synthase domain
