Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000070	N2	n3	0.5	Non-Terminal	XANCAGTX0491_005039-T3, XANPAGTX0501_004267-T4, XANPAGTX0501_004267-T3, XANCAGTX0491_005039-T1	XANCAGTX0491_005039-T2
OG0000070	N2	n4	1.0	Non-Terminal: STRIDE	XANCAGTX0491_005039-T3, XANPAGTX0501_004267-T4	XANPAGTX0501_004267-T3, XANCAGTX0491_005039-T1
OG0000070	Xanthoria_parietina_GTX0501	n7	1.0	Terminal	XANPAGTX0501_004267-T2	XANPAGTX0501_004267-T1
OG0000071	N0	n0	0.75	Non-Terminal	XANPAOZ2100_002072-T1, XANPAGTX0501_009897-T1, XANPARI20_006759-T1	XANPARI20_006779-T1, XANPAOZ2100_006151-T1, XANPAGTX0501_003899-T1, XANCAGTX0491_005394-T1, XANPAGTX0501_008580-T1, XANCAGTX0491_005446-T1
OG0000071	N0	n4	0.5	Non-Terminal	XANPAOZ2100_006151-T1, XANPAGTX0501_003899-T1, XANCAGTX0491_005394-T1	XANPAGTX0501_008580-T1, XANCAGTX0491_005446-T1
OG0000072	N0	n1	0.5	Non-Terminal	XANPAOZ2100_005227-T1, XANPAGTX0501_005397-T1	XANCAGTX0491_005751-T1, XANPAGTX0501_005395-T1, XANPAOZ2100_005229-T1, XANPAOZ2100_004963-T1, XANPAOZ2100_005228-T1, XANPAGTX0501_005396-T1
OG0000072	N0	n3	0.5	Non-Terminal	XANCAGTX0491_005751-T1, XANPAGTX0501_005395-T1, XANPAOZ2100_005229-T1	XANPAOZ2100_004963-T1, XANPAOZ2100_005228-T1, XANPAGTX0501_005396-T1
OG0000072	N0	n6	0.25	Non-Terminal	XANPAOZ2100_004963-T1	XANPAOZ2100_005228-T1, XANPAGTX0501_005396-T1
OG0000073	N0	n0	1.0	Non-Terminal	XANPAOZ2100_006392-T1, XANPARI20_004830-T1, XANPAGTX0501_006513-T1, XANCAGTX0491_007137-T1	XANPAOZ2100_005387-T1, XANPAGTX0501_009483-T1, XANPARI20_004337-T1, XANPAOZ2100_005386-T1, XANCAGTX0491_008574-T1
OG0000073	N0	n4	0.25	Non-Terminal	XANPAOZ2100_005387-T1	XANPAGTX0501_009483-T1, XANPARI20_004337-T1, XANPAOZ2100_005386-T1, XANCAGTX0491_008574-T1
OG0000074	N0	n0	1.0	Non-Terminal	XANPAGTX0501_006365-T1, XANPAOZ2100_006268-T1, XANPARI20_004961-T1, XANCAGTX0491_007276-T1	XANPAGTX0501_008627-T1, XANPARI20_003746-T1, XANPAOZ2100_007972-T1, XANPAOZ2100_004016-T1, XANCAGTX0491_008928-T1
OG0000074	Xanthoria_parietina_SAMEA111342678	n7	1.0	Terminal	XANPAOZ2100_007972-T1	XANPAOZ2100_004016-T1
OG0000075	N0	n0	0.75	Non-Terminal	XANCAGTX0491_007994-T1, XANPAGTX0501_006125-T1, XANPAOZ2100_007507-T1, XANPARI20_003514-T1, XANPARI20_007366-T1	XANPARI20_000275-T1, XANPAGTX0501_009719-T1, XANCAGTX0491_007325-T1, XANCAGTX0491_009312-T1
OG0000075	Xanthoria_parietina_SAMEA115359166	n4	1.0	Terminal	XANPARI20_003514-T1	XANPARI20_007366-T1
OG0000075	Xanthoria_calcicola_GTX0491	n7	1.0	Terminal	XANCAGTX0491_007325-T1	XANCAGTX0491_009312-T1
OG0000076	N0	n0	1.0	Non-Terminal	XANCAGTX0491_000151-T1, XANPAOZ2100_001112-T1, XANPAGTX0501_002603-T1, XANPARI20_001775-T1	XANPAOZ2100_008732-T1, XANPAGTX0501_009712-T1, XANPARI20_000281-T1, XANCAGTX0491_009306-T1
OG0000077	N0	n0	1.0	Non-Terminal	XANPAOZ2100_001111-T1, XANPAGTX0501_002604-T1, XANPARI20_001774-T1, XANCAGTX0491_000152-T1	XANPAOZ2100_008730-T1, XANCAGTX0491_009308-T1, XANPAGTX0501_009714-T1, XANPARI20_000279-T1
OG0000078	N0	n0	1.0	Non-Terminal	XANPAOZ2100_001083-T1, XANPAGTX0501_002635-T1, XANPARI20_001745-T1, XANCAGTX0491_000181-T1	XANPARI20_008054-T1, XANPAOZ2100_001522-T1, XANPAGTX0501_000608-T1, XANCAGTX0491_002780-T1
OG0000079	N0	n0	0.75	Non-Terminal	XANCAGTX0491_000196-T1, XANCAGTX0491_002933-T2, XANPARI20_008196-T1, XANPAOZ2100_001662-T1, XANPAGTX0501_000443-T2	XANPAGTX0501_000443-T1, XANPARI20_006321-T1, XANCAGTX0491_002933-T1
OG0000079	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000196-T1	XANCAGTX0491_002933-T2
OG0000080	N0	n0	1.0	Non-Terminal	XANCAGTX0491_000199-T1, XANPAGTX0501_002649-T1, XANPAOZ2100_001071-T1, XANPARI20_001734-T1	XANCAGTX0491_004183-T1, XANPAOZ2100_003957-T1, XANPARI20_005619-T1, XANPAGTX0501_007321-T1
OG0000081	N0	n0	0.75	Non-Terminal	XANPAOZ2100_001034-T1, XANPARI20_001698-T1, XANPAGTX0501_002693-T1, XANCAGTX0491_000239-T1	XANPAGTX0501_004505-T1, XANPAOZ2100_001351-T1, XANPAGTX0501_000804-T1, XANPARI20_007887-T1
OG0000081	N0	n4	0.25	Non-Terminal	XANPAGTX0501_004505-T1	XANPAOZ2100_001351-T1, XANPAGTX0501_000804-T1, XANPARI20_007887-T1
OG0000082	N0	n0	1.0	Non-Terminal	XANCAGTX0491_006651-T1, XANPARI20_001986-T1, XANPAOZ2100_002870-T1, XANPAGTX0501_003310-T1	XANCAGTX0491_000245-T1, XANPAOZ2100_001029-T1, XANPARI20_001693-T1, XANPAGTX0501_002699-T1
OG0000083	N2	n2	0.5	Non-Terminal	XANPAGTX0501_002817-T2	XANPAGTX0501_002817-T3, XANCAGTX0491_000349-T3, XANCAGTX0491_000349-T2, XANPAGTX0501_002817-T1, XANCAGTX0491_000349-T1
OG0000083	N2	n3	0.5	Non-Terminal	XANPAGTX0501_002817-T3, XANCAGTX0491_000349-T3, XANCAGTX0491_000349-T2, XANPAGTX0501_002817-T1	XANCAGTX0491_000349-T1
OG0000083	N2	n4	1.0	Non-Terminal: STRIDE	XANPAGTX0501_002817-T3, XANCAGTX0491_000349-T3	XANCAGTX0491_000349-T2, XANPAGTX0501_002817-T1
OG0000084	N0	n0	1.0	Non-Terminal	XANPARI20_003282-T1, XANPAOZ2100_007284-T1, XANPAGTX0501_005851-T1, XANCAGTX0491_008255-T1	XANCAGTX0491_000374-T1, XANPAOZ2100_000914-T1, XANPAGTX0501_002846-T1, XANPARI20_001572-T1
OG0000085	N0	n0	0.5	Non-Terminal	XANPAGTX0501_002999-T2, XANPARI20_001440-T1, XANCAGTX0491_000531-T3	XANPAGTX0501_002999-T3, XANPAOZ2100_000779-T1, XANCAGTX0491_000531-T1, XANPAGTX0501_002999-T1, XANCAGTX0491_000531-T2
OG0000085	N0	n3	0.5	Non-Terminal	XANPAGTX0501_002999-T3, XANPAOZ2100_000779-T1, XANCAGTX0491_000531-T1	XANPAGTX0501_002999-T1, XANCAGTX0491_000531-T2
OG0000086	N0	n0	1.0	Non-Terminal	XANPARI20_001381-T1, XANPAOZ2100_000717-T1, XANPAGTX0501_003062-T1, XANCAGTX0491_000592-T1	XANCAGTX0491_001524-T1, XANPAGTX0501_001584-T1, XANPARI20_002699-T1, XANPAOZ2100_004522-T1
OG0000087	N0	n0	1.0	Non-Terminal	XANPARI20_001336-T1, XANPAOZ2100_000675-T1, XANPAGTX0501_003112-T1, XANCAGTX0491_000640-T1	XANPAGTX0501_004685-T1, XANCAGTX0491_001000-T1, XANPARI20_000997-T1, XANPAOZ2100_000350-T1
OG0000088	N0	n0	1.0	Non-Terminal	XANPAGTX0501_009295-T1, XANPARI20_001228-T1, XANPAOZ2100_000573-T1, XANCAGTX0491_000750-T1	XANPAGTX0501_008148-T1, XANPARI20_005190-T1, XANPAOZ2100_003537-T1, XANCAGTX0491_004635-T1
OG0000089	N0	n0	1.0	Non-Terminal	XANCAGTX0491_000751-T1, XANPAOZ2100_000572-T1, XANPARI20_001227-T1, XANPAGTX0501_009296-T1	XANPAOZ2100_000012-T1, XANPARI20_000738-T1, XANPAGTX0501_005079-T1, XANCAGTX0491_001371-T1
OG0000090	N0	n0	1.0	Non-Terminal	XANPAOZ2100_000399-T1, XANPARI20_001048-T1, XANCAGTX0491_000944-T1, XANPAGTX0501_004628-T1	XANCAGTX0491_000772-T1, XANPAOZ2100_000556-T1, XANPAGTX0501_009319-T1, XANPARI20_001210-T1
OG0000091	N0	n0	0.75	Non-Terminal	XANPARI20_001180-T1, XANPAGTX0501_009351-T1, XANPAOZ2100_000529-T1, XANCAGTX0491_000801-T1	XANCAGTX0491_005933-T1, XANCAGTX0491_005933-T2, XANPARI20_006145-T1, XANPAGTX0501_005193-T1
OG0000091	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_005933-T1	XANCAGTX0491_005933-T2
OG0000092	N0	n0	1.0	Non-Terminal	XANCAGTX0491_008449-T1, XANPARI20_004441-T1, XANPAOZ2100_005278-T1, XANPAGTX0501_009001-T1	XANCAGTX0491_001035-T1, XANPAGTX0501_004726-T1, XANPAOZ2100_000319-T1, XANPARI20_000963-T1
OG0000093	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001922-T2	XANCAGTX0491_001922-T1, XANCAGTX0491_005455-T1, XANCAGTX0491_001165-T1, XANCAGTX0491_005454-T1
OG0000093	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_001922-T1	XANCAGTX0491_005455-T1, XANCAGTX0491_001165-T1, XANCAGTX0491_005454-T1
OG0000093	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_005455-T1, XANCAGTX0491_001165-T1	XANCAGTX0491_005454-T1
OG0000093	Xanthoria_calcicola_GTX0491	n6	1.0	Terminal	XANCAGTX0491_005455-T1	XANCAGTX0491_001165-T1
OG0000094	N0	n0	1.0	Non-Terminal	XANPARI20_002420-T1, XANPAOZ2100_003298-T1, XANPAGTX0501_003805-T1, XANCAGTX0491_006178-T1	XANPARI20_000776-T1, XANCAGTX0491_001239-T1, XANPAGTX0501_004932-T1, XANPAOZ2100_000133-T1
OG0000095	N0	n0	0.75	Non-Terminal	XANPAOZ2100_008208-T1, XANPARI20_007540-T1, XANCAGTX0491_002304-T1	XANPAGTX0501_001615-T1, XANCAGTX0491_008711-T1, XANCAGTX0491_001493-T1, XANPARI20_004211-T1, XANPAOZ2100_005510-T1
OG0000095	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_008711-T1	XANCAGTX0491_001493-T1
OG0000096	N2	n2	0.5	Non-Terminal	XANCAGTX0491_001766-T1	XANPAGTX0501_001329-T1, XANPAGTX0501_001329-T3, XANCAGTX0491_001766-T3, XANPAGTX0501_001329-T2, XANCAGTX0491_001766-T2
OG0000096	N2	n3	0.5	Non-Terminal	XANPAGTX0501_001329-T1	XANPAGTX0501_001329-T3, XANCAGTX0491_001766-T3, XANPAGTX0501_001329-T2, XANCAGTX0491_001766-T2
OG0000096	N2	n4	1.0	Non-Terminal	XANPAGTX0501_001329-T3, XANCAGTX0491_001766-T3	XANPAGTX0501_001329-T2, XANCAGTX0491_001766-T2
OG0000097	N2	n2	0.5	Non-Terminal	XANPAGTX0501_010692-T1, XANCAGTX0491_007283-T1, XANCAGTX0491_007253-T1, XANCAGTX0491_001902-T1, XANCAGTX0491_001903-T1	XANPAGTX0501_006358-T1
OG0000097	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_007283-T1	XANCAGTX0491_007253-T1, XANCAGTX0491_001902-T1, XANCAGTX0491_001903-T1
OG0000097	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_007253-T1	XANCAGTX0491_001902-T1, XANCAGTX0491_001903-T1
OG0000097	Xanthoria_calcicola_GTX0491	n6	1.0	Terminal	XANCAGTX0491_001902-T1	XANCAGTX0491_001903-T1
OG0000098	N0	n0	1.0	Non-Terminal	XANCAGTX0491_007180-T1, XANPAGTX0501_006466-T1, XANPAOZ2100_006352-T1, XANPARI20_004873-T1	XANCAGTX0491_001940-T1, XANPAGTX0501_001147-T1, XANPAOZ2100_004143-T1, XANPARI20_003086-T1
OG0000099	N0	n1	0.5	Non-Terminal	XANCAGTX0491_002129-T1, XANPARI20_007708-T1	XANPARI20_007707-T1, XANPAGTX0501_006909-T1, XANCAGTX0491_005765-T1, XANCAGTX0491_002130-T1, XANCAGTX0491_009991-T1
OG0000099	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_005765-T1, XANCAGTX0491_002130-T1	XANCAGTX0491_009991-T1
OG0000099	Xanthoria_calcicola_GTX0491	n6	1.0	Terminal	XANCAGTX0491_005765-T1	XANCAGTX0491_002130-T1
OG0000100	N0	n0	1.0	Non-Terminal	XANPARI20_007605-T1, XANPAOZ2100_008271-T1, XANPAGTX0501_007030-T1, XANCAGTX0491_002236-T1	XANPAOZ2100_008607-T1, XANPARI20_008952-T1, XANPAGTX0501_008487-T1, XANCAGTX0491_009863-T1
OG0000101	N0	n0	0.5	Non-Terminal	XANPAGTX0501_010181-T1, XANPARI20_007403-T1, XANPAOZ2100_008069-T1	XANPAOZ2100_008070-T1, XANPAGTX0501_010180-T1, XANCAGTX0491_002464-T1, XANCAGTX0491_002466-T1, XANCAGTX0491_002465-T1
OG0000101	Xanthoria_calcicola_GTX0491	n5	1.0	Terminal	XANCAGTX0491_002464-T1	XANCAGTX0491_002466-T1, XANCAGTX0491_002465-T1
OG0000101	Xanthoria_calcicola_GTX0491	n6	1.0	Terminal	XANCAGTX0491_002466-T1	XANCAGTX0491_002465-T1
OG0000102	N0	n0	1.0	Non-Terminal	XANCAGTX0491_002584-T1, XANPARI20_007868-T1, XANPAOZ2100_001333-T1, XANPAGTX0501_000832-T1	XANCAGTX0491_006703-T1, XANPAOZ2100_002831-T1, XANPARI20_001948-T1, XANPAGTX0501_003269-T1
OG0000103	N0	n0	1.0	Non-Terminal	XANPAOZ2100_001438-T1, XANPAGTX0501_000708-T1, XANPARI20_007972-T1, XANCAGTX0491_002698-T1	XANPAGTX0501_008921-T1, XANCAGTX0491_008533-T1, XANPAOZ2100_005349-T1, XANPARI20_004374-T1
OG0000104	N0	n0	0.75	Non-Terminal	XANPARI20_008057-T1, XANCAGTX0491_002786-T1, XANPAOZ2100_001526-T1, XANPAGTX0501_000603-T1	XANCAGTX0491_002785-T1, XANPAGTX0501_009625-T1, XANCAGTX0491_007825-T1, XANPAOZ2100_006709-T1
OG0000104	N0	n4	0.25	Non-Terminal	XANCAGTX0491_002785-T1	XANPAGTX0501_009625-T1, XANCAGTX0491_007825-T1, XANPAOZ2100_006709-T1
OG0000105	N0	n0	1.0	Non-Terminal	XANPAOZ2100_002577-T1, XANCAGTX0491_003594-T1, XANPARI20_000545-T1, XANPAGTX0501_002245-T1	XANPAOZ2100_001540-T1, XANPARI20_008074-T1, XANPAGTX0501_000586-T1, XANCAGTX0491_002805-T1
OG0000106	N2	n2	1.0	Non-Terminal	XANCAGTX0491_002891-T1, XANPAGTX0501_000488-T2, XANPAGTX0501_008369-T1	XANCAGTX0491_002891-T2, XANPAGTX0501_000488-T1, XANPAGTX0501_000488-T3
OG0000106	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_000488-T2	XANPAGTX0501_008369-T1
OG0000106	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_000488-T1	XANPAGTX0501_000488-T3
OG0000107	N0	n1	0.75	Non-Terminal	XANCAGTX0491_002940-T1, XANPAGTX0501_000434-T1, XANPARI20_008201-T1	XANCAGTX0491_002941-T1, XANPAGTX0501_000433-T1, XANPARI20_006328-T1, XANPARI20_008202-T1
OG0000107	Xanthoria_parietina_SAMEA115359166	n6	1.0	Terminal	XANPARI20_006328-T1	XANPARI20_008202-T1
OG0000108	N2	n2	0.5	Non-Terminal	XANCAGTX0491_006616-T1, XANPAGTX0501_008642-T1, XANPAGTX0501_003838-T1, XANPAGTX0501_000143-T2, XANCAGTX0491_003222-T1	XANPAGTX0501_000143-T1
OG0000108	N2	n3	1.0	Non-Terminal	XANCAGTX0491_006616-T1, XANPAGTX0501_008642-T1, XANPAGTX0501_003838-T1	XANPAGTX0501_000143-T2, XANCAGTX0491_003222-T1
OG0000108	Xanthoria_parietina_GTX0501	n5	1.0	Terminal	XANPAGTX0501_008642-T1	XANPAGTX0501_003838-T1
OG0000109	N0	n0	1.0	Non-Terminal	XANPAOZ2100_001997-T1, XANPARI20_006681-T1, XANCAGTX0491_003307-T1, XANPAGTX0501_000047-T1	XANCAGTX0491_004806-T1, XANPAGTX0501_010457-T1, XANPAOZ2100_005643-T1, XANPARI20_007338-T1
OG0000110	N0	n0	0.75	Non-Terminal	XANPAGTX0501_000011-T1, XANPAOZ2100_002025-T1, XANPARI20_006709-T1, XANPARI20_006830-T1, XANCAGTX0491_003332-T1	XANCAGTX0491_003332-T2, XANPAOZ2100_002026-T1, XANPARI20_006829-T1
OG0000110	Xanthoria_parietina_SAMEA115359166	n4	1.0	Terminal	XANPARI20_006709-T1	XANPARI20_006830-T1
OG0000111	N0	n0	1.0	Non-Terminal	XANPARI20_000454-T1, XANPAGTX0501_002138-T1, XANPAOZ2100_002488-T1, XANCAGTX0491_003690-T1	XANPAGTX0501_010339-T1, XANCAGTX0491_008720-T1, XANPARI20_004201-T1, XANPAOZ2100_005520-T1
OG0000112	N0	n1	0.75	Non-Terminal: STRIDE	XANPAOZ2100_002344-T1, XANPARI20_000308-T1, XANPARI20_008559-T1, XANPAGTX0501_001963-T1	XANPARI20_007440-T1, XANPAOZ2100_008107-T1, XANPAGTX0501_001964-T1
OG0000112	Xanthoria_parietina_SAMEA115359166	n4	1.0	Terminal	XANPARI20_000308-T1	XANPARI20_008559-T1
OG0000113	N0	n0	1.0	Non-Terminal	XANPAGTX0501_001825-T1, XANPARI20_008661-T1, XANPAOZ2100_002250-T1, XANCAGTX0491_003955-T1	XANPAGTX0501_007969-T1, XANPAOZ2100_007146-T1, XANCAGTX0491_007365-T1, XANPARI20_005757-T1
OG0000114	N2	n2	0.5	Non-Terminal	XANCAGTX0491_004085-T1, XANPAGTX0501_010519-T1, XANPAGTX0501_010279-T1, XANPAGTX0501_010518-T1	XANPAGTX0501_010278-T1, XANPAGTX0501_010521-T1
OG0000114	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_010519-T1	XANPAGTX0501_010279-T1, XANPAGTX0501_010518-T1
OG0000114	Xanthoria_parietina_GTX0501	n5	1.0	Terminal	XANPAGTX0501_010279-T1	XANPAGTX0501_010518-T1
OG0000114	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_010278-T1	XANPAGTX0501_010521-T1
OG0000115	N0	n0	0.75	Non-Terminal	XANPAOZ2100_003375-T1, XANPARI20_002505-T1, XANPARI20_002552-T1, XANCAGTX0491_006082-T1	XANPAOZ2100_005237-T1, XANCAGTX0491_004125-T1, XANPAOZ2100_002832-T1, XANPARI20_001949-T1
OG0000115	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002505-T1	XANPARI20_002552-T1
OG0000115	N0	n4	0.25	Non-Terminal	XANPAOZ2100_005237-T1	XANCAGTX0491_004125-T1, XANPAOZ2100_002832-T1, XANPARI20_001949-T1
OG0000116	N0	n0	1.0	Non-Terminal	XANPARI20_005788-T1, XANPAOZ2100_005134-T1, XANPAGTX0501_005601-T1, XANCAGTX0491_005566-T1	XANPARI20_008831-T1, XANPAOZ2100_002086-T1, XANPAGTX0501_010322-T1, XANCAGTX0491_004127-T1
OG0000117	N0	n0	1.0	Non-Terminal	XANCAGTX0491_006650-T1, XANPARI20_001985-T1, XANPAOZ2100_002869-T1, XANPAGTX0501_003309-T1	XANPAGTX0501_007683-T1, XANPARI20_005304-T1, XANPAOZ2100_003645-T1, XANCAGTX0491_004518-T1
OG0000118	N0	n0	1.0	Non-Terminal	XANPAGTX0501_008255-T1, XANPARI20_005293-T1, XANPAOZ2100_003636-T1, XANCAGTX0491_004532-T1	XANPAOZ2100_009008-T1, XANPARI20_000002-T1, XANPAGTX0501_009847-T1, XANCAGTX0491_009599-T1
OG0000119	N2	n2	0.5	Non-Terminal	XANCAGTX0491_005660-T2	XANPAGTX0501_005494-T1, XANCAGTX0491_004891-T1, XANPAGTX0501_010536-T1, XANCAGTX0491_005660-T1, XANPAGTX0501_005494-T2
OG0000119	N2	n3	0.5	Non-Terminal	XANPAGTX0501_005494-T1	XANCAGTX0491_004891-T1, XANPAGTX0501_010536-T1, XANCAGTX0491_005660-T1, XANPAGTX0501_005494-T2
OG0000119	N2	n4	1.0	Non-Terminal: STRIDE	XANCAGTX0491_004891-T1, XANPAGTX0501_010536-T1	XANCAGTX0491_005660-T1, XANPAGTX0501_005494-T2
OG0000120	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004276-T3	XANPAGTX0501_004276-T5, XANPAGTX0501_004276-T2, XANPAGTX0501_004276-T4, XANPAGTX0501_004276-T1
OG0000120	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_004276-T5, XANPAGTX0501_004276-T2, XANPAGTX0501_004276-T4	XANPAGTX0501_004276-T1
OG0000120	Xanthoria_parietina_GTX0501	n5	1.0	Terminal	XANPAGTX0501_004276-T5	XANPAGTX0501_004276-T2, XANPAGTX0501_004276-T4
OG0000120	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_004276-T2	XANPAGTX0501_004276-T4
OG0000121	N0	n0	0.75	Non-Terminal	XANCAGTX0491_008367-T1, XANPARI20_003172-T1, XANPAOZ2100_007182-T1, XANPAGTX0501_005727-T1	XANPAOZ2100_006183-T1, XANCAGTX0491_005426-T1, XANPAGTX0501_003861-T1, XANPAOZ2100_006182-T1
OG0000121	N0	n4	0.25	Non-Terminal	XANPAOZ2100_006183-T1	XANCAGTX0491_005426-T1, XANPAGTX0501_003861-T1, XANPAOZ2100_006182-T1
OG0000122	N0	n0	0.75	Non-Terminal	XANCAGTX0491_005525-T1, XANPAGTX0501_005638-T1, XANPAOZ2100_005163-T1	XANPARI20_000105-T1, XANPAOZ2100_008903-T1, XANPAGTX0501_009545-T1, XANCAGTX0491_009493-T2, XANCAGTX0491_009493-T1
OG0000122	Xanthoria_calcicola_GTX0491	n6	1.0	Terminal	XANCAGTX0491_009493-T2	XANCAGTX0491_009493-T1
OG0000123	N0	n0	1.0	Non-Terminal	XANPARI20_005840-T1, XANPAOZ2100_005081-T1, XANPAGTX0501_005537-T1, XANCAGTX0491_005627-T1	XANCAGTX0491_009929-T1, XANPARI20_008901-T1, XANPAOZ2100_008656-T1, XANPAGTX0501_009960-T1
OG0000124	N0	n0	0.5	Non-Terminal	XANPARI20_006075-T1, XANPAGTX0501_005246-T2, XANCAGTX0491_005881-T1, XANCAGTX0491_005880-T1	XANPARI20_006097-T1, XANPAOZ2100_004841-T1, XANPAGTX0501_005246-T1, XANPAGTX0501_005246-T3
OG0000124	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005881-T1	XANCAGTX0491_005880-T1
OG0000124	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_005246-T1	XANPAGTX0501_005246-T3
OG0000125	N0	n0	0.75	Non-Terminal	XANPAOZ2100_003363-T1, XANCAGTX0491_006098-T1, XANPARI20_002540-T1, XANPARI20_002493-T1	XANCAGTX0491_009574-T1, XANPARI20_000025-T1, XANPAOZ2100_008983-T1, XANPAGTX0501_009817-T1
OG0000125	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002540-T1	XANPARI20_002493-T1
OG0000126	N0	n0	1.0	Non-Terminal	XANCAGTX0491_007327-T1, XANPARI20_005005-T1, XANPAOZ2100_006225-T1, XANPAGTX0501_006316-T1	XANCAGTX0491_006417-T1, XANPAOZ2100_003079-T1, XANPAGTX0501_003560-T1, XANPARI20_002196-T1
OG0000127	N0	n0	1.0	Non-Terminal	XANCAGTX0491_007333-T1, XANPARI20_005009-T1, XANPAOZ2100_006222-T1, XANPAGTX0501_006312-T1	XANPAOZ2100_002801-T1, XANPAGTX0501_003237-T1, XANPARI20_001920-T1, XANCAGTX0491_006732-T1
OG0000128	N0	n0	1.0	Non-Terminal	XANPARI20_003636-T1, XANPAOZ2100_007634-T1, XANPAGTX0501_006266-T1, XANCAGTX0491_007859-T1	XANCAGTX0491_006837-T1, XANPARI20_004547-T1, XANPAOZ2100_006662-T1, XANPAGTX0501_006829-T1
OG0000129	N0	n0	1.0	Non-Terminal	XANPAOZ2100_006767-T1, XANPARI20_008224-T1, XANCAGTX0491_007763-T1, XANPAGTX0501_008869-T1	XANPAGTX0501_009562-T1, XANCAGTX0491_009507-T1, XANPAOZ2100_008915-T1, XANPARI20_000092-T1
OG0000130	N0	n2	0.5	Non-Terminal	XANPAOZ2100_007645-T1, XANPAGTX0501_006283-T1	XANPAOZ2100_005642-T1, XANPAGTX0501_010459-T1, XANPAGTX0501_010460-T1, XANPAGTX0501_010025-T1
OG0000130	Xanthoria_parietina_GTX0501	n5	1.0	Terminal	XANPAGTX0501_010459-T1	XANPAGTX0501_010460-T1, XANPAGTX0501_010025-T1
OG0000130	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_010460-T1	XANPAGTX0501_010025-T1
OG0000131	N0	n0	0.5	Non-Terminal	XANPARI20_000245-T1, XANCAGTX0491_009346-T1, XANCAGTX0491_009346-T2	XANPAOZ2100_008760-T1, XANPARI20_004094-T1, XANPAGTX0501_009753-T1, XANPAGTX0501_010553-T1, XANCAGTX0491_008516-T1
OG0000131	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_009346-T1	XANCAGTX0491_009346-T2
OG0000131	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_009753-T1	XANPAGTX0501_010553-T1
OG0000132	N2	n2	0.5	Non-Terminal	XANCAGTX0491_009274-T1, XANPAGTX0501_010677-T1, XANPAGTX0501_006861-T1, XANPAGTX0501_009199-T1, XANPAGTX0501_005399-T1	XANPAGTX0501_009217-T1
OG0000132	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_010677-T1	XANPAGTX0501_006861-T1, XANPAGTX0501_009199-T1, XANPAGTX0501_005399-T1
OG0000132	Xanthoria_parietina_GTX0501	n5	1.0	Terminal	XANPAGTX0501_006861-T1	XANPAGTX0501_009199-T1, XANPAGTX0501_005399-T1
OG0000132	Xanthoria_parietina_GTX0501	n6	1.0	Terminal	XANPAGTX0501_009199-T1	XANPAGTX0501_005399-T1
OG0000133	N0	n0	0.75	Non-Terminal	XANPAGTX0501_005715-T1, XANPARI20_003164-T1, XANPAOZ2100_007174-T1	XANPAGTX0501_005084-T1, XANPARI20_002559-T1, XANPAOZ2100_003381-T1, XANPARI20_000734-T1, XANPAOZ2100_000009-T1
OG0000133	N1	n4	1.0	Non-Terminal	XANPARI20_002559-T1, XANPAOZ2100_003381-T1	XANPARI20_000734-T1, XANPAOZ2100_000009-T1
OG0000134	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_008383-T1, XANCAGTX0491_004303-T1, XANCAGTX0491_009670-T1	XANCAGTX0491_000140-T1
OG0000134	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_008383-T1, XANCAGTX0491_004303-T1	XANCAGTX0491_009670-T1
