omeID	taxonID	tyrCount	elementCount
cocimm3	Eurotiomycetes	14	1
cocimm4	Eurotiomycetes	16	3
coclun1	Dothideomycetes	1	0
cocmiy1	Dothideomycetes	6	0
cocpos2	Eurotiomycetes	11	0
cocpos3	Eurotiomycetes	13	0
cocpos4	Eurotiomycetes	13	0
cocpos5	Eurotiomycetes	12	2
cocsat1	Dothideomycetes	3	0
cocvic1	Dothideomycetes	6	0
coerev1	Kickxellomycotina	0	0
colaen1	Sordariomycetes	5	3
colasi1	Sordariomycetes	2	1
colcam1	Sordariomycetes	8	0
colchl1	Sordariomycetes	2	0
colcra1	Leotiomycetes	0	0
colcyl1	Leotiomycetes	0	0
colfio1	Sordariomycetes	1	0
colfru1	Sordariomycetes	6	2
colfru2	Sordariomycetes	6	1
colfru3	Sordariomycetes	3	1
colfru4	Sordariomycetes	6	2
colfru5	Sordariomycetes	5	0
colfru6	Sordariomycetes	2	1
colfru7	Sordariomycetes	8	1
colglo1	Sordariomycetes	2	0
colgra1	Sordariomycetes	0	0
colhig1	Sordariomycetes	4	0
colinc1	Sordariomycetes	5	0
colkar1	Sordariomycetes	1	0
colmus1	Sordariomycetes	2	0
colnym1	Sordariomycetes	5	0
colorb1	Sordariomycetes	0	0
colorb2	Sordariomycetes	0	0
colorc1	Sordariomycetes	3	0
colplu1	Sordariomycetes	7	0
colsal1	Sordariomycetes	7	0
colsco1	Sordariomycetes	2	1
colshi1	Sordariomycetes	2	0
colsia1	Sordariomycetes	1	0
colsia2	Sordariomycetes	0	0
colsia3	Sordariomycetes	1	0
colsia4	Sordariomycetes	0	0
colsia5	Sordariomycetes	1	0
colsid1	Sordariomycetes	4	1
colsim1	Sordariomycetes	0	0
colsoj1	Sordariomycetes	3	0
colspi1	Sordariomycetes	3	0
colsub1	Sordariomycetes	5	0
coltan1	Sordariomycetes	1	0
coltof2	Sordariomycetes	16	0
coltri1	Sordariomycetes	8	0
coltro1	Sordariomycetes	0	0
coltru1	Sordariomycetes	2	0
colvin1	Sordariomycetes	1	0
conapo1	Dothideomycetes	0	0
concor1	Entomophthoromycotina	0	0
conlig1	Sordariomycetes	4	0
conoli1	Agaricomycetes	0	0
conpul1	Sordariomycetes	1	0
conput1	Agaricomycetes	0	0
consp.1	Sordariomycetes	22	0
copang1	Agaricomycetes	0	0
copcin1	Agaricomycetes	0	0
copcin2	Agaricomycetes	0	0
copmar1	Agaricomycetes	0	0
copmic1	Agaricomycetes	0	0
copsp.1	Agaricomycetes	0	0
corcas1	Dothideomycetes	6	0
corcas2	Dothideomycetes	6	0
corfum1	Sordariomycetes	10	0
corgla1	Agaricomycetes	0	0
corjav1	Sordariomycetes	4	0
corjav2	Sordariomycetes	4	0
cormil1	Sordariomycetes	0	0
corsp.1	Sordariomycetes	1	0
crafun1	Agaricomycetes	0	0
crevar1	Agaricomycetes	0	0
croque1	Pucciniomycotina	0	0
crulae1	Agaricomycetes	0	0
cryamy1	Tremellomycetes	0	0
cryamy2	Tremellomycetes	0	0
crycf.1	Tremellomycetes	0	0
crycur1	Tremellomycetes	1	0
crydep1	Tremellomycetes	1	0
crydep2	Tremellomycetes	1	0
cryflo1	Tremellomycetes	0	0
crygat10	Tremellomycetes	0	0
crygat11	Tremellomycetes	0	0
crygat12	Tremellomycetes	0	0
crygat13	Tremellomycetes	0	0
crygat14	Tremellomycetes	0	0
crygat15	Tremellomycetes	0	0
crygat16	Tremellomycetes	0	0
crygat17	Tremellomycetes	0	0
crygat2	Tremellomycetes	0	0
crygat3	Tremellomycetes	0	0
crygat4	Tremellomycetes	0	0
crygat5	Tremellomycetes	0	0
crygat6	Tremellomycetes	0	0
crygat7	Tremellomycetes	0	0
crygat8	Tremellomycetes	0	0
crygat9	Tremellomycetes	0	0
crymin1	Dothideomycetes	1	0
cryneo1	Tremellomycetes	0	0
cryneo10	Tremellomycetes	0	0
cryneo11	Tremellomycetes	0	0
cryneo12	Tremellomycetes	0	0
cryneo13	Tremellomycetes	0	0
cryneo14	Tremellomycetes	0	0
cryneo15	Tremellomycetes	0	0
cryneo16	Tremellomycetes	0	0
cryneo17	Tremellomycetes	0	0
cryneo18	Tremellomycetes	0	0
cryneo19	Tremellomycetes	0	0
cryneo2	Tremellomycetes	0	0
cryneo20	Tremellomycetes	0	0
cryneo21	Tremellomycetes	0	0
cryneo22	Tremellomycetes	0	0
cryneo23	Tremellomycetes	0	0
cryneo24	Tremellomycetes	0	0
cryneo25	Tremellomycetes	0	0
cryneo26	Tremellomycetes	0	0
cryneo27	Tremellomycetes	0	0
cryneo28	Tremellomycetes	0	0
cryneo29	Tremellomycetes	0	0
cryneo3	Tremellomycetes	0	0
cryneo30	Tremellomycetes	0	0
cryneo31	Tremellomycetes	0	0
cryneo32	Tremellomycetes	0	0
cryneo33	Tremellomycetes	0	0
cryneo34	Tremellomycetes	0	0
cryneo35	Tremellomycetes	0	0
cryneo36	Tremellomycetes	0	0
cryneo37	Tremellomycetes	0	0
cryneo38	Tremellomycetes	0	0
cryneo39	Tremellomycetes	0	0
cryneo4	Tremellomycetes	0	0
cryneo40	Tremellomycetes	0	0
cryneo41	Tremellomycetes	0	0
cryneo42	Tremellomycetes	0	0
cryneo5	Tremellomycetes	0	0
cryneo6	Tremellomycetes	0	0
cryneo7	Tremellomycetes	0	0
cryneo8	Tremellomycetes	0	0
cryneo9	Tremellomycetes	0	0
crypar1	Sordariomycetes	13	0
cryter1	Tremellomycetes	1	0
crywin1	Tremellomycetes	0	0
cucber1	Dothideomycetes	1	0
cucdik1	Microsporidia	0	0
cudaci1	Leotiomycetes	13	0
curkus1	Dothideomycetes	2	0
cutole1	Tremellomycetes	1	0
cutole2	Tremellomycetes	1	0
cyastr1	Agaricomycetes	0	0
cybfab1	Saccharomycotina	0	0
cybjad1	Saccharomycotina	0	0
cylhub1	Sordariomycetes	0	0
cyloli1	Sordariomycetes	15	0
cyltor1	Agaricomycetes	0	0
cyltor2	Agaricomycetes	0	0
cypeur1	Eurotiomycetes	7	0
cysmin1	Pucciniomycotina	0	0
cytleu1	Sordariomycetes	2	0
cytmel1	Agaricomycetes	0	0
daccio1	Orbiliomycetes	2	0
daccyl1	Orbiliomycetes	0	0
dacest1	Sordariomycetes	18	0
dachap1	Orbiliomycetes	0	0
dacmac1	Sordariomycetes	13	0
dacpri1	Dacrymycetes	0	0
daeque1	Agaricomycetes	0	0
dalbam1	Sordariomycetes	0	0
dalcal1	Sordariomycetes	0	0
dalchi1	Sordariomycetes	0	0
daldec1	Sordariomycetes	1	0
dalesc1	Sordariomycetes	0	0
dalesc2	Sordariomycetes	0	0
dalgra1	Sordariomycetes	4	0
dalloc2	Sordariomycetes	1	0
dalloc3	Sordariomycetes	1	0
dalsp.1	Sordariomycetes	1	0
dalsp.2	Sordariomycetes	0	0
dalver1	Sordariomycetes	0	0
debfab1	Saccharomycotina	0	0
debhan1	Saccharomycotina	0	0
decgau1	Dothideomycetes	3	0
dekbru1	Saccharomycotina	0	0
delcon1	Dothideomycetes	7	0
delstr1	Dothideomycetes	4	0
denbis1	Agaricomycetes	0	0
denfra1	Agaricomycetes	1	0
dennan1	Dothideomycetes	7	0
densp.1	Agaricomycetes	0	0
diaamp1	Sordariomycetes	9	0
diabat1	Sordariomycetes	4	0
diacit1	Sordariomycetes	11	0
diahel1	Sordariomycetes	1	0
dibbae1	Lecanoromycetes	1	0
dicmue1	Microsporidia	0	0
dicroe1	Microsporidia	0	0
dicsqu1	Agaricomycetes	0	0
dicsqu2	Agaricomycetes	0	0
dicsqu3	Agaricomycetes	0	0
dicsqu4	Agaricomycetes	0	0
didena1	Dothideomycetes	4	0
didexi1	Dothideomycetes	3	0
didhet1	Dothideomycetes	4	0
didker1	Dothideomycetes	2	0
didzea1	Dothideomycetes	4	0
dimcri1	Kickxellomycotina	0	0
dipcor1	Dothideomycetes	0	0
dipros1	Leotiomycetes	0	0
dipser1	Dothideomycetes	0	0
disaci1	Dothideomycetes	4	0
disglo1	Mortierellomycotina	0	0
disglo2	Mortierellomycotina	0	0
diurug1	Saccharomycotina	0	0
divepi1	Glomeromycotina	0	0
dotsep1	Dothideomycetes	1	0
dotsym1	Dothideomycetes	0	0
drebro1	Orbiliomycetes	0	0
drecon1	Sordariomycetes	0	0
dreste1	Orbiliomycetes	0	0
durrog1	Sordariomycetes	2	0
earsca1	Agaricomycetes	0	0
edhaed1	Microsporidia	0	0
elagra1	Eurotiomycetes	54	0
elagra2	Eurotiomycetes	54	0
elsamp1	Dothideomycetes	2	0
elsaus1	Dothideomycetes	1	0
elsaus2	Dothideomycetes	1	0
elsbat1	Dothideomycetes	3	0
elsfaw1	Dothideomycetes	5	0
emeafr1	Eurotiomycetes	6	0
emepas1	Eurotiomycetes	25	0
emepas2	Eurotiomycetes	25	0
emesp.1	Sordariomycetes	1	0
emmcre1	Eurotiomycetes	4	0
emmcre2	Eurotiomycetes	16	0
emmpar1	Eurotiomycetes	3	0
enccun1	Microsporidia	0	0
enccun2	Microsporidia	0	0
enchel1	Microsporidia	0	0
encint1	Microsporidia	0	0
encrom1	Microsporidia	0	0
endpal1	Eurotiomycetes	6	0
endpus1	Eurotiomycetes	7	1
endsp.1	Mucoromycotina	0	0
endsp.2	Mucoromycotina	0	0
entbel1	Mortierellomycotina	0	0
entbie1	Microsporidia	0	0
entcan1	Microsporidia	0	0
entchl1	Mortierellomycotina	0	0
entchl2	Mortierellomycotina	0	0
enthep1	Microsporidia	0	0
entlig1	Mortierellomycotina	0	0
entmus1	Entomophthoromycotina	0	0
epifes1	Sordariomycetes	2	0
epityp1	Agaricomycetes	0	0
erebil1	Dothideomycetes	15	0
erecym1	Saccharomycotina	0	0
eregos1	Saccharomycotina	0	0
eregos2	Saccharomycotina	0	0
eresin1	Saccharomycotina	0	0
erynec1	Leotiomycetes	0	0
erypul1	Leotiomycetes	1	0
escweb1	Sordariomycetes	1	0
eurrub1	Eurotiomycetes	13	0
eutlat1	Sordariomycetes	0	0
exigla1	Agaricomycetes	0	0
exoaqu1	Eurotiomycetes	0	0
exoder1	Eurotiomycetes	1	0
exoder2	Eurotiomycetes	1	0
exomes1	Eurotiomycetes	3	0
exooli1	Eurotiomycetes	24	0
exosid1	Eurotiomycetes	2	0
exospi1	Eurotiomycetes	6	0
exoxen1	Eurotiomycetes	3	0
exstur1	Dothideomycetes	3	0
fibpsy1	Agaricomycetes	2	0
fibrad1	Agaricomycetes	0	0
fibsp.1	Agaricomycetes	2	0
filflo1	Tremellomycetes	0	0
fishep1	Agaricomycetes	0	0
flaaln1	Agaricomycetes	0	0
fombet1	Agaricomycetes	0	0
fomfom1	Agaricomycetes	0	0
fommed1	Agaricomycetes	0	0
fompin1	Agaricomycetes	0	0
fonere1	Eurotiomycetes	3	0
fonmon1	Eurotiomycetes	1	1
fonmul1	Eurotiomycetes	0	0
fonnub1	Eurotiomycetes	1	1
fonped1	Eurotiomycetes	1	1
friend1	Dothideomycetes	1	0
frisim1	Dothideomycetes	5	0
furboo1	Kickxellomycotina	0	0
fusaca1	Sordariomycetes	1	0
fusaca2	Sordariomycetes	1	0
fusaca3	Sordariomycetes	1	0
fusaca4	Sordariomycetes	1	0
fusacu1	Sordariomycetes	1	0
fusacu2	Sordariomycetes	8	0
fusaet1	Sordariomycetes	3	1
fusaga1	Sordariomycetes	1	0
fusaga2	Sordariomycetes	0	0
fusalb1	Sordariomycetes	3	0
fusalb2	Sordariomycetes	4	0
fusalg1	Sordariomycetes	11	0
fusalg2	Sordariomycetes	3	0
fusamb1	Sordariomycetes	3	0
fusang1	Sordariomycetes	0	0
fusann1	Sordariomycetes	2	0
fusann2	Sordariomycetes	2	0
fusann3	Sordariomycetes	2	0
fusann4	Sordariomycetes	2	0
fusann5	Sordariomycetes	2	0
fusant1	Sordariomycetes	3	0
fusarm1	Sordariomycetes	0	0
fusarm2	Sordariomycetes	0	0
fusasi1	Sordariomycetes	2	0
fusasi2	Sordariomycetes	3	1
fusasi3	Sordariomycetes	4	1
fusasi4	Sordariomycetes	4	2
fusaus1	Sordariomycetes	3	0
fusaus2	Sordariomycetes	1	0
fusaus3	Sordariomycetes	1	0
fusaus4	Sordariomycetes	2	0
fusaus5	Sordariomycetes	1	0
fusaus6	Sordariomycetes	1	0
fusave1	Sordariomycetes	0	0
fusave2	Sordariomycetes	2	0
fusave3	Sordariomycetes	1	0
fusave4	Sordariomycetes	1	0
fusave5	Sordariomycetes	1	0
fusave6	Sordariomycetes	1	0
fusave7	Sordariomycetes	2	0
fusave8	Sordariomycetes	1	0
fusave9	Sordariomycetes	0	0
fusayw1	Sordariomycetes	0	0
fusazu1	Sordariomycetes	2	0
fusbab1	Sordariomycetes	5	0
fusbab2	Sordariomycetes	2	0
fusbac1	Sordariomycetes	3	0
fusbeg1	Sordariomycetes	0	0
fusbeo1	Sordariomycetes	6	0
fusboo1	Sordariomycetes	0	0
fusboo2	Sordariomycetes	0	0
fusboo3	Sordariomycetes	0	0
fusbra1	Sordariomycetes	7	0
fusbra2	Sordariomycetes	1	0
fusbra3	Sordariomycetes	2	0
fusbra4	Sordariomycetes	4	0
fusbre1	Sordariomycetes	1	0
fusbuh1	Sordariomycetes	2	0
fusbul1	Sordariomycetes	1	0
fusbul2	Sordariomycetes	8	0
fusbur1	Sordariomycetes	13	0
fusbux1	Sordariomycetes	1	0
fuscaa1	Sordariomycetes	0	0
fuscam1	Sordariomycetes	0	0
fuscer1	Sordariomycetes	2	0
fuscer2	Sordariomycetes	2	0
fuschl1	Sordariomycetes	5	0
fuscir1	Sordariomycetes	0	0
fuscir2	Sordariomycetes	0	0
fuscir3	Sordariomycetes	3	0
fuscir4	Sordariomycetes	0	0
fuscir5	Sordariomycetes	0	0
fuscir6	Sordariomycetes	0	0
fuscir7	Sordariomycetes	3	1
fuscir8	Sordariomycetes	1	0
fuscir9	Sordariomycetes	1	1
fuscit1	Sordariomycetes	2	1
fuscla1	Sordariomycetes	0	0
fuscof1	Sordariomycetes	0	0
fuscof2	Sordariomycetes	5	0
fuscoi1	Sordariomycetes	5	0
fuscom1	Sordariomycetes	4	2
fuscom2	Sordariomycetes	7	0
fuscom3	Sordariomycetes	4	0
fuscon1	Sordariomycetes	5	0
fuscon2	Sordariomycetes	2	0
fuscon3	Sordariomycetes	0	0
fuscor1	Sordariomycetes	3	0
fuscor2	Sordariomycetes	2	0
fuscor3	Sordariomycetes	3	0
fuscor4	Sordariomycetes	2	0
fuscor5	Sordariomycetes	2	0
fuscul1	Sordariomycetes	4	2
fuscul2	Sordariomycetes	3	2
fuscul3	Sordariomycetes	2	0
fuscul4	Sordariomycetes	3	2
fuscul5	Sordariomycetes	1	1
fuscul6	Sordariomycetes	4	2
fuscun1	Sordariomycetes	4	0
fuscya1	Sordariomycetes	4	0
fusdec1	Sordariomycetes	1	0
fusden1	Sordariomycetes	2	0
fusdim1	Sordariomycetes	4	0
fusdla1	Sordariomycetes	0	0
fusdom1	Sordariomycetes	2	0
fusequ1	Sordariomycetes	0	0
fusequ10	Sordariomycetes	2	0
fusequ2	Sordariomycetes	3	1
fusequ3	Sordariomycetes	3	0
fusequ4	Sordariomycetes	3	0
fusequ5	Sordariomycetes	5	0
fusequ6	Sordariomycetes	4	0
fusequ7	Sordariomycetes	4	0
fusequ8	Sordariomycetes	2	0
fusequ9	Sordariomycetes	2	0
fuseuw1	Sordariomycetes	0	0
fuseuw2	Sordariomycetes	3	1
fusfal1	Sordariomycetes	1	0
fusfla1	Sordariomycetes	3	0
fusfla2	Sordariomycetes	4	0
fusfla3	Sordariomycetes	3	1
fusflo1	Sordariomycetes	10	0
fusfoe1	Sordariomycetes	5	0
fusfra1	Sordariomycetes	2	0
fusfuj1	Sordariomycetes	0	0
fusfuj10	Sordariomycetes	4	2
fusfuj2	Sordariomycetes	8	1
fusfuj3	Sordariomycetes	0	0
fusfuj4	Sordariomycetes	0	0
fusfuj5	Sordariomycetes	2	2
fusfuj6	Sordariomycetes	0	0
fusfuj7	Sordariomycetes	0	0
fusfuj8	Sordariomycetes	0	0
fusfuj9	Sordariomycetes	0	0
fusfus1	Sordariomycetes	1	0
fusfus10	Sordariomycetes	8	0
fusfus11	Sordariomycetes	3	0
fusfus12	Sordariomycetes	4	0
fusfus13	Sordariomycetes	3	0
fusfus14	Sordariomycetes	4	0
fusfus15	Sordariomycetes	8	0
fusfus16	Sordariomycetes	4	1
fusfus17	Sordariomycetes	0	0
fusfus18	Sordariomycetes	8	0
fusfus19	Sordariomycetes	8	0
fusfus2	Sordariomycetes	1	0
fusfus20	Sordariomycetes	4	0
fusfus21	Sordariomycetes	0	0
fusfus22	Sordariomycetes	3	0
fusfus23	Sordariomycetes	0	0
fusfus24	Sordariomycetes	4	0
fusfus25	Sordariomycetes	8	1
fusfus26	Sordariomycetes	3	0
fusfus27	Sordariomycetes	8	0
fusfus28	Sordariomycetes	3	0
fusfus29	Sordariomycetes	4	0
fusfus3	Sordariomycetes	5	0
fusfus30	Sordariomycetes	5	0
fusfus31	Sordariomycetes	13	0
fusfus32	Sordariomycetes	7	1
fusfus33	Sordariomycetes	0	0
fusfus34	Sordariomycetes	3	0
fusfus35	Sordariomycetes	3	0
fusfus36	Sordariomycetes	2	0
fusfus37	Sordariomycetes	3	0
fusfus38	Sordariomycetes	6	0
fusfus39	Sordariomycetes	5	0
fusfus4	Sordariomycetes	1	0
fusfus40	Sordariomycetes	9	0
fusfus41	Sordariomycetes	1	0
fusfus42	Sordariomycetes	1	0
fusfus43	Sordariomycetes	0	0
fusfus44	Sordariomycetes	1	0
fusfus45	Sordariomycetes	10	0
fusfus46	Sordariomycetes	1	0
fusfus47	Sordariomycetes	1	0
fusfus48	Sordariomycetes	2	0
fusfus49	Sordariomycetes	0	0
fusfus5	Sordariomycetes	7	0
fusfus50	Sordariomycetes	11	0
fusfus51	Sordariomycetes	7	0
fusfus52	Sordariomycetes	3	2
fusfus53	Sordariomycetes	8	1
fusfus54	Sordariomycetes	1	0
fusfus55	Sordariomycetes	1	0
fusfus56	Sordariomycetes	3	0
fusfus57	Sordariomycetes	3	1
fusfus58	Sordariomycetes	2	0
fusfus59	Sordariomycetes	4	1
fusfus6	Sordariomycetes	2	0
fusfus60	Sordariomycetes	0	0
fusfus61	Sordariomycetes	0	0
fusfus62	Sordariomycetes	0	0
fusfus63	Sordariomycetes	3	0
fusfus64	Sordariomycetes	1	0
fusfus65	Sordariomycetes	2	0
fusfus7	Sordariomycetes	8	0
fusfus8	Sordariomycetes	4	0
fusfus9	Sordariomycetes	5	1
fusgad1	Sordariomycetes	2	0
fusger1	Sordariomycetes	2	0
fusger2	Sordariomycetes	2	0
fusglo1	Sordariomycetes	5	0
fusgoo1	Sordariomycetes	1	0
fusgra10	Sordariomycetes	0	0
fusgra11	Sordariomycetes	0	0
fusgra12	Sordariomycetes	0	0
fusgra2	Sordariomycetes	0	0
fusgra3	Sordariomycetes	1	0
fusgra4	Sordariomycetes	0	0
fusgra5	Sordariomycetes	0	0
fusgra6	Sordariomycetes	1	0
fusgra7	Sordariomycetes	0	0
fusgra8	Sordariomycetes	0	0
fusgra9	Sordariomycetes	0	0
fusgut1	Sordariomycetes	1	0
fushae1	Sordariomycetes	1	0
fushae2	Sordariomycetes	1	0
fushae3	Sordariomycetes	5	0
fushai1	Sordariomycetes	0	0
fushet1	Sordariomycetes	0	0
fushos1	Sordariomycetes	17	1
fushos2	Sordariomycetes	17	1
fushos3	Sordariomycetes	4	0
fushum1	Sordariomycetes	2	0
fushum2	Sordariomycetes	4	0
fusill1	Sordariomycetes	3	0
fusinc1	Sordariomycetes	2	0
fusinc2	Sordariomycetes	2	0
fusinc3	Sordariomycetes	0	0
fusirr1	Sordariomycetes	0	0
fuskur1	Sordariomycetes	3	0
fuskyu1	Sordariomycetes	2	0
fuslan1	Sordariomycetes	5	0
fuslan2	Sordariomycetes	5	0
fuslan3	Sordariomycetes	8	0
fuslat1	Sordariomycetes	0	0
fuslon1	Sordariomycetes	0	0
fuslon2	Sordariomycetes	0	0
fuslon3	Sordariomycetes	0	0
fuslon4	Sordariomycetes	0	0
fuslou1	Sordariomycetes	1	0
fuslou2	Sordariomycetes	0	0
fusluf1	Sordariomycetes	0	0
fuslya1	Sordariomycetes	3	0
fusman1	Sordariomycetes	8	1
fusman2	Sordariomycetes	18	0
fusman3	Sordariomycetes	8	1
fusmer1	Sordariomycetes	0	0
fusmer2	Sordariomycetes	1	0
fusmer3	Sordariomycetes	0	0
fusmer4	Sordariomycetes	1	0
fusmer5	Sordariomycetes	0	0
fusmes1	Sordariomycetes	0	0
fusmet1	Sordariomycetes	5	0
fusmex1	Sordariomycetes	3	0
fusmis1	Sordariomycetes	0	0
fusmun1	Sordariomycetes	7	0
fusmus1	Sordariomycetes	3	1
fusmus2	Sordariomycetes	0	0
fusnan1	Sordariomycetes	3	1
fusnap1	Sordariomycetes	0	0
fusnel1	Sordariomycetes	5	0
fusnem1	Sordariomycetes	9	0
fusneo1	Sordariomycetes	9	0
fusnep1	Sordariomycetes	0	0
fusnep2	Sordariomycetes	2	0
fusnew1	Sordariomycetes	9	0
fusnis1	Sordariomycetes	1	0
fusnod1	Sordariomycetes	0	0
fusnur1	Sordariomycetes	1	0
fusnyg1	Sordariomycetes	9	0
fusnyg2	Sordariomycetes	7	1
fusnyg3	Sordariomycetes	6	0
fusodo1	Sordariomycetes	0	0
fusodo2	Sordariomycetes	0	0
fusoxy17	Sordariomycetes	3	0
fusoxy18	Sordariomycetes	7	0
fusoxy19	Sordariomycetes	2	0
fusoxy2	Sordariomycetes	11	2
fusoxy21	Sordariomycetes	5	2
fusoxy22	Sordariomycetes	2	1
fusoxy23	Sordariomycetes	6	1
fusoxy24	Sordariomycetes	0	0
fusoxy25	Sordariomycetes	9	0
fusoxy26	Sordariomycetes	8	0
fusoxy28	Sordariomycetes	9	1
fusoxy29	Sordariomycetes	5	2
fusoxy3	Sordariomycetes	4	1
fusoxy30	Sordariomycetes	6	1
fusoxy32	Sordariomycetes	11	2
fusoxy33	Sordariomycetes	0	0
fusoxy34	Sordariomycetes	2	0
fusoxy35	Sordariomycetes	4	0
fusoxy36	Sordariomycetes	8	0
fusoxy37	Sordariomycetes	7	0
fusoxy38	Sordariomycetes	4	1
fusoxy40	Sordariomycetes	6	1
fusoxy42	Sordariomycetes	2	0
fusoxy43	Sordariomycetes	11	3
fusoxy44	Sordariomycetes	9	0
fusoxy45	Sordariomycetes	10	2
fusoxy46	Sordariomycetes	5	2
fusoxy52	Sordariomycetes	3	1
fusoxy53	Sordariomycetes	5	1
fusoxy54	Sordariomycetes	4	1
fusoxy55	Sordariomycetes	5	0
fusoxy56	Sordariomycetes	2	0
fusoxy57	Sordariomycetes	5	1
fusoxy58	Sordariomycetes	5	1
fuspal1	Sordariomycetes	2	0
fuspen1	Sordariomycetes	6	0
fuspha1	Sordariomycetes	6	0
fuspha2	Sordariomycetes	2	0
fusphy1	Sordariomycetes	4	0
fuspil1	Sordariomycetes	3	2
fuspin1	Sordariomycetes	0	0
fuspoa1	Sordariomycetes	4	0
fuspoa2	Sordariomycetes	4	0
fuspoa3	Sordariomycetes	2	0
fuspoa4	Sordariomycetes	1	0
fuspra1	Sordariomycetes	0	0
fuspro1	Sordariomycetes	6	0
fuspro10	Sordariomycetes	2	0
fuspro11	Sordariomycetes	6	0
fuspro2	Sordariomycetes	3	0
fuspro3	Sordariomycetes	10	2
fuspro4	Sordariomycetes	1	0
fuspro5	Sordariomycetes	3	0
fuspro6	Sordariomycetes	4	0
fuspro7	Sordariomycetes	1	0
fuspro8	Sordariomycetes	1	0
fuspro9	Sordariomycetes	0	0
fuspse1	Sordariomycetes	0	0
fuspse2	Sordariomycetes	1	0
fuspse3	Sordariomycetes	2	0
fuspse4	Sordariomycetes	1	0
fuspse5	Sordariomycetes	0	0
fuspse6	Sordariomycetes	0	0
fuspse7	Sordariomycetes	4	2
fusram1	Sordariomycetes	13	0
fusred1	Sordariomycetes	7	1
fusred2	Sordariomycetes	4	0
fusred3	Sordariomycetes	7	2
fusred4	Sordariomycetes	9	0
fusred5	Sordariomycetes	7	1
fusrus1	Sordariomycetes	1	0
fussac1	Sordariomycetes	0	0
fussac2	Sordariomycetes	0	0
fussam1	Sordariomycetes	1	0
fussam2	Sordariomycetes	1	0
fussar1	Sordariomycetes	3	0
fussci1	Sordariomycetes	3	1
fussec1	Sordariomycetes	4	0
fusset1	Sordariomycetes	0	0
fussib1	Sordariomycetes	8	0
fussic1	Sordariomycetes	7	0
fussol1	Sordariomycetes	2	1
fussol2	Sordariomycetes	5	1
fussol3	Sordariomycetes	1	0
fussol4	Sordariomycetes	5	2
fussol5	Sordariomycetes	2	1
fussor1	Sordariomycetes	1	0
fussp.10	Sordariomycetes	0	0
fussp.11	Sordariomycetes	4	2
fussp.2	Sordariomycetes	3	1
fussp.4	Sordariomycetes	16	0
fussp.5	Sordariomycetes	2	0
fussp.6	Sordariomycetes	9	0
fussp.7	Sordariomycetes	0	0
fussp.8	Sordariomycetes	7	0
fussp.9	Sordariomycetes	7	0
fusspo1	Sordariomycetes	0	0
fusspo2	Sordariomycetes	0	0
fusspo3	Sordariomycetes	1	1
fusspo4	Sordariomycetes	1	0
fussta1	Sordariomycetes	1	0
fusste1	Sordariomycetes	13	0
fussti1	Sordariomycetes	0	0
fussub1	Sordariomycetes	1	0
fussub2	Sordariomycetes	0	0
fussub3	Sordariomycetes	2	0
fussub4	Sordariomycetes	1	0
fussub5	Sordariomycetes	3	0
fussuc1	Sordariomycetes	4	1
fustan1	Sordariomycetes	5	0
fustem1	Sordariomycetes	1	0
fustem2	Sordariomycetes	2	0
fustem3	Sordariomycetes	1	0
fustem4	Sordariomycetes	1	1
fustha1	Sordariomycetes	4	0
fustja1	Sordariomycetes	1	0
fustor1	Sordariomycetes	4	0
fustor2	Sordariomycetes	3	0
fustra1	Sordariomycetes	0	0
fustri1	Sordariomycetes	2	0
fustri2	Sordariomycetes	5	0
fustri3	Sordariomycetes	0	0
fustri4	Sordariomycetes	3	0
fustri5	Sordariomycetes	2	0
fustri6	Sordariomycetes	2	0
fustri7	Sordariomycetes	5	0
fustri8	Sordariomycetes	3	0
fustua1	Sordariomycetes	1	0
fustuc1	Sordariomycetes	3	0
fustuc2	Sordariomycetes	4	0
fustuc3	Sordariomycetes	1	0
fustup1	Sordariomycetes	9	0
fusudu1	Sordariomycetes	9	1
fusudu2	Sordariomycetes	10	0
fususs1	Sordariomycetes	4	0
fususs2	Sordariomycetes	3	1
fususs3	Sordariomycetes	3	0
fususs4	Sordariomycetes	3	0
fusvan1	Sordariomycetes	3	0
fusven1	Sordariomycetes	2	0
fusven2	Sordariomycetes	4	0
fusven3	Sordariomycetes	2	0
fusven4	Sordariomycetes	1	0
fusven5	Sordariomycetes	2	0
fusven6	Sordariomycetes	1	0
fusver1	Sordariomycetes	1	1
fusver2	Sordariomycetes	1	1
fusver3	Sordariomycetes	0	0
fusver4	Sordariomycetes	0	0
fusver5	Sordariomycetes	1	0
fusver6	Sordariomycetes	1	0
fusver7	Sordariomycetes	0	0
fusver8	Sordariomycetes	0	0
fusvet1	Sordariomycetes	6	0
fusvet2	Sordariomycetes	6	0
fusvir1	Sordariomycetes	6	0
fusvir2	Sordariomycetes	3	0
fusvir3	Sordariomycetes	4	0
fusvir4	Sordariomycetes	6	0
fusvir5	Sordariomycetes	6	0
fusvir6	Sordariomycetes	4	3
fusvir7	Sordariomycetes	5	3
fusvir8	Sordariomycetes	5	1
fusvir9	Sordariomycetes	5	3
fusvor1	Sordariomycetes	6	1
fusvor2	Sordariomycetes	3	1
fusxyl1	Sordariomycetes	9	0
fusxyl2	Sordariomycetes	9	0
fusxyl3	Sordariomycetes	7	1
fusxyl4	Sordariomycetes	9	0
