omeID	taxonID	taxonCount	tyrCount	elementCount
cangla13	Candida glabrata	13	0	0
cangla2	Candida glabrata	13	0	0
cangla3	Candida glabrata	13	0	0
cangla4	Candida glabrata	13	0	0
cangla5	Candida glabrata	13	0	0
cangla6	Candida glabrata	13	0	0
cangla7	Candida glabrata	13	0	0
cangla8	Candida glabrata	13	0	0
cangla9	Candida glabrata	13	0	0
canhae1	Candida haemuloni	3	0	0
canhae2	Candida haemuloni	3	0	0
canhae3	Candida haemuloni	3	0	0
caninc1	Candida inconspicua	1	0	0
canint1	Candida intermedia	2	0	0
canint2	Candida intermedia	2	0	0
canmal1	Candida maltosa	1	0	0
canmet1	Candida metapsilosis	1	0	0
canort1	Candida orthopsilosis	1	0	0
canpar1	Candida parapsilosis	1	0	0
canpse1	Candida pseudohaemulonii	1	0	0
cansub1	Candida subhashii	1	0	0
cantan1	Candida tanzawaensis	1	0	0
cantro1	Candida tropicalis	1	0	0
canvis1	Candida viswanathii	1	0	0
capcor1	Capronia coronata	1	2	0
capepi1	Capronia epimyces	1	2	0
capsem1	Capronia semiimmersa	1	0	0
catang1	Catenaria anguillulae	1	0	0
caupro1	Caulochytrium protostelioides	2	0	0
caupro2	Caulochytrium protostelioides	2	0	0
cengeo1	Cenococcum geophilum	1	37	0
cerber1	Cercospora berteroae	1	6	0
cerbet1	Cercospora beticola	1	2	0
cerbom1	Ceraceosorus bombacis	1	1	0
cerfim1	Ceratocystis fimbriata	1	0	0
cergua1	Ceraceosorus guamensis	1	1	0
cerkik1	Cercospora kikuchii	1	6	0
cerpla1	Ceratocystis platani	1	1	0
cersp.10	Ceratobasidium sp.	8	0	0
cersp.13	Ceratobasidium sp.	8	0	0
cersp.14	Ceratobasidium sp.	8	0	0
cersp.15	Ceratobasidium sp.	8	0	0
cersp.16	Ceratobasidium sp.	8	0	0
cersp.17	Ceratobasidium sp.	8	0	0
cersp.4	Ceratobasidium sp.	8	0	0
cersp.8	Ceratobasidium sp.	8	0	0
certhe1	Ceratobasidium theobromae	1	0	0
cerzea1	Cercospora zeae-maydis	1	2	0
cerzei1	Cercospora zeina	1	4	0
chafun1	Chaetomium funicola	1	1	0
chaglo1	Chaetomium globosum	2	5	1
chaglo2	Chaetomium globosum	2	1	0
chalon1	Chalara longipes	1	1	0
chasp.2	Chaetomium sp.	2	2	0
chasp.4	Chaetothyriales sp.	4	3	0
chasp.5	Chaetothyriales sp.	4	0	0
chasp.6	Chaetothyriales sp.	4	0	0
chasp.7	Chaetothyriales sp.	4	11	0
chasp.8	Chaetomium sp.	2	1	0
chathe1	Chaetomium thermophilum	1	0	0
chivir1	Chiua virens	1	1	0
chlaer1	Chlorociboria aeruginascens	1	8	0
choven1	Choiromyces venosus	1	7	0
chycon1	Chytriomyces confervae	1	0	0
citmat1	Citeromyces matritensis	1	0	0
claaff1	Claviceps aff.	2	0	0
claaff2	Claviceps aff.	2	0	0
claafr1	Claviceps africana	1	0	0
claaqu1	Clavariopsis aquatica	1	2	0
claaru1	Claviceps arundinis	2	0	0
claaru2	Claviceps arundinis	2	0	0
claban1	Cladophialophora bantiana	1	2	0
clacap1	Claviceps capensis	1	0	0
clacar1	Cladophialophora carrionii	1	0	0
clacit1	Claviceps citrina	1	0	0
clacyp1	Claviceps cyperi	1	0	0
cladig1	Claviceps digitariae	1	0	0
claely1	Clathrospora elynae	1	19	0
claful1	Cladosporium fulvum	1	3	0
clagra1	Cladonia grayi	1	1	0
clahum1	Claviceps humidiphila	1	0	0
claimm1	Cladophialophora immunda	1	4	0
clalov1	Claviceps lovelessii	1	0	0
clalus2	Clavispora lusitaniae	1	0	0
clamax1	Claviceps maximensis	1	0	0
clamon1	Claviceps monticola	1	0	0
clapaz1	Claviceps pazoutovae	1	0	0
clapsa1	Cladophialophora psammophila	1	4	0
clapur1	Claviceps purpurea	1	0	0
clapus1	Claviceps pusilla	1	0	0
clapyx1	Clavicorona pyxidata	1	0	0
clasor1	Claviceps sorghi	1	0	0
clasp.1	Clavulina sp.	1	0	0
clasp.10	Claviceps sp.	10	0	0
clasp.11	Claviceps sp.	10	0	0
clasp.2	Claviceps sp.	10	0	0
clasp.3	Claviceps sp.	10	0	0
clasp.4	Claviceps sp.	10	0	0
clasp.5	Claviceps sp.	10	0	0
clasp.6	Claviceps sp.	10	0	0
clasp.7	Claviceps sp.	10	0	0
clasp.8	Claviceps sp.	10	0	0
clasp.9	Claviceps sp.	10	0	0
claspa1	Claviceps spartinae	1	0	0
clasph1	Cladosporium sphaerospermum	1	0	0
clayeg1	Cladophialophora yegresii	1	0	0
cligib1	Clitocybe gibba	1	0	0
cloaqu1	Clohesyomyces aquaticus	1	10	0
clobys1	Clonostachys byssicola	1	0	0
clorhi1	Clonostachys rhizophaga	1	10	0
closol1	Clonostachys solani	1	0	0
coccar1	Cochliobolus carbonum	1	6	0
cocimm1	Coccidioides immitis	4	16	6
cocimm2	Coccidioides immitis	4	12	0
cocimm3	Coccidioides immitis	4	14	1
cocimm4	Coccidioides immitis	4	16	3
coclun1	Cochliobolus lunatus	1	1	0
cocmiy1	Cochliobolus miyabeanus	1	6	0
cocpos2	Coccidioides posadasii	4	11	0
cocpos3	Coccidioides posadasii	4	13	0
cocpos4	Coccidioides posadasii	4	13	0
cocpos5	Coccidioides posadasii	4	12	2
cocsat1	Cochliobolus sativus	1	3	0
cocvic1	Cochliobolus victoriae	1	6	0
coerev1	Coemansia reversa	1	0	0
colaen1	Colletotrichum aenigma	1	5	3
colasi1	Colletotrichum asianum	1	2	1
colcam1	Colletotrichum camelliae	1	8	0
colchl1	Colletotrichum chlorophyti	1	2	0
colcra1	Coleophoma crateriformis	1	0	0
colcyl1	Coleophoma cylindrospora	1	0	0
colfio1	Colletotrichum fioriniae	1	1	0
colfru1	Colletotrichum fructicola	7	6	2
colfru2	Colletotrichum fructicola	7	6	1
colfru3	Colletotrichum fructicola	7	3	1
colfru4	Colletotrichum fructicola	7	6	2
colfru5	Colletotrichum fructicola	7	5	0
colfru6	Colletotrichum fructicola	7	2	1
colfru7	Colletotrichum fructicola	7	8	1
colglo1	Colletotrichum gloeosporioides	1	2	0
colgra1	Colletotrichum graminicola	1	0	0
colhig1	Colletotrichum higginsianum	1	4	0
colinc1	Colletotrichum incanum	1	5	0
colkar1	Colletotrichum karsti	1	1	0
colmus1	Colletotrichum musicola	1	2	0
colnym1	Colletotrichum nymphaeae	1	5	0
colorb1	Colletotrichum orbiculare	2	0	0
colorb2	Colletotrichum orbiculare	2	0	0
colorc1	Colletotrichum orchidophilum	1	3	0
colplu1	Colletotrichum plurivorum	1	7	0
colsal1	Colletotrichum salicis	1	7	0
colsco1	Colletotrichum scovillei	1	2	1
colshi1	Colletotrichum shisoi	1	2	0
colsia1	Colletotrichum siamense	5	1	0
colsia2	Colletotrichum siamense	5	0	0
colsia3	Colletotrichum siamense	5	1	0
colsia4	Colletotrichum siamense	5	0	0
colsia5	Colletotrichum siamense	5	1	0
colsid1	Colletotrichum sidae	1	4	1
colsim1	Colletotrichum simmondsii	1	0	0
colsoj1	Colletotrichum sojae	1	3	0
colspi1	Colletotrichum spinosum	1	3	0
colsub1	Colletotrichum sublineola	1	5	0
coltan1	Colletotrichum tanaceti	1	1	0
coltof2	Colletotrichum tofieldiae	1	16	0
coltri1	Colletotrichum trifolii	1	8	0
coltro1	Colletotrichum tropicale	1	0	0
coltru1	Colletotrichum truncatum	1	2	0
colvin1	Colletotrichum viniferum	1	1	0
conapo1	Coniosporium apollinis	1	0	0
concor1	Conidiobolus coronatus	1	0	0
conlig1	Coniochaeta ligniaria	1	4	0
conoli1	Coniophora olivacea	1	0	0
conpul1	Coniochaeta pulveracea	1	1	0
conput1	Coniophora puteana	1	0	0
consp.1	Coniochaeta sp.	1	22	0
copang1	Coprinellus angulatus	1	0	0
copcin1	Coprinopsis cinerea	2	0	0
copcin2	Coprinopsis cinerea	2	0	0
copmar1	Coprinopsis marcescibilis	1	0	0
copmic1	Coprinellus micaceus	1	0	0
copsp.1	Coprinopsis sp.	1	0	0
corcas1	Corynespora cassiicola	2	6	0
corcas2	Corynespora cassiicola	2	6	0
corfum1	Cordyceps fumosorosea	1	10	0
corgla1	Cortinarius glaucopus	1	0	0
corjav1	Cordyceps javanica	2	4	0
corjav2	Cordyceps javanica	2	4	0
cormil1	Cordyceps militaris	1	0	0
corsp.1	Cordyceps sp.	1	1	0
crafun1	Crassisporium funariophilum	1	0	0
crevar1	Crepidotus variabilis	1	0	0
croque1	Cronartium quercuum	1	0	0
crulae1	Crucibulum laeve	1	0	0
cryamy1	Cryptococcus amylolentus	2	0	0
cryamy2	Cryptococcus amylolentus	2	0	0
crycf.1	Cryptococcus cf.	1	0	0
crycur1	Cryptococcus curvatus	1	1	0
crydep1	Cryptococcus depauperatus	2	1	0
crydep2	Cryptococcus depauperatus	2	1	0
cryflo1	Cryptococcus floricola	1	0	0
crygat10	Cryptococcus gattii	16	0	0
crygat11	Cryptococcus gattii	16	0	0
crygat12	Cryptococcus gattii	16	0	0
crygat13	Cryptococcus gattii	16	0	0
crygat14	Cryptococcus gattii	16	0	0
crygat15	Cryptococcus gattii	16	0	0
crygat16	Cryptococcus gattii	16	0	0
crygat17	Cryptococcus gattii	16	0	0
crygat2	Cryptococcus gattii	16	0	0
crygat3	Cryptococcus gattii	16	0	0
crygat4	Cryptococcus gattii	16	0	0
crygat5	Cryptococcus gattii	16	0	0
crygat6	Cryptococcus gattii	16	0	0
crygat7	Cryptococcus gattii	16	0	0
crygat8	Cryptococcus gattii	16	0	0
crygat9	Cryptococcus gattii	16	0	0
crymin1	Cryomyces minteri	1	1	0
cryneo1	Cryptococcus neoformans	42	0	0
cryneo10	Cryptococcus neoformans	42	0	0
cryneo11	Cryptococcus neoformans	42	0	0
cryneo12	Cryptococcus neoformans	42	0	0
cryneo13	Cryptococcus neoformans	42	0	0
cryneo14	Cryptococcus neoformans	42	0	0
cryneo15	Cryptococcus neoformans	42	0	0
cryneo16	Cryptococcus neoformans	42	0	0
cryneo17	Cryptococcus neoformans	42	0	0
cryneo18	Cryptococcus neoformans	42	0	0
cryneo19	Cryptococcus neoformans	42	0	0
cryneo2	Cryptococcus neoformans	42	0	0
cryneo20	Cryptococcus neoformans	42	0	0
cryneo21	Cryptococcus neoformans	42	0	0
cryneo22	Cryptococcus neoformans	42	0	0
cryneo23	Cryptococcus neoformans	42	0	0
cryneo24	Cryptococcus neoformans	42	0	0
cryneo25	Cryptococcus neoformans	42	0	0
cryneo26	Cryptococcus neoformans	42	0	0
cryneo27	Cryptococcus neoformans	42	0	0
cryneo28	Cryptococcus neoformans	42	0	0
cryneo29	Cryptococcus neoformans	42	0	0
cryneo3	Cryptococcus neoformans	42	0	0
cryneo30	Cryptococcus neoformans	42	0	0
cryneo31	Cryptococcus neoformans	42	0	0
cryneo32	Cryptococcus neoformans	42	0	0
cryneo33	Cryptococcus neoformans	42	0	0
cryneo34	Cryptococcus neoformans	42	0	0
cryneo35	Cryptococcus neoformans	42	0	0
cryneo36	Cryptococcus neoformans	42	0	0
cryneo37	Cryptococcus neoformans	42	0	0
cryneo38	Cryptococcus neoformans	42	0	0
cryneo39	Cryptococcus neoformans	42	0	0
cryneo4	Cryptococcus neoformans	42	0	0
cryneo40	Cryptococcus neoformans	42	0	0
cryneo41	Cryptococcus neoformans	42	0	0
cryneo42	Cryptococcus neoformans	42	0	0
cryneo5	Cryptococcus neoformans	42	0	0
cryneo6	Cryptococcus neoformans	42	0	0
cryneo7	Cryptococcus neoformans	42	0	0
cryneo8	Cryptococcus neoformans	42	0	0
cryneo9	Cryptococcus neoformans	42	0	0
crypar1	Cryphonectria parasitica	1	13	0
cryter1	Cryptococcus terricola	1	1	0
crywin1	Cryptococcus wingfieldii	1	0	0
cucber1	Cucurbitaria berberidis	1	1	0
cucdik1	Cucumispora dikerogammari	1	0	0
cudaci1	Cudoniella acicularis	1	13	0
curkus1	Curvularia kusanoi	1	2	0
cutole1	Cutaneotrichosporon oleaginosum	2	1	0
cutole2	Cutaneotrichosporon oleaginosum	2	1	0
cyastr1	Cyathus striatus	1	0	0
cybfab1	Cyberlindnera fabianii	1	0	0
cybjad1	Cyberlindnera jadinii	1	0	0
cylhub1	Cylindrodendrum hubeiense	1	0	0
cyloli1	Cylindrocarpon olidum	1	15	0
cyltor1	Cylindrobasidium torrendii	2	0	0
cyltor2	Cylindrobasidium torrendii	2	0	0
cypeur1	Cyphellophora europaea	1	7	0
cysmin1	Cystobasidium minutum	1	0	0
cytleu1	Cytospora leucostoma	1	2	0
cytmel1	Cytidiella melzeri	1	0	0
daccio1	Dactylellina cionopaga	1	2	0
daccyl1	Dactylella cylindrospora	1	0	0
dacest1	Dactylonectria estremocensis	1	18	0
dachap1	Dactylellina haptotyla	1	0	0
dacmac1	Dactylonectria macrodidyma	1	13	0
dacpri1	Dacryopinax primogenitus	1	0	0
daeque1	Daedalea quercina	1	0	0
dalbam1	Daldinia bambusicola	1	0	0
dalcal1	Daldinia caldariorum	1	0	0
dalchi1	Daldinia childiae	1	0	0
daldec1	Daldinia decipiens	1	1	0
dalesc1	Daldinia eschscholtzii	2	0	0
dalesc2	Daldinia eschscholtzii	2	0	0
dalgra1	Daldinia grandis	1	4	0
dalloc2	Daldinia loculata	2	1	0
dalloc3	Daldinia loculata	2	1	0
dalsp.1	Daldinia sp.	2	1	0
dalsp.2	Daldinia sp.	2	0	0
dalver1	Daldinia vernicosa	1	0	0
debfab1	Debaryomyces fabryi	1	0	0
debhan1	Debaryomyces hansenii	1	0	0
decgau1	Decorospora gaudefroyi	1	3	0
dekbru1	Dekkera bruxellensis	1	0	0
delcon1	Delitschia confertaspora	1	7	0
delstr1	Delphinella strobiligena	1	4	0
denbis1	Dendrothele bispora	1	0	0
denfra1	Dentipellis fragilis	1	1	0
dennan1	Dendryphion nanum	1	7	0
densp.1	Dentipellis sp.	1	0	0
diaamp1	Diaporthe ampelina	1	9	0
diabat1	Diaporthe batatas	1	4	0
diacit1	Diaporthe citri	1	11	0
diahel1	Diaporthe helianthi	1	1	0
dibbae1	Dibaeis baeomyces	1	1	0
dicmue1	Dictyocoela muelleri	1	0	0
dicroe1	Dictyocoela roeselum	1	0	0
dicsqu1	Dichomitus squalens	4	0	0
dicsqu2	Dichomitus squalens	4	0	0
dicsqu3	Dichomitus squalens	4	0	0
dicsqu4	Dichomitus squalens	4	0	0
didena1	Didymosphaeria enalia	1	4	0
didexi1	Didymella exigua	1	3	0
didhet1	Didymella heteroderae	1	4	0
didker1	Didymella keratinophila	1	2	0
didzea1	Didymella zeae-maydis	1	4	0
dimcri1	Dimargaris cristalligena	1	0	0
dipcor1	Diplodia corticola	1	0	0
dipros1	Diplocarpon rosae	1	0	0
dipser1	Diplodia seriata	1	0	0
disaci1	Dissoconium aciculare	1	4	0
disglo1	Dissophora globulifera	2	0	0
disglo2	Dissophora globulifera	2	0	0
diurug1	Diutina rugosa	1	0	0
divepi1	Diversispora epigaea	1	0	0
dotsep1	Dothistroma septosporum	1	1	0
dotsym1	Dothidotthia symphoricarpi	1	0	0
drebro1	Drechslerella brochopaga	1	0	0
drecon1	Drechmeria coniospora	1	0	0
dreste1	Drechslerella stenobrocha	1	0	0
durrog1	Durotheca rogersii	1	2	0
earsca1	Earliella scabrosa	1	0	0
edhaed1	Edhazardia aedis	1	0	0
elagra1	Elaphomyces granulatus	2	54	0
elagra2	Elaphomyces granulatus	2	54	0
elsamp1	Elsinoe ampelina	1	2	0
elsaus1	Elsinoe australis	2	1	0
elsaus2	Elsinoe australis	2	1	0
elsbat1	Elsinoe batatas	1	3	0
elsfaw1	Elsinoe fawcettii	1	5	0
emeafr1	Emergomyces africanus	1	6	0
emepas1	Emergomyces pasteurianus	2	25	0
emepas2	Emergomyces pasteurianus	2	25	0
emesp.1	Emericellopsis sp.	1	1	0
emmcre1	Emmonsia crescens	2	4	0
emmcre2	Emmonsia crescens	2	16	0
emmpar1	Emmonsia parva	1	3	0
enccun1	Encephalitozoon cuniculi	2	0	0
enccun2	Encephalitozoon cuniculi	2	0	0
enchel1	Encephalitozoon hellem	1	0	0
encint1	Encephalitozoon intestinalis	1	0	0
encrom1	Encephalitozoon romaleae	1	0	0
endpal1	Endocarpon pallidulum	1	6	0
endpus1	Endocarpon pusillum	1	7	1
endsp.1	Endogone sp	1	0	0
endsp.2	Endogone sp.	1	0	0
entbel1	Entomortierella beljakovae	1	0	0
entbie1	Enterocytozoon bieneusi	1	0	0
entcan1	Enterospora canceri	1	0	0
entchl1	Entomortierella chlamydospora	2	0	0
entchl2	Entomortierella chlamydospora	2	0	0
enthep1	Enterocytozoon hepatopenaei	1	0	0
entlig1	Entomortierella lignicola	1	0	0
entmus1	Entomophthora muscae	1	0	0
epifes1	Epichloe festucae	1	2	0
epityp1	Epithele typhae	1	0	0
erebil1	Eremomyces bilateralis	1	15	0
erecym1	Eremothecium cymbalariae	1	0	0
eregos1	Eremothecium gossypii	2	0	0
eregos2	Eremothecium gossypii	2	0	0
eresin1	Eremothecium sinecaudum	1	0	0
erynec1	Erysiphe necator	1	0	0
erypul1	Erysiphe pulchra	1	1	0
escweb1	Escovopsis weberi	1	1	0
eurrub1	Eurotium rubrum	1	13	0
eutlat1	Eutypa lata	1	0	0
exigla1	Exidia glandulosa	1	0	0
exoaqu1	Exophiala aquamarina	1	0	0
exoder1	Exophiala dermatitidis	2	1	0
exoder2	Exophiala dermatitidis	2	1	0
exomes1	Exophiala mesophila	1	3	0
exooli1	Exophiala oligosperma	1	24	0
exosid1	Exophiala sideris	1	2	0
exospi1	Exophiala spinifera	1	6	0
exoxen1	Exophiala xenobiotica	1	3	0
exstur1	Exserohilum turcica	1	3	0
fibpsy1	Fibulorhizoctonia psychrophila	1	2	0
fibrad1	Fibroporia radiculosa	1	0	0
fibsp.1	Fibularhizoctonia sp.	1	2	0
filflo1	Filobasidium floriforme	1	0	0
fishep1	Fistulina hepatica	1	0	0
flaaln1	Flammula alnicola	1	0	0
fombet1	Fomitopsis betulina	1	0	0
fomfom1	Fomes fomentarius	1	0	0
fommed1	Fomitiporia mediterranea	1	0	0
fompin1	Fomitopsis pinicola	1	0	0
fonere1	Fonsecaea erecta	1	3	0
fonmon1	Fonsecaea monophora	1	1	1
fonmul1	Fonsecaea multimorphosa	1	0	0
fonnub1	Fonsecaea nubica	1	1	1
fonped1	Fonsecaea pedrosoi	1	1	1
friend1	Friedmanniomyces endolithicus	1	1	0
frisim1	Friedmanniomyces simplex	1	5	0
funsp.1	fungal sp.	2	0	0
funsp.2	fungal sp.	2	1	0
furboo1	Furculomyces boomerangus	1	0	0
fusaca1	Fusarium acaciae-mearnsii	4	1	0
fusaca2	Fusarium acaciae-mearnsii	4	1	0
fusaca3	Fusarium acaciae-mearnsii	4	1	0
fusaca4	Fusarium acaciae-mearnsii	4	1	0
fusacu1	Fusarium acutatum	1	1	0
fusacu2	Fusarium acuminatum	1	8	0
fusaet1	Fusarium aethiopicum	1	3	1
fusaga1	Fusarium agapanthi	2	1	0
fusaga2	Fusarium agapanthi	2	0	0
fusalb1	Fusarium albosuccineum	1	3	0
fusalb2	Fusarium albidum	1	4	0
fusalg1	Fusarium algeriense	2	11	0
fusalg2	Fusarium algeriense	2	3	0
fusamb1	Fusarium ambrosium	1	3	0
fusang1	Fusarium anguioides	1	0	0
fusann1	Fusarium annulatum	5	2	0
fusann2	Fusarium annulatum	5	2	0
fusann3	Fusarium annulatum	5	2	0
fusann4	Fusarium annulatum	5	2	0
fusann5	Fusarium annulatum	5	2	0
fusant1	Fusarium anthophilum	1	3	0
fusarm1	Fusarium armeniacum	2	0	0
fusarm2	Fusarium armeniacum	2	0	0
fusasi1	Fusarium asiaticum	4	2	0
fusasi2	Fusarium asiaticum	4	3	1
fusasi3	Fusarium asiaticum	4	4	1
fusasi4	Fusarium asiaticum	4	4	2
fusaus1	Fusarium austroafricanum	1	3	0
fusaus2	Fusarium austroamericanum	5	1	0
fusaus3	Fusarium austroamericanum	5	1	0
fusaus4	Fusarium austroamericanum	5	2	0
fusaus5	Fusarium austroamericanum	5	1	0
fusaus6	Fusarium austroamericanum	5	1	0
fusave1	Fusarium avenaceum	9	0	0
fusave2	Fusarium avenaceum	9	2	0
fusave3	Fusarium avenaceum	9	1	0
fusave4	Fusarium avenaceum	9	1	0
fusave5	Fusarium avenaceum	9	1	0
fusave6	Fusarium avenaceum	9	1	0
fusave7	Fusarium avenaceum	9	2	0
fusave8	Fusarium avenaceum	9	1	0
fusave9	Fusarium avenaceum	9	0	0
fusayw1	Fusarium aywerte	1	0	0
fusazu1	Fusarium azukicola	1	2	0
fusbab1	Fusarium babinda	2	5	0
fusbab2	Fusarium babinda	2	2	0
fusbac1	Fusarium bactridioides	1	3	0
fusbeg1	Fusarium begoniae	1	0	0
fusbeo1	Fusarium beomiforme	1	6	0
fusboo1	Fusarium boothii	3	0	0
fusboo2	Fusarium boothii	3	0	0
fusboo3	Fusarium boothii	3	0	0
fusbra1	Fusarium brasiliense	1	7	0
fusbra2	Fusarium brasilicum	2	1	0
fusbra3	Fusarium brasilicum	2	2	0
fusbra4	Fusarium brachygibbosum	1	4	0
fusbre1	Fusarium brevicatenulatum	1	1	0
fusbuh1	Fusarium buharicum	1	2	0
fusbul1	Fusarium bulbicola	2	1	0
fusbul2	Fusarium bulbicola	2	8	0
fusbur1	Fusarium burgessii	1	13	0
fusbux1	Fusarium buxicola	1	1	0
fuscaa1	Fusarium caatingaense	1	0	0
fuscam1	Fusarium camptoceras	1	0	0
fuscer1	Fusarium cerealis	2	2	0
fuscer2	Fusarium cerealis	2	2	0
fuschl1	Fusarium chlamydosporum	1	5	0
fuscir1	Fusarium circinatum	9	0	0
fuscir2	Fusarium circinatum	9	0	0
fuscir3	Fusarium circinatum	9	3	0
fuscir4	Fusarium circinatum	9	0	0
fuscir5	Fusarium circinatum	9	0	0
fuscir6	Fusarium circinatum	9	0	0
fuscir7	Fusarium circinatum	9	3	1
fuscir8	Fusarium circinatum	9	1	0
fuscir9	Fusarium circinatum	9	1	1
fuscit1	Fusarium citri	1	2	1
fuscla1	Fusarium clavum	1	0	0
fuscof1	Fusarium coffeatum	2	0	0
fuscof2	Fusarium coffeatum	2	5	0
fuscoi1	Fusarium coicis	1	5	0
fuscom1	Fusarium commune	3	4	2
fuscom2	Fusarium commune	3	7	0
fuscom3	Fusarium commune	3	4	0
fuscon1	Fusarium concolor	1	5	0
fuscon2	Fusarium continuum	1	2	0
fuscon3	Fusarium concentricum	1	0	0
fuscor1	Fusarium cortaderiae	5	3	0
fuscor2	Fusarium cortaderiae	5	2	0
fuscor3	Fusarium cortaderiae	5	3	0
fuscor4	Fusarium cortaderiae	5	2	0
fuscor5	Fusarium cortaderiae	5	2	0
fuscul1	Fusarium culmorum	6	4	2
fuscul2	Fusarium culmorum	6	3	2
fuscul3	Fusarium culmorum	6	2	0
fuscul4	Fusarium culmorum	6	3	2
fuscul5	Fusarium culmorum	6	1	1
fuscul6	Fusarium culmorum	6	4	2
fuscun1	Fusarium cuneirostrum	1	4	0
fuscya1	Fusarium cyanostomum	1	4	0
fusdec1	Fusarium decemcellulare	1	1	0
fusden1	Fusarium denticulatum	1	2	0
fusdim1	Fusarium dimerum	1	4	0
fusdla1	Fusarium dlaminii	1	0	0
fusdom1	Fusarium domesticum	1	2	0
fusequ1	Fusarium equiseti	10	0	0
fusequ10	Fusarium equiseti	10	2	0
fusequ2	Fusarium equiseti	10	3	1
fusequ3	Fusarium equiseti	10	3	0
fusequ4	Fusarium equiseti	10	3	0
fusequ5	Fusarium equiseti	10	5	0
fusequ6	Fusarium equiseti	10	4	0
fusequ7	Fusarium equiseti	10	4	0
fusequ8	Fusarium equiseti	10	2	0
fusequ9	Fusarium equiseti	10	2	0
fuseuw1	Fusarium euwallaceae	2	0	0
fuseuw2	Fusarium euwallaceae	2	3	1
fusfal1	Fusarium falciforme	1	1	0
fusfla1	Fusarium flagelliforme	3	3	0
fusfla2	Fusarium flagelliforme	3	4	0
fusfla3	Fusarium flagelliforme	3	3	1
fusflo1	Fusarium floridanum	1	10	0
fusfoe1	Fusarium foetens	1	5	0
fusfra1	Fusarium fracticaudum	1	2	0
fusfuj1	Fusarium fujikuroi	10	0	0
fusfuj10	Fusarium fujikuroi	10	4	2
fusfuj2	Fusarium fujikuroi	10	8	1
fusfuj3	Fusarium fujikuroi	10	0	0
fusfuj4	Fusarium fujikuroi	10	0	0
fusfuj5	Fusarium fujikuroi	10	2	2
fusfuj6	Fusarium fujikuroi	10	0	0
fusfuj7	Fusarium fujikuroi	10	0	0
fusfuj8	Fusarium fujikuroi	10	0	0
fusfuj9	Fusarium fujikuroi	10	0	0
fusfus1	Fusarium sp.	43	1	0
fusfus10	Fusarium cf.	30	8	0
fusfus11	Fusarium cf.	30	3	0
fusfus12	Fusarium cf.	30	4	0
fusfus13	Fusarium cf.	30	3	0
fusfus14	Fusarium cf.	30	4	0
fusfus15	Fusarium cf.	30	8	0
fusfus16	Fusarium cf.	30	4	1
fusfus17	Fusarium cf.	30	0	0
fusfus18	Fusarium cf.	30	8	0
fusfus19	Fusarium cf.	30	8	0
fusfus2	Fusarium sp.	43	1	0
fusfus20	Fusarium cf.	30	4	0
fusfus21	Fusarium cf.	30	0	0
fusfus22	Fusarium cf.	30	3	0
fusfus23	Fusarium cf.	30	0	0
fusfus24	Fusarium cf.	30	4	0
fusfus25	Fusarium cf.	30	8	1
fusfus26	Fusarium cf.	30	3	0
fusfus27	Fusarium cf.	30	8	0
fusfus28	Fusarium cf.	30	3	0
fusfus29	Fusarium cf.	30	4	0
fusfus3	Fusarium sp.	43	5	0
fusfus30	Fusarium cf.	30	5	0
fusfus31	Fusarium cf.	30	13	0
fusfus32	Fusarium cf.	30	7	1
fusfus33	Fusarium cf.	30	0	0
fusfus34	Fusarium cf.	30	3	0
fusfus35	Fusarium sp.	43	3	0
fusfus36	Fusarium sp.	43	2	0
fusfus37	Fusarium sp.	43	3	0
fusfus38	Fusarium sp.	43	6	0
fusfus39	Fusarium sp.	43	5	0
fusfus4	Fusarium sp.	43	1	0
fusfus40	Fusarium sp.	43	9	0
fusfus41	Fusarium sp.	43	1	0
fusfus42	Fusarium sp.	43	1	0
fusfus43	Fusarium sp.	43	0	0
fusfus44	Fusarium sp.	43	1	0
fusfus45	Fusarium sp.	43	10	0
fusfus46	Fusarium sp.	43	1	0
fusfus47	Fusarium sp.	43	1	0
fusfus48	Fusarium sp.	43	2	0
fusfus49	Fusarium sp.	43	0	0
fusfus5	Fusarium cf.	30	7	0
fusfus50	Fusarium sp.	43	11	0
fusfus51	Fusarium sp.	43	7	0
fusfus52	Fusarium sp.	43	3	2
fusfus53	Fusarium sp.'flavolapis'	1	8	1
fusfus54	Fusarium sp.	43	1	0
fusfus55	Fusarium sp.	43	1	0
fusfus56	Fusarium sp.	43	3	0
fusfus57	Fusarium sp.	43	3	1
fusfus58	Fusarium sp.	43	2	0
fusfus59	Fusarium sp.	43	4	1
fusfus6	Fusarium cf.	30	2	0
fusfus60	Fusarium sp.	43	0	0
fusfus61	Fusarium sp.	43	0	0
fusfus62	Fusarium sp.	43	0	0
fusfus63	Fusarium sp.	43	3	0
fusfus64	Fusarium sp.	43	1	0
fusfus65	Fusarium sp.	43	2	0
fusfus7	Fusarium cf.	30	8	0
fusfus8	Fusarium cf.	30	4	0
fusfus9	Fusarium cf.	30	5	1
fusgad1	Fusarium gaditjirri	1	2	0
fusger1	Fusarium gerlachii	2	2	0
fusger2	Fusarium gerlachii	2	2	0
fusglo1	Fusarium globosum	1	5	0
fusgoo1	Fusarium goolgardi	1	1	0
fusgra10	Fusarium graminearum	10	0	0
fusgra11	Fusarium graminearum	10	0	0
