genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_30,Xc_GTX0491_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 7,23915,167940,10601,10656,1_10541,1_10596,41,3573236,3714349,2542,2592,0_2516,0_2565,41,-,3714349,3573236,2592,2542,0_2565,0_2516
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_31,Xc_GTX0491_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 11,35200,124393,10673,10702,1_10613,1_10642,25,1852496,1942913,4236,4264,0_4192,0_4219,25,-,1942913,1852496,4264,4236,0_4219,0_4192
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_33,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34,23671,46242,10767,10775,1_10706,1_10714,8,1179975,1248192,9113,9120,0_9030,0_9037,8,-,1248192,1179975,9120,9113,0_9037,0_9030
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_36,Xc_GTX0491_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15,94254,116700,10910,10919,1_10849,1_10858,9,195579,217378,4391,4400,0_4345,0_4354,9,-,217378,195579,4400,4391,0_4354,0_4345
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_36,Xc_GTX0491_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17,435,63054,10880,10909,1_10819,1_10848,22,99373,168979,5019,5045,0_4967,0_4993,22,-,168979,99373,5045,5019,0_4993,0_4967
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_4,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1,47021,66227,2564,2572,1_2549,1_2557,8,27552,47155,5,12,0_4,0_11,8,-,47155,27552,12,5,0_11,0_4
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_43,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36,7584,65884,11063,11086,1_11000,1_11023,14,1487761,1543230,9185,9204,0_9102,0_9121,14,-,1543230,1487761,9204,9185,0_9121,0_9102
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_45,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 38,133,49737,11096,11114,1_11033,1_11051,12,50912,103738,9233,9244,0_9150,0_9161,12,-,103738,50912,9244,9233,0_9161,0_9150
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_5,Xc_GTX0491_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 24,25499,1622648,3329,4020,1_3310,1_3996,573,509361,2179072,6446,7101,0_6378,0_7030,573,-,2179072,509361,7101,6446,0_7030,0_6378
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_6,Xc_GTX0491_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 18,17995,1632174,4033,4697,1_4009,1_4667,522,259917,2102005,5059,5707,0_5007,0_5644,522,-,2102005,259917,5707,5059,0_5644,0_5007
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_8,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 19,189,1550031,5353,5977,1_5317,1_5937,461,47672,1869429,5725,6299,0_5662,0_6233,461,-,1869429,47672,6299,5725,0_6233,0_5662
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_9,Xc_GTX0491_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29,1485539,1564558,6538,6572,1_6495,1_6529,22,71520,179886,8200,8225,0_8122,0_8147,22,-,179886,71520,8225,8200,0_8147,0_8122
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_9,Xc_GTX0491_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 31,44018,1416080,5987,6500,1_5947,1_6458,409,246274,1916993,8263,8761,0_8184,0_8680,409,-,1916993,246274,8761,8263,0_8680,0_8184
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_1,scaffold_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 53,11199,48464,1,17,1_0,1_16,6,1801889,1838844,6820,6834,3_6788,3_6802,6,+,1801889,1838844,6820,6834,3_6788,3_6802
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_13,scaffold_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 65,53236,670639,8017,8252,1_7969,1_8203,186,488136,1134515,8360,8553,3_8312,3_8505,186,+,488136,1134515,8360,8553,3_8312,3_8505
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_13,scaffold_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 32,671627,837396,8253,8325,1_8204,1_8275,59,219954,380439,5706,5767,3_5676,3_5736,59,+,219954,380439,5706,5767,3_5676,3_5736
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_14,scaffold_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 28,21052,800559,8327,8622,1_8277,1_8571,242,108035,926526,5049,5303,3_5023,3_5277,242,+,108035,926526,5049,5303,3_5023,3_5277
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_15,scaffold_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 13,11789,113131,8623,8662,1_8572,1_8610,23,3953393,4053973,3124,3156,3_3104,3_3135,23,+,3953393,4053973,3124,3156,3_3104,3_3135
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_18,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 24,1,424180,9260,9444,1_9206,1_9390,142,835868,1237234,4340,4484,3_4316,3_4460,142,+,835868,1237234,4340,4484,3_4316,3_4460
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_19,scaffold_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 18,721,371384,9445,9608,1_9391,1_9554,123,2630447,3036538,3957,4086,3_3933,3_4062,123,+,2630447,3036538,3957,4086,3_3933,3_4062
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 11,2193538,2241040,1746,1766,1_1737,1_1757,7,2302422,2321970,2611,2618,3_2591,3_2598,7,+,2302422,2321970,2611,2618,3_2591,3_2598
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 31,2271944,2326464,1775,1792,1_1766,1_1782,9,1803,67186,5672,5694,3_5642,3_5664,9,+,1803,67186,5672,5694,3_5642,3_5664
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_21,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 23,390,318815,9750,9886,1_9694,1_9829,113,521650,835045,4220,4339,3_4196,3_4315,113,+,521650,835045,4220,4339,3_4196,3_4315
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_28,scaffold_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 17,490,202810,10445,10531,1_10386,1_10472,64,2237250,2531719,3869,3956,3_3845,3_3932,64,+,2237250,2531719,3869,3956,3_3845,3_3932
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_29,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 21,823,160987,10532,10598,1_10473,1_10538,50,187783,348443,4144,4197,3_4120,3_4173,50,+,187783,348443,4144,4197,3_4120,3_4173
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_3,scaffold_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 4,726355,1935628,2040,2549,1_2029,1_2534,397,1009350,2199532,303,723,3_300,3_716,397,+,1009350,2199532,303,723,3_300,3_716
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_30,scaffold_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 61,15022,178111,10599,10659,1_10539,1_10599,38,212990,361188,7393,7438,3_7353,3_7397,38,+,212990,361188,7393,7438,3_7353,3_7397
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_32,scaffold_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 69,154,138130,10704,10766,1_10644,1_10705,42,914153,1050924,8793,8839,3_8745,3_8790,42,+,914153,1050924,8793,8839,3_8745,3_8790
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_34,scaffold_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 45,472,121111,10784,10835,1_10723,1_10774,42,1791931,1913484,6225,6266,3_6194,3_6235,42,+,1791931,1913484,6225,6266,3_6194,3_6235
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_36,scaffold_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 30,94254,116700,10910,10919,1_10849,1_10858,8,1948795,1970623,5603,5611,3_5573,3_5581,8,+,1948795,1970623,5603,5611,3_5573,3_5581
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_43,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 20,5926,65884,11062,11086,1_10999,1_11023,17,127113,187151,4127,4143,3_4103,3_4119,17,+,127113,187151,4127,4143,3_4103,3_4119
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_46,scaffold_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 27,1742,18738,11116,11124,1_11053,1_11061,6,7011,24106,5031,5037,3_5005,3_5011,6,+,7011,24106,5031,5037,3_5005,3_5011
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_5,scaffold_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 8,143066,1622648,3380,4020,1_3361,1_3996,515,750,1573149,1910,2445,3_1892,3_2425,515,+,750,1573149,1910,2445,3_1892,3_2425
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_9,scaffold_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 14,32556,1564558,5983,6572,1_5943,1_6529,462,97080,1611280,3164,3654,3_3143,3_3630,462,+,97080,1611280,3164,3654,3_3143,3_3630
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 4,1009350,2199532,303,723,3_300,3_716,397,726355,1935628,2040,2549,1_2029,1_2534,397,+,726355,1935628,2040,2549,1_2029,1_2534
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_11,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 65,488136,1134515,8360,8553,3_8312,3_8505,186,53236,670639,8017,8252,1_7969,1_8203,186,+,53236,670639,8017,8252,1_7969,1_8203
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_12,Xp_GTX0501_32,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 69,914153,1050924,8793,8839,3_8745,3_8790,42,154,138130,10704,10766,1_10644,1_10705,42,+,154,138130,10704,10766,1_10644,1_10705
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_2,Xp_GTX0501_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 13,3953393,4053973,3124,3156,3_3104,3_3135,23,11789,113131,8623,8662,1_8572,1_8610,23,+,11789,113131,8623,8662,1_8572,1_8610
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 11,2302422,2321970,2611,2618,3_2591,3_2598,7,2193538,2241040,1746,1766,1_1737,1_1757,7,+,2193538,2241040,1746,1766,1_1737,1_1757
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_2,Xp_GTX0501_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 8,750,1573149,1910,2445,3_1892,3_2425,515,143066,1622648,3380,4020,1_3361,1_3996,515,+,143066,1622648,3380,4020,1_3361,1_3996
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_3,Xp_GTX0501_19,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 18,2630447,3036538,3957,4086,3_3933,3_4062,123,721,371384,9445,9608,1_9391,1_9554,123,+,721,371384,9445,9608,1_9391,1_9554
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_3,Xp_GTX0501_28,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 17,2237250,2531719,3869,3956,3_3845,3_3932,64,490,202810,10445,10531,1_10386,1_10472,64,+,490,202810,10445,10531,1_10386,1_10472
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_3,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 14,97080,1611280,3164,3654,3_3143,3_3630,462,32556,1564558,5983,6572,1_5943,1_6529,462,+,32556,1564558,5983,6572,1_5943,1_6529
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_18,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 24,835868,1237234,4340,4484,3_4316,3_4460,142,1,424180,9260,9444,1_9206,1_9390,142,+,1,424180,9260,9444,1_9206,1_9390
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_21,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 23,521650,835045,4220,4339,3_4196,3_4315,113,390,318815,9750,9886,1_9694,1_9829,113,+,390,318815,9750,9886,1_9694,1_9829
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_29,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 21,187783,348443,4144,4197,3_4120,3_4173,50,823,160987,10532,10598,1_10473,1_10538,50,+,823,160987,10532,10598,1_10473,1_10538
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_43,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 20,127113,187151,4127,4143,3_4103,3_4119,17,5926,65884,11062,11086,1_10999,1_11023,17,+,5926,65884,11062,11086,1_10999,1_11023
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_5,Xp_GTX0501_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 28,108035,926526,5049,5303,3_5023,3_5277,242,21052,800559,8327,8622,1_8277,1_8571,242,+,21052,800559,8327,8622,1_8277,1_8571
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_5,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 30,1948795,1970623,5603,5611,3_5573,3_5581,8,94254,116700,10910,10919,1_10849,1_10858,8,+,94254,116700,10910,10919,1_10849,1_10858
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_5,Xp_GTX0501_46,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 27,7011,24106,5031,5037,3_5005,3_5011,6,1742,18738,11116,11124,1_11053,1_11061,6,+,1742,18738,11116,11124,1_11053,1_11061
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_6,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 32,219954,380439,5706,5767,3_5676,3_5736,59,671627,837396,8253,8325,1_8204,1_8275,59,+,671627,837396,8253,8325,1_8204,1_8275
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_6,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 31,1803,67186,5672,5694,3_5642,3_5664,9,2271944,2326464,1775,1792,1_1766,1_1782,9,+,2271944,2326464,1775,1792,1_1766,1_1782
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_6,Xp_GTX0501_34,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 45,1791931,1913484,6225,6266,3_6194,3_6235,42,472,121111,10784,10835,1_10723,1_10774,42,+,472,121111,10784,10835,1_10723,1_10774
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_7,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 53,1801889,1838844,6820,6834,3_6788,3_6802,6,11199,48464,1,17,1_0,1_16,6,+,11199,48464,1,17,1_0,1_16
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_9,Xp_GTX0501_30,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 61,212990,361188,7393,7438,3_7353,3_7397,38,15022,178111,10599,10659,1_10539,1_10599,38,+,15022,178111,10599,10659,1_10539,1_10599
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_1,scaffold_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 63,1331172,2637139,434,986,1_432,1_979,412,33675,1354849,7767,8217,3_7724,3_8170,412,-,1354849,33675,8217,7767,3_8170,3_7724
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_1,scaffold_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 46,97461,1479400,40,495,1_38,1_491,352,4304,1277651,6291,6688,3_6260,3_6656,352,-,1277651,4304,6688,6291,3_6656,3_6260
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_1,scaffold_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 51,13982,76353,2,29,1_1,1_27,16,1298761,1361056,6695,6718,3_6663,3_6686,16,-,1361056,1298761,6718,6695,3_6686,3_6663
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_10,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 26,3502,1483508,6574,7141,1_6531,1_7097,456,1503537,2988170,4538,5027,3_4514,3_5001,456,-,2988170,1503537,5027,4538,3_5001,3_4514
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_11,scaffold_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 62,26019,1213113,7142,7581,1_7098,1_7534,324,292990,1431175,7418,7764,3_7378,3_7721,324,-,1431175,292990,7764,7418,3_7721,3_7378
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_12,scaffold_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 29,281,1203177,7582,8015,1_7535,1_7967,334,962981,2182669,5305,5671,3_5279,3_5641,334,-,2182669,962981,5671,5305,3_5641,3_5279
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_15,scaffold_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 71,35797,603217,8634,8857,1_8582,1_8805,174,509582,1070649,8949,9142,3_8899,3_9092,174,-,1070649,509582,9142,8949,3_9092,3_8899
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_16,scaffold_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 16,3408,545602,8860,9086,1_8807,1_9033,188,1686860,2263911,3667,3879,3_3643,3_3855,188,-,2263911,1686860,3879,3667,3_3855,3_3643
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_17,scaffold_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 64,16807,459780,9088,9257,1_9035,1_9203,128,1894,433838,8218,8359,3_8171,3_8311,128,-,433838,1894,8359,8218,3_8311,3_8171
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 72,406018,644689,1044,1139,1_1037,1_1131,80,83,233646,9143,9229,3_9093,3_9179,80,-,233646,83,9229,9143,3_9179,3_9093
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 10,2248915,2326464,1769,1792,1_1760,1_1782,16,2200508,2299214,2581,2609,3_2561,3_2589,16,-,2299214,2200508,2609,2581,3_2589,3_2561
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 12,659078,2190637,1147,1744,1_1139,1_1735,468,2328859,3847210,2620,3119,3_2600,3_3099,468,-,3847210,2328859,3119,2620,3_3099,3_2600
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_2,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 25,11106,101895,989,1002,1_982,1_995,12,1285269,1373459,4489,4504,3_4465,3_4480,12,-,1373459,1285269,4504,4489,3_4480,3_4465
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_20,scaffold_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 6,5369,330849,9613,9749,1_9559,1_9693,105,3535718,3879875,1178,1291,3_1167,3_1278,105,-,3879875,3535718,1291,1178,3_1278,3_1167
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_22,scaffold_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 2,12206,299895,9889,10008,1_9832,1_9951,99,139883,424261,58,157,3_55,3_154,99,-,424261,139883,157,58,3_154,3_55
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_24,scaffold_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 3,1366,269941,10098,10190,1_10041,1_10133,68,739465,953701,223,299,3_220,3_296,68,-,953701,739465,299,223,3_296,3_220
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_25,scaffold_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 1,9478,146898,10192,10260,1_10135,1_10201,52,131,135578,1,56,3_0,3_53,52,-,135578,131,56,1,3_53,3_0
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_26,scaffold_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 52,40913,219218,10302,10369,1_10243,1_10310,35,1357425,1546574,6717,6766,3_6685,3_6734,35,-,1546574,1357425,6766,6717,3_6734,3_6685
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_27,scaffold_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 70,775,184712,10373,10444,1_10314,1_10385,51,123328,303297,8847,8903,3_8798,3_8854,51,-,303297,123328,8903,8847,3_8854,3_8798
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_28,scaffold_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 60,172076,202810,10522,10531,1_10463,1_10472,10,113889,142790,7383,7392,3_7343,3_7352,10,-,142790,113889,7392,7383,3_7352,3_7343
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_3,scaffold_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 66,6803,789773,1793,2062,1_1783,1_2051,188,1613,745726,8554,8752,3_8506,3_8704,188,-,745726,1613,8752,8554,3_8704,3_8506
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_31,scaffold_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 67,1566,124393,10661,10702,1_10601,1_10642,36,747477,870539,8753,8788,3_8705,3_8740,36,-,870539,747477,8788,8753,3_8740,3_8705
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_33,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 22,23671,46242,10767,10775,1_10706,1_10714,8,374916,396867,4198,4205,3_4174,3_4181,8,-,396867,374916,4205,4198,3_4181,3_4174
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_35,scaffold_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 19,3658,86495,10840,10874,1_10779,1_10813,28,41169,123419,4097,4126,3_4073,3_4102,28,-,123419,41169,4126,4097,3_4102,3_4073
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_36,scaffold_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 57,9838,63054,10884,10909,1_10823,1_10848,16,1387261,1440561,7327,7343,3_7287,3_7303,16,-,1440561,1387261,7343,7327,3_7303,3_7287
