Orthogroup	Xanthoria_parietina_SAMEA115359166	Xanthoria_parietina_GTX0501
OG0001262	XANPARI20_004400-T1	XANPAGTX0501_008950-T1
OG0001263	XANPARI20_004399-T1	XANPAGTX0501_008949-T2, XANPAGTX0501_008949-T1
OG0001264	XANPARI20_004394-T1	XANPAGTX0501_008944-T1
OG0001265	XANPARI20_004363-T1	XANPAGTX0501_008909-T1, XANPAGTX0501_008909-T2
OG0001266	XANPARI20_004342-T1	XANPAGTX0501_008880-T2, XANPAGTX0501_008880-T1
OG0001267	XANPARI20_004341-T1	XANPAGTX0501_008879-T2, XANPAGTX0501_008879-T1
OG0001268	XANPARI20_004338-T1	XANPAGTX0501_009484-T1
OG0001269	XANPARI20_004328-T1	XANPAGTX0501_009476-T2, XANPAGTX0501_009476-T1
OG0001270	XANPARI20_004310-T1	XANPAGTX0501_009456-T2, XANPAGTX0501_009456-T1
OG0001271	XANPARI20_004305-T1	XANPAGTX0501_009450-T1
OG0001272	XANPARI20_004302-T1	XANPAGTX0501_009447-T1
OG0001273	XANPARI20_004279-T1	XANPAGTX0501_009418-T1
OG0001274	XANPARI20_004276-T1	XANPAGTX0501_009414-T1
OG0001275	XANPARI20_004263-T1	XANPAGTX0501_009399-T1
OG0001276	XANPARI20_004236-T1	XANPAGTX0501_009369-T1
OG0001277	XANPARI20_004229-T1	XANPAGTX0501_009362-T2, XANPAGTX0501_009362-T1
OG0001278	XANPARI20_004226-T1	XANPAGTX0501_009360-T1
OG0001279	XANPARI20_004200-T1	XANPAGTX0501_010340-T1, XANPAGTX0501_010340-T2
OG0001280	XANPARI20_004172-T1	XANPAGTX0501_010142-T2, XANPAGTX0501_010142-T1
OG0001281	XANPARI20_004161-T1	XANPAGTX0501_010126-T1, XANPAGTX0501_010126-T2
OG0001282	XANPARI20_004157-T1	XANPAGTX0501_010556-T1, XANPAGTX0501_010121-T1
OG0001283	XANPARI20_004132-T1	XANPAGTX0501_010628-T2, XANPAGTX0501_010628-T1
OG0001284	XANPARI20_004120-T1	XANPAGTX0501_010413-T1
OG0001285	XANPARI20_003658-T1	XANPAGTX0501_010669-T1, XANPAGTX0501_010668-T1
OG0001286	XANPARI20_003660-T1	XANPAGTX0501_010663-T1, XANPAGTX0501_010662-T1
OG0001287	XANPARI20_003686-T1	XANPAGTX0501_008688-T1
OG0001288	XANPARI20_003692-T1	XANPAGTX0501_008682-T1
OG0001289	XANPARI20_003742-T1	XANPAGTX0501_008631-T1
OG0001290	XANPARI20_003743-T1	XANPAGTX0501_008630-T1
OG0001291	XANPARI20_003744-T1	XANPAGTX0501_008629-T1
OG0001292	XANPARI20_003745-T1	XANPAGTX0501_008628-T1
OG0001293	XANPARI20_003767-T1	XANPAGTX0501_008602-T1, XANPAGTX0501_008602-T2
OG0001294	XANPARI20_003814-T1	XANPAGTX0501_008549-T1
OG0001295	XANPARI20_003842-T1	XANPAGTX0501_008519-T2, XANPAGTX0501_008519-T1
OG0001296	XANPARI20_003855-T1	XANPAGTX0501_008506-T2, XANPAGTX0501_008506-T1
OG0001297	XANPARI20_003863-T1, XANPARI20_003875-T1	XANPAGTX0501_008497-T1
OG0001298	XANPARI20_003876-T1, XANPARI20_003864-T1	XANPAGTX0501_008496-T1
OG0001299	XANPARI20_003877-T1, XANPARI20_003865-T1	XANPAGTX0501_008495-T1
OG0001300	XANPARI20_003866-T1, XANPARI20_003878-T1	XANPAGTX0501_008494-T1
OG0001301	XANPARI20_003889-T1, XANPARI20_003869-T1	XANPAGTX0501_010030-T1
OG0001302	XANPARI20_003871-T1, XANPARI20_003891-T1	XANPAGTX0501_010032-T1
OG0001303	XANPARI20_003872-T1, XANPARI20_003892-T1	XANPAGTX0501_010033-T1
OG0001304	XANPARI20_003893-T1, XANPARI20_003873-T1	XANPAGTX0501_010034-T1
OG0001305	XANPARI20_003916-T1	XANPAGTX0501_010058-T1, XANPAGTX0501_010058-T2
OG0001306	XANPARI20_003933-T1	XANPAGTX0501_010078-T2, XANPAGTX0501_010078-T1
OG0001307	XANPARI20_003934-T1	XANPAGTX0501_010079-T1
OG0001308	XANPARI20_003944-T1	XANPAGTX0501_010092-T2, XANPAGTX0501_010092-T1
OG0001309	XANPARI20_007391-T1, XANPARI20_003948-T1	XANPAGTX0501_010098-T1
OG0001310	XANPARI20_007390-T1, XANPARI20_003949-T1	XANPAGTX0501_010099-T1
OG0001311	XANPARI20_003950-T1, XANPARI20_007389-T1	XANPAGTX0501_010100-T1
OG0001312	XANPARI20_003951-T1, XANPARI20_007388-T1	XANPAGTX0501_010101-T1
OG0001313	XANPARI20_003952-T1, XANPARI20_007387-T1	XANPAGTX0501_010102-T1
OG0001314	XANPARI20_007385-T1, XANPARI20_003954-T1	XANPAGTX0501_010104-T1
OG0001315	XANPARI20_007384-T1, XANPARI20_003955-T1	XANPAGTX0501_010105-T1
OG0001316	XANPARI20_003956-T1, XANPARI20_007383-T1	XANPAGTX0501_010106-T1
OG0001317	XANPARI20_003959-T1, XANPARI20_007380-T1	XANPAGTX0501_009058-T1
OG0001318	XANPARI20_003960-T1, XANPARI20_007379-T1	XANPAGTX0501_009059-T1
OG0001319	XANPARI20_003961-T1, XANPARI20_007378-T1	XANPAGTX0501_009060-T1
OG0001320	XANPARI20_003982-T1	XANPAGTX0501_009082-T1
OG0001321	XANPARI20_004014-T1	XANPAGTX0501_009121-T1
OG0001322	XANPARI20_004022-T1	XANPAGTX0501_009130-T1, XANPAGTX0501_009130-T2
OG0001323	XANPARI20_004040-T1	XANPAGTX0501_009150-T1
OG0001324	XANPARI20_004043-T1	XANPAGTX0501_009153-T1
OG0001325	XANPARI20_004068-T1	XANPAGTX0501_009181-T1, XANPAGTX0501_007274-T1
OG0001326	XANPARI20_004077-T1	XANPAGTX0501_009201-T1, XANPAGTX0501_009191-T1
OG0001327	XANPARI20_004078-T1	XANPAGTX0501_009202-T1, XANPAGTX0501_009192-T1
OG0001328	XANPARI20_004081-T1	XANPAGTX0501_009200-T1, XANPAGTX0501_009209-T1
OG0001329	XANPARI20_005029-T1, XANPARI20_004083-T1	XANPAGTX0501_009211-T1
OG0001330	XANPARI20_005030-T1, XANPARI20_004084-T1	XANPAGTX0501_009213-T1
OG0001331	XANPARI20_004086-T1	XANPAGTX0501_010676-T1, XANPAGTX0501_009216-T1
OG0001332	XANPARI20_005033-T1, XANPARI20_004087-T1	XANPAGTX0501_010679-T1
OG0001333	XANPARI20_005037-T1, XANPARI20_004091-T1	XANPAGTX0501_010683-T1
OG0001334	XANPARI20_004090-T1, XANPARI20_005036-T1	XANPAGTX0501_010681-T1
OG0001335	XANPARI20_000290-T1	XANPAGTX0501_009700-T1, XANPAGTX0501_005620-T1
OG0001336	XANPARI20_000284-T1	XANPAGTX0501_009709-T1, XANPAGTX0501_010557-T1
OG0001337	XANPARI20_000267-T1	XANPAGTX0501_009728-T1
OG0001338	XANPARI20_000157-T1	XANPAGTX0501_009487-T1, XANPAGTX0501_009487-T2
OG0001339	XANPARI20_000140-T1	XANPAGTX0501_009506-T1, XANPAGTX0501_009506-T2
OG0001340	XANPARI20_000139-T1	XANPAGTX0501_009507-T1
OG0001341	XANPARI20_000129-T1	XANPAGTX0501_009517-T1, XANPAGTX0501_005756-T1
OG0001342	XANPARI20_000090-T1	XANPAGTX0501_009566-T1, XANPAGTX0501_010433-T1
OG0001343	XANPARI20_000080-T1	XANPAGTX0501_009578-T1
OG0001344	XANPARI20_000060-T1	XANPAGTX0501_009601-T1, XANPAGTX0501_009600-T1
OG0001345	XANPARI20_000026-T1	XANPAGTX0501_009816-T1
OG0001346	XANPARI20_000004-T1	XANPAGTX0501_007184-T1, XANPAGTX0501_009844-T1
OG0001348	XANPARI20_003123-T1, XANPARI20_006449-T1	XANPAGTX0501_000308-T1
OG0001349	XANPARI20_009142-T1, XANPARI20_003133-T1	XANPAGTX0501_008277-T1
OG0001350	XANPARI20_003135-T1, XANPARI20_009140-T1	XANPAGTX0501_008279-T1
OG0001351	XANPARI20_009138-T1, XANPARI20_003137-T1	XANPAGTX0501_008282-T1
OG0001352	XANPARI20_003139-T1, XANPARI20_009136-T1	XANPAGTX0501_008285-T1
OG0001353	XANPARI20_003140-T1, XANPARI20_009135-T1	XANPAGTX0501_008286-T1
OG0001354	XANPARI20_009134-T1, XANPARI20_003141-T1	XANPAGTX0501_008287-T1
OG0001355	XANPARI20_009133-T1, XANPARI20_003142-T1	XANPAGTX0501_008288-T1
OG0001356	XANPARI20_003143-T1, XANPARI20_009132-T1	XANPAGTX0501_008289-T1
OG0001357	XANPARI20_009131-T1, XANPARI20_003144-T1	XANPAGTX0501_008290-T1
OG0001358	XANPARI20_009129-T1, XANPARI20_003145-T1	XANPAGTX0501_008292-T1
OG0001359	XANPARI20_009128-T1, XANPARI20_003146-T1	XANPAGTX0501_008293-T1
OG0001360	XANPARI20_003150-T1, XANPARI20_009124-T1	XANPAGTX0501_008298-T1
OG0001361	XANPARI20_009123-T1, XANPARI20_003151-T1	XANPAGTX0501_008299-T1
OG0001362	XANPARI20_009122-T1, XANPARI20_003152-T1	XANPAGTX0501_008300-T1
OG0001363	XANPARI20_003153-T1, XANPARI20_009121-T1	XANPAGTX0501_008301-T1
OG0001364	XANPARI20_009120-T1, XANPARI20_003154-T1	XANPAGTX0501_008302-T1
OG0001365	XANPARI20_003156-T1, XANPARI20_009118-T1	XANPAGTX0501_008304-T1
OG0001366	XANPARI20_009117-T1, XANPARI20_003157-T1	XANPAGTX0501_008305-T1
OG0001367	XANPARI20_009106-T1	XANPAGTX0501_008877-T1, XANPAGTX0501_008317-T1
OG0001368	XANPARI20_009092-T1, XANPARI20_009093-T1	XANPAGTX0501_008335-T1
OG0001369	XANPARI20_009068-T1	XANPAGTX0501_008359-T2, XANPAGTX0501_008359-T1
OG0001370	XANPARI20_009059-T1	XANPAGTX0501_008373-T1
OG0001371	XANPARI20_009039-T1	XANPAGTX0501_008394-T1, XANPAGTX0501_008416-T1
OG0001372	XANPARI20_009029-T1	XANPAGTX0501_008404-T1, XANPAGTX0501_008404-T2
OG0001373	XANPARI20_009009-T1	XANPAGTX0501_008425-T2, XANPAGTX0501_008425-T1
OG0001374	XANPARI20_008975-T1	XANPAGTX0501_008462-T1, XANPAGTX0501_008462-T2
OG0001375	XANPARI20_008966-T1	XANPAGTX0501_008472-T1
OG0001376	XANPARI20_008960-T1	XANPAGTX0501_008479-T1
OG0001377	XANPARI20_008904-T1	XANPAGTX0501_005717-T1, XANPAGTX0501_010738-T1
OG0001378	XANPARI20_008889-T1	XANPAGTX0501_009973-T1
OG0001379	XANPARI20_008881-T1	XANPAGTX0501_009985-T1, XANPAGTX0501_009984-T1
OG0001380	XANPARI20_008866-T1	XANPAGTX0501_010009-T1
OG0001381	XANPARI20_008864-T1	XANPAGTX0501_010010-T1, XANPAGTX0501_010011-T1
OG0001382	XANPARI20_008860-T1, XANPARI20_008844-T1	XANPAGTX0501_010015-T1
OG0001383	XANPARI20_008855-T1, XANPARI20_004505-T1	XANPAGTX0501_010019-T1
OG0001385	XANPARI20_003593-T1	XANPAGTX0501_006219-T1, XANPAGTX0501_009861-T1, XANPAGTX0501_000992-T1
OG0001386	XANPARI20_007357-T1, XANPARI20_008749-T1	XANPAGTX0501_001720-T2, XANPAGTX0501_001720-T1
OG0001387	XANPARI20_008748-T1	XANPAGTX0501_001721-T1
OG0001387	XANPARI20_007356-T1	XANPAGTX0501_010495-T1
OG0001388	XANPARI20_006033-T1, XANPARI20_006032-T1	XANPAGTX0501_005304-T1
OG0001389	XANPARI20_006740-T1	XANPAGTX0501_009923-T1
OG0001389	XANPARI20_005081-T1	XANPAGTX0501_008018-T1
OG0001390	XANPARI20_004085-T1, XANPARI20_005031-T1	XANPAGTX0501_010675-T1, XANPAGTX0501_009215-T1
OG0001391	XANPARI20_008796-T1	XANPAGTX0501_010275-T1, XANPAGTX0501_010524-T1, XANPAGTX0501_010525-T1
OG0001392	XANPARI20_007348-T1	XANPAGTX0501_010506-T1
OG0001392	XANPARI20_005773-T1	XANPAGTX0501_010724-T1, XANPAGTX0501_010723-T1
OG0001393	XANPARI20_001904-T1	XANPAGTX0501_002452-T1
OG0001394	XANPARI20_001903-T1	XANPAGTX0501_002453-T1
OG0001395	XANPARI20_001898-T1	XANPAGTX0501_002464-T1
OG0001396	XANPARI20_001899-T1	XANPAGTX0501_002457-T1
OG0001397	XANPARI20_001891-T1	XANPAGTX0501_002472-T1, XANPAGTX0501_002473-T1
OG0001398	XANPARI20_001890-T1	XANPAGTX0501_002474-T1
OG0001399	XANPARI20_001889-T1	XANPAGTX0501_002476-T1
OG0001400	XANPARI20_001888-T1	XANPAGTX0501_002477-T1
OG0001401	XANPARI20_001886-T1	XANPAGTX0501_002479-T1
OG0001402	XANPARI20_001884-T1	XANPAGTX0501_002481-T1
OG0001403	XANPARI20_001883-T1	XANPAGTX0501_002482-T1
OG0001404	XANPARI20_001879-T1	XANPAGTX0501_002485-T1
OG0001405	XANPARI20_001877-T1	XANPAGTX0501_002487-T1
OG0001406	XANPARI20_001876-T1	XANPAGTX0501_002488-T1
OG0001407	XANPARI20_001874-T1	XANPAGTX0501_002491-T1
OG0001408	XANPARI20_001871-T1	XANPAGTX0501_002494-T1
OG0001409	XANPARI20_001870-T1	XANPAGTX0501_002496-T1
OG0001410	XANPARI20_001868-T1	XANPAGTX0501_002498-T1
OG0001411	XANPARI20_001867-T1	XANPAGTX0501_002499-T1
OG0001412	XANPARI20_001866-T1	XANPAGTX0501_002500-T1
OG0001413	XANPARI20_001863-T1	XANPAGTX0501_002502-T1
OG0001414	XANPARI20_001862-T1	XANPAGTX0501_002504-T1
OG0001415	XANPARI20_001861-T1	XANPAGTX0501_002505-T1
OG0001416	XANPARI20_001860-T1	XANPAGTX0501_002507-T1
OG0001417	XANPARI20_001859-T1	XANPAGTX0501_002508-T1
OG0001418	XANPARI20_001857-T1	XANPAGTX0501_002510-T1
OG0001419	XANPARI20_001856-T1	XANPAGTX0501_002511-T1
OG0001420	XANPARI20_001854-T1	XANPAGTX0501_002513-T1
OG0001421	XANPARI20_001853-T1	XANPAGTX0501_002515-T1
OG0001422	XANPARI20_001852-T1	XANPAGTX0501_002516-T1
OG0001423	XANPARI20_001851-T1	XANPAGTX0501_002517-T1
OG0001424	XANPARI20_001849-T1	XANPAGTX0501_002520-T1
OG0001425	XANPARI20_001847-T1	XANPAGTX0501_002522-T1
OG0001426	XANPARI20_001846-T1	XANPAGTX0501_002524-T1
OG0001427	XANPARI20_001845-T1	XANPAGTX0501_002526-T1
OG0001428	XANPARI20_001844-T1	XANPAGTX0501_002527-T1
OG0001429	XANPARI20_001843-T1	XANPAGTX0501_002528-T1
OG0001430	XANPARI20_001841-T1	XANPAGTX0501_002530-T1
OG0001431	XANPARI20_001840-T1	XANPAGTX0501_002531-T1
OG0001432	XANPARI20_001839-T1	XANPAGTX0501_002532-T1
OG0001433	XANPARI20_001838-T1	XANPAGTX0501_002533-T1
OG0001434	XANPARI20_001835-T1	XANPAGTX0501_002536-T1
OG0001435	XANPARI20_001834-T1	XANPAGTX0501_002537-T1
OG0001436	XANPARI20_001833-T1	XANPAGTX0501_002538-T1
OG0001437	XANPARI20_001832-T1	XANPAGTX0501_002539-T1
OG0001438	XANPARI20_001831-T1	XANPAGTX0501_002540-T1
OG0001439	XANPARI20_001829-T1	XANPAGTX0501_002542-T1
OG0001440	XANPARI20_001828-T1	XANPAGTX0501_002543-T1
OG0001441	XANPARI20_001827-T1	XANPAGTX0501_002544-T1
OG0001442	XANPARI20_001826-T1	XANPAGTX0501_002545-T1
OG0001443	XANPARI20_001825-T1	XANPAGTX0501_002547-T1
OG0001444	XANPARI20_001824-T1	XANPAGTX0501_002548-T1
OG0001445	XANPARI20_001823-T1	XANPAGTX0501_002549-T1
OG0001446	XANPARI20_001822-T1	XANPAGTX0501_002550-T1
OG0001447	XANPARI20_001821-T1	XANPAGTX0501_002551-T1
OG0001448	XANPARI20_001820-T1	XANPAGTX0501_002552-T1
OG0001449	XANPARI20_001818-T1	XANPAGTX0501_002554-T1
OG0001450	XANPARI20_001817-T1	XANPAGTX0501_002556-T1
OG0001451	XANPARI20_001816-T1	XANPAGTX0501_002557-T1
OG0001452	XANPARI20_001815-T1	XANPAGTX0501_002558-T1
OG0001453	XANPARI20_001814-T1	XANPAGTX0501_002559-T1
OG0001454	XANPARI20_001813-T1	XANPAGTX0501_002560-T1
OG0001455	XANPARI20_001811-T1	XANPAGTX0501_002561-T1
OG0001456	XANPARI20_001809-T1	XANPAGTX0501_002564-T1
OG0001457	XANPARI20_001807-T1	XANPAGTX0501_002567-T1
OG0001458	XANPARI20_001806-T1	XANPAGTX0501_002568-T1
OG0001459	XANPARI20_001805-T1	XANPAGTX0501_002569-T1
OG0001460	XANPARI20_001804-T1	XANPAGTX0501_002570-T1
OG0001461	XANPARI20_001803-T1	XANPAGTX0501_002571-T1
OG0001462	XANPARI20_001802-T1	XANPAGTX0501_002572-T1
OG0001463	XANPARI20_001801-T1	XANPAGTX0501_002574-T1
OG0001464	XANPARI20_001800-T1	XANPAGTX0501_002575-T1
OG0001465	XANPARI20_001799-T1	XANPAGTX0501_002576-T1
OG0001466	XANPARI20_001798-T1	XANPAGTX0501_002578-T1
OG0001467	XANPARI20_001797-T1	XANPAGTX0501_002579-T1
OG0001468	XANPARI20_001796-T1	XANPAGTX0501_002580-T1
OG0001469	XANPARI20_001795-T1	XANPAGTX0501_002581-T1
OG0001470	XANPARI20_001792-T1	XANPAGTX0501_002585-T1
OG0001471	XANPARI20_001791-T1	XANPAGTX0501_002587-T1
OG0001472	XANPARI20_001790-T1	XANPAGTX0501_002588-T1
OG0001473	XANPARI20_001789-T1	XANPAGTX0501_002590-T1
OG0001474	XANPARI20_001787-T1	XANPAGTX0501_002592-T1
OG0001475	XANPARI20_001786-T1	XANPAGTX0501_002593-T1
OG0001476	XANPARI20_001785-T1	XANPAGTX0501_002594-T1
OG0001477	XANPARI20_001784-T1	XANPAGTX0501_002595-T1
OG0001478	XANPARI20_001783-T1	XANPAGTX0501_002596-T1
OG0001479	XANPARI20_001780-T1	XANPAGTX0501_002599-T1
OG0001480	XANPARI20_001781-T1	XANPAGTX0501_002598-T1
OG0001481	XANPARI20_001779-T1	XANPAGTX0501_002600-T1
OG0001482	XANPARI20_001778-T1	XANPAGTX0501_002601-T1
OG0001483	XANPARI20_001777-T1	XANPAGTX0501_002602-T1
OG0001484	XANPARI20_001772-T1	XANPAGTX0501_002606-T1
OG0001485	XANPARI20_001771-T1	XANPAGTX0501_002607-T1
OG0001486	XANPARI20_001769-T1	XANPAGTX0501_002610-T1
OG0001487	XANPARI20_001768-T1	XANPAGTX0501_002611-T1
OG0001488	XANPARI20_001767-T1	XANPAGTX0501_002612-T1
OG0001489	XANPARI20_001766-T1	XANPAGTX0501_002614-T1
OG0001490	XANPARI20_001765-T1	XANPAGTX0501_002615-T1
OG0001491	XANPARI20_001764-T1	XANPAGTX0501_002616-T1
OG0001492	XANPARI20_001762-T1	XANPAGTX0501_002617-T1
OG0001493	XANPARI20_001761-T1	XANPAGTX0501_002619-T1
OG0001494	XANPARI20_001759-T1	XANPAGTX0501_002621-T1
OG0001495	XANPARI20_001758-T1	XANPAGTX0501_002622-T1
OG0001496	XANPARI20_001757-T1	XANPAGTX0501_002623-T1
OG0001497	XANPARI20_001756-T1	XANPAGTX0501_002624-T1
OG0001498	XANPARI20_001755-T1	XANPAGTX0501_002625-T1
OG0001499	XANPARI20_001754-T1	XANPAGTX0501_002626-T1
OG0001500	XANPARI20_001752-T1	XANPAGTX0501_002628-T1
OG0001501	XANPARI20_001751-T1	XANPAGTX0501_002629-T1
OG0001502	XANPARI20_001750-T1	XANPAGTX0501_002630-T1
OG0001503	XANPARI20_001749-T1	XANPAGTX0501_002631-T1
OG0001504	XANPARI20_001747-T1	XANPAGTX0501_002633-T1
OG0001505	XANPARI20_001746-T1	XANPAGTX0501_002634-T1
OG0001506	XANPARI20_001744-T1	XANPAGTX0501_002637-T1
OG0001507	XANPARI20_001743-T1	XANPAGTX0501_002638-T1
OG0001508	XANPARI20_001742-T1	XANPAGTX0501_002639-T1
OG0001509	XANPARI20_001741-T1	XANPAGTX0501_002640-T1
OG0001510	XANPARI20_001739-T1	XANPAGTX0501_002642-T1
OG0001511	XANPARI20_001738-T1	XANPAGTX0501_002643-T1
OG0001512	XANPARI20_001737-T1	XANPAGTX0501_002644-T1
OG0001513	XANPARI20_001736-T1	XANPAGTX0501_002645-T1
OG0001514	XANPARI20_001735-T1	XANPAGTX0501_002647-T1
OG0001515	XANPARI20_001733-T1	XANPAGTX0501_002650-T1
OG0001516	XANPARI20_001732-T1	XANPAGTX0501_002652-T1
OG0001517	XANPARI20_001731-T1	XANPAGTX0501_002653-T1
OG0001518	XANPARI20_001730-T1	XANPAGTX0501_002654-T1
OG0001519	XANPARI20_001729-T1	XANPAGTX0501_002655-T1
OG0001520	XANPARI20_001728-T1	XANPAGTX0501_002657-T1
OG0001521	XANPARI20_001727-T1	XANPAGTX0501_002659-T1
OG0001522	XANPARI20_001726-T1	XANPAGTX0501_002660-T1
OG0001523	XANPARI20_001725-T1	XANPAGTX0501_002661-T1
OG0001524	XANPARI20_001724-T1	XANPAGTX0501_002662-T1
OG0001525	XANPARI20_001723-T1	XANPAGTX0501_002663-T1
OG0001526	XANPARI20_001722-T1	XANPAGTX0501_002664-T1
OG0001527	XANPARI20_001721-T1	XANPAGTX0501_002665-T1
OG0001528	XANPARI20_001720-T1	XANPAGTX0501_002666-T1
OG0001529	XANPARI20_001719-T1	XANPAGTX0501_002667-T1
OG0001530	XANPARI20_001718-T1	XANPAGTX0501_002668-T1
OG0001531	XANPARI20_001717-T1	XANPAGTX0501_002669-T1
OG0001532	XANPARI20_001715-T1	XANPAGTX0501_002671-T1
OG0001533	XANPARI20_001714-T1	XANPAGTX0501_002672-T1
OG0001534	XANPARI20_001713-T1	XANPAGTX0501_002673-T1
OG0001535	XANPARI20_001712-T1	XANPAGTX0501_002674-T1
OG0001536	XANPARI20_001711-T1	XANPAGTX0501_002676-T1
OG0001537	XANPARI20_001710-T1	XANPAGTX0501_002677-T1
OG0001538	XANPARI20_001709-T1	XANPAGTX0501_002678-T1
OG0001539	XANPARI20_001708-T1	XANPAGTX0501_002679-T1
OG0001540	XANPARI20_001707-T1	XANPAGTX0501_002680-T1
OG0001541	XANPARI20_001706-T1	XANPAGTX0501_002683-T1
OG0001542	XANPARI20_001704-T1	XANPAGTX0501_002686-T1
OG0001543	XANPARI20_001703-T1	XANPAGTX0501_002687-T1
OG0001544	XANPARI20_001702-T1	XANPAGTX0501_002689-T1
OG0001545	XANPARI20_001701-T1	XANPAGTX0501_002690-T1
OG0001546	XANPARI20_001700-T1	XANPAGTX0501_002691-T1
OG0001547	XANPARI20_001697-T1	XANPAGTX0501_002694-T1
OG0001548	XANPARI20_001696-T1	XANPAGTX0501_002695-T1
OG0001549	XANPARI20_001695-T1	XANPAGTX0501_002696-T1
OG0001550	XANPARI20_001694-T1	XANPAGTX0501_002698-T1
OG0001551	XANPARI20_001691-T1	XANPAGTX0501_002701-T1
OG0001552	XANPARI20_001690-T1	XANPAGTX0501_002702-T1
OG0001553	XANPARI20_001688-T1	XANPAGTX0501_002704-T1
OG0001554	XANPARI20_001687-T1	XANPAGTX0501_002707-T1
OG0001555	XANPARI20_001686-T1	XANPAGTX0501_002708-T1
OG0001556	XANPARI20_001685-T1	XANPAGTX0501_002709-T1
OG0001557	XANPARI20_001683-T1	XANPAGTX0501_002713-T1
OG0001558	XANPARI20_001682-T1	XANPAGTX0501_002714-T1
OG0001559	XANPARI20_001679-T1	XANPAGTX0501_002719-T1
OG0001560	XANPARI20_001678-T1	XANPAGTX0501_002720-T1
OG0001561	XANPARI20_001677-T1	XANPAGTX0501_002721-T1
OG0001563	XANPARI20_001676-T1	XANPAGTX0501_002722-T1
OG0001564	XANPARI20_001675-T1	XANPAGTX0501_002723-T1
OG0001565	XANPARI20_001674-T1	XANPAGTX0501_002724-T1
OG0001566	XANPARI20_001673-T1	XANPAGTX0501_002725-T1
OG0001567	XANPARI20_001671-T1	XANPAGTX0501_002727-T1
OG0001568	XANPARI20_001670-T1	XANPAGTX0501_002728-T1
OG0001569	XANPARI20_001669-T1	XANPAGTX0501_002730-T1
OG0001570	XANPARI20_001668-T1	XANPAGTX0501_002731-T1
OG0001571	XANPARI20_001667-T1	XANPAGTX0501_002732-T1
OG0001572	XANPARI20_001666-T1	XANPAGTX0501_002733-T1
OG0001573	XANPARI20_001665-T1	XANPAGTX0501_002734-T1
OG0001574	XANPARI20_001663-T1	XANPAGTX0501_002737-T1
OG0001575	XANPARI20_001662-T1	XANPAGTX0501_002740-T1
OG0001576	XANPARI20_001661-T1	XANPAGTX0501_002742-T1
OG0001577	XANPARI20_001657-T1	XANPAGTX0501_002746-T1
OG0001578	XANPARI20_001655-T1	XANPAGTX0501_002748-T1
OG0001579	XANPARI20_001654-T1	XANPAGTX0501_002749-T1
OG0001580	XANPARI20_001653-T1	XANPAGTX0501_002750-T1
OG0001581	XANPARI20_001652-T1	XANPAGTX0501_002751-T1
OG0001582	XANPARI20_001651-T1	XANPAGTX0501_002752-T1
OG0001583	XANPARI20_001650-T1	XANPAGTX0501_002753-T1
OG0001584	XANPARI20_001649-T1	XANPAGTX0501_002754-T1
OG0001585	XANPARI20_001648-T1	XANPAGTX0501_002755-T1
OG0001586	XANPARI20_001647-T1	XANPAGTX0501_002756-T1
OG0001587	XANPARI20_001646-T1	XANPAGTX0501_002757-T1
OG0001588	XANPARI20_001645-T1	XANPAGTX0501_002758-T1
OG0001589	XANPARI20_001644-T1	XANPAGTX0501_002759-T1
OG0001590	XANPARI20_001643-T1	XANPAGTX0501_002760-T1
OG0001591	XANPARI20_001642-T1	XANPAGTX0501_002761-T1
OG0001592	XANPARI20_001641-T1	XANPAGTX0501_002762-T1
OG0001593	XANPARI20_001640-T1	XANPAGTX0501_002764-T1
OG0001594	XANPARI20_001639-T1	XANPAGTX0501_002765-T1
OG0001595	XANPARI20_001638-T1	XANPAGTX0501_002766-T1
OG0001596	XANPARI20_001637-T1	XANPAGTX0501_002769-T1
OG0001597	XANPARI20_001636-T1	XANPAGTX0501_002770-T1
OG0001598	XANPARI20_001635-T1	XANPAGTX0501_002772-T1
OG0001599	XANPARI20_001631-T1	XANPAGTX0501_002777-T1
OG0001600	XANPARI20_001629-T1	XANPAGTX0501_002779-T1
OG0001601	XANPARI20_001627-T1	XANPAGTX0501_002781-T1
OG0001602	XANPARI20_001626-T1	XANPAGTX0501_002784-T1
OG0001603	XANPARI20_001625-T1	XANPAGTX0501_002785-T1
OG0001604	XANPARI20_001624-T1	XANPAGTX0501_002786-T1
OG0001605	XANPARI20_001623-T1	XANPAGTX0501_002787-T1
OG0001606	XANPARI20_001622-T1	XANPAGTX0501_002788-T1
OG0001607	XANPARI20_001621-T1	XANPAGTX0501_002789-T1
OG0001608	XANPARI20_001620-T1	XANPAGTX0501_002790-T1
OG0001609	XANPARI20_001619-T1	XANPAGTX0501_002791-T1
OG0001610	XANPARI20_001618-T1	XANPAGTX0501_002792-T1
OG0001611	XANPARI20_001617-T1	XANPAGTX0501_002793-T1
OG0001612	XANPARI20_001616-T1	XANPAGTX0501_002795-T1
OG0001613	XANPARI20_001615-T1	XANPAGTX0501_002796-T1
OG0001614	XANPARI20_001614-T1	XANPAGTX0501_002797-T1
OG0001615	XANPARI20_001613-T1	XANPAGTX0501_002798-T1
OG0001616	XANPARI20_001612-T1	XANPAGTX0501_002799-T1
OG0001617	XANPARI20_001611-T1	XANPAGTX0501_002800-T1
OG0001618	XANPARI20_001610-T1	XANPAGTX0501_002801-T1
