Orthogroup	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA115359166
OG0001379	XANPAGTX0501_009985-T1, XANPAGTX0501_009984-T1	XANPARI20_008881-T1
OG0001380	XANPAGTX0501_010009-T1	XANPARI20_008866-T1
OG0001381	XANPAGTX0501_010010-T1, XANPAGTX0501_010011-T1	XANPARI20_008864-T1
OG0001382	XANPAGTX0501_010015-T1	XANPARI20_008860-T1, XANPARI20_008844-T1
OG0001383	XANPAGTX0501_010019-T1	XANPARI20_008855-T1, XANPARI20_004505-T1
OG0001385	XANPAGTX0501_006219-T1, XANPAGTX0501_009861-T1, XANPAGTX0501_000992-T1	XANPARI20_003593-T1
OG0001386	XANPAGTX0501_001720-T2, XANPAGTX0501_001720-T1	XANPARI20_007357-T1, XANPARI20_008749-T1
OG0001387	XANPAGTX0501_001721-T1	XANPARI20_008748-T1
OG0001387	XANPAGTX0501_010495-T1	XANPARI20_007356-T1
OG0001388	XANPAGTX0501_005304-T1	XANPARI20_006033-T1, XANPARI20_006032-T1
OG0001389	XANPAGTX0501_009923-T1	XANPARI20_006740-T1
OG0001389	XANPAGTX0501_008018-T1	XANPARI20_005081-T1
OG0001390	XANPAGTX0501_010675-T1, XANPAGTX0501_009215-T1	XANPARI20_004085-T1, XANPARI20_005031-T1
OG0001391	XANPAGTX0501_010275-T1, XANPAGTX0501_010524-T1, XANPAGTX0501_010525-T1	XANPARI20_008796-T1
OG0001392	XANPAGTX0501_010506-T1	XANPARI20_007348-T1
OG0001392	XANPAGTX0501_010724-T1, XANPAGTX0501_010723-T1	XANPARI20_005773-T1
OG0001393	XANPAGTX0501_002452-T1	XANPARI20_001904-T1
OG0001394	XANPAGTX0501_002453-T1	XANPARI20_001903-T1
OG0001395	XANPAGTX0501_002464-T1	XANPARI20_001898-T1
OG0001396	XANPAGTX0501_002457-T1	XANPARI20_001899-T1
OG0001397	XANPAGTX0501_002472-T1, XANPAGTX0501_002473-T1	XANPARI20_001891-T1
OG0001398	XANPAGTX0501_002474-T1	XANPARI20_001890-T1
OG0001399	XANPAGTX0501_002476-T1	XANPARI20_001889-T1
OG0001400	XANPAGTX0501_002477-T1	XANPARI20_001888-T1
OG0001401	XANPAGTX0501_002479-T1	XANPARI20_001886-T1
OG0001402	XANPAGTX0501_002481-T1	XANPARI20_001884-T1
OG0001403	XANPAGTX0501_002482-T1	XANPARI20_001883-T1
OG0001404	XANPAGTX0501_002485-T1	XANPARI20_001879-T1
OG0001405	XANPAGTX0501_002487-T1	XANPARI20_001877-T1
OG0001406	XANPAGTX0501_002488-T1	XANPARI20_001876-T1
OG0001407	XANPAGTX0501_002491-T1	XANPARI20_001874-T1
OG0001408	XANPAGTX0501_002494-T1	XANPARI20_001871-T1
OG0001409	XANPAGTX0501_002496-T1	XANPARI20_001870-T1
OG0001410	XANPAGTX0501_002498-T1	XANPARI20_001868-T1
OG0001411	XANPAGTX0501_002499-T1	XANPARI20_001867-T1
OG0001412	XANPAGTX0501_002500-T1	XANPARI20_001866-T1
OG0001413	XANPAGTX0501_002502-T1	XANPARI20_001863-T1
OG0001414	XANPAGTX0501_002504-T1	XANPARI20_001862-T1
OG0001415	XANPAGTX0501_002505-T1	XANPARI20_001861-T1
OG0001416	XANPAGTX0501_002507-T1	XANPARI20_001860-T1
OG0001417	XANPAGTX0501_002508-T1	XANPARI20_001859-T1
OG0001418	XANPAGTX0501_002510-T1	XANPARI20_001857-T1
OG0001419	XANPAGTX0501_002511-T1	XANPARI20_001856-T1
OG0001420	XANPAGTX0501_002513-T1	XANPARI20_001854-T1
OG0001421	XANPAGTX0501_002515-T1	XANPARI20_001853-T1
OG0001422	XANPAGTX0501_002516-T1	XANPARI20_001852-T1
OG0001423	XANPAGTX0501_002517-T1	XANPARI20_001851-T1
OG0001424	XANPAGTX0501_002520-T1	XANPARI20_001849-T1
OG0001425	XANPAGTX0501_002522-T1	XANPARI20_001847-T1
OG0001426	XANPAGTX0501_002524-T1	XANPARI20_001846-T1
OG0001427	XANPAGTX0501_002526-T1	XANPARI20_001845-T1
OG0001428	XANPAGTX0501_002527-T1	XANPARI20_001844-T1
OG0001429	XANPAGTX0501_002528-T1	XANPARI20_001843-T1
OG0001430	XANPAGTX0501_002530-T1	XANPARI20_001841-T1
OG0001431	XANPAGTX0501_002531-T1	XANPARI20_001840-T1
OG0001432	XANPAGTX0501_002532-T1	XANPARI20_001839-T1
OG0001433	XANPAGTX0501_002533-T1	XANPARI20_001838-T1
OG0001434	XANPAGTX0501_002536-T1	XANPARI20_001835-T1
OG0001435	XANPAGTX0501_002537-T1	XANPARI20_001834-T1
OG0001436	XANPAGTX0501_002538-T1	XANPARI20_001833-T1
OG0001437	XANPAGTX0501_002539-T1	XANPARI20_001832-T1
OG0001438	XANPAGTX0501_002540-T1	XANPARI20_001831-T1
OG0001439	XANPAGTX0501_002542-T1	XANPARI20_001829-T1
OG0001440	XANPAGTX0501_002543-T1	XANPARI20_001828-T1
OG0001441	XANPAGTX0501_002544-T1	XANPARI20_001827-T1
OG0001442	XANPAGTX0501_002545-T1	XANPARI20_001826-T1
OG0001443	XANPAGTX0501_002547-T1	XANPARI20_001825-T1
OG0001444	XANPAGTX0501_002548-T1	XANPARI20_001824-T1
OG0001445	XANPAGTX0501_002549-T1	XANPARI20_001823-T1
OG0001446	XANPAGTX0501_002550-T1	XANPARI20_001822-T1
OG0001447	XANPAGTX0501_002551-T1	XANPARI20_001821-T1
OG0001448	XANPAGTX0501_002552-T1	XANPARI20_001820-T1
OG0001449	XANPAGTX0501_002554-T1	XANPARI20_001818-T1
OG0001450	XANPAGTX0501_002556-T1	XANPARI20_001817-T1
OG0001451	XANPAGTX0501_002557-T1	XANPARI20_001816-T1
OG0001452	XANPAGTX0501_002558-T1	XANPARI20_001815-T1
OG0001453	XANPAGTX0501_002559-T1	XANPARI20_001814-T1
OG0001454	XANPAGTX0501_002560-T1	XANPARI20_001813-T1
OG0001455	XANPAGTX0501_002561-T1	XANPARI20_001811-T1
OG0001456	XANPAGTX0501_002564-T1	XANPARI20_001809-T1
OG0001457	XANPAGTX0501_002567-T1	XANPARI20_001807-T1
OG0001458	XANPAGTX0501_002568-T1	XANPARI20_001806-T1
OG0001459	XANPAGTX0501_002569-T1	XANPARI20_001805-T1
OG0001460	XANPAGTX0501_002570-T1	XANPARI20_001804-T1
OG0001461	XANPAGTX0501_002571-T1	XANPARI20_001803-T1
OG0001462	XANPAGTX0501_002572-T1	XANPARI20_001802-T1
OG0001463	XANPAGTX0501_002574-T1	XANPARI20_001801-T1
OG0001464	XANPAGTX0501_002575-T1	XANPARI20_001800-T1
OG0001465	XANPAGTX0501_002576-T1	XANPARI20_001799-T1
OG0001466	XANPAGTX0501_002578-T1	XANPARI20_001798-T1
OG0001467	XANPAGTX0501_002579-T1	XANPARI20_001797-T1
OG0001468	XANPAGTX0501_002580-T1	XANPARI20_001796-T1
OG0001469	XANPAGTX0501_002581-T1	XANPARI20_001795-T1
OG0001470	XANPAGTX0501_002585-T1	XANPARI20_001792-T1
OG0001471	XANPAGTX0501_002587-T1	XANPARI20_001791-T1
OG0001472	XANPAGTX0501_002588-T1	XANPARI20_001790-T1
OG0001473	XANPAGTX0501_002590-T1	XANPARI20_001789-T1
OG0001474	XANPAGTX0501_002592-T1	XANPARI20_001787-T1
OG0001475	XANPAGTX0501_002593-T1	XANPARI20_001786-T1
OG0001476	XANPAGTX0501_002594-T1	XANPARI20_001785-T1
OG0001477	XANPAGTX0501_002595-T1	XANPARI20_001784-T1
OG0001478	XANPAGTX0501_002596-T1	XANPARI20_001783-T1
OG0001479	XANPAGTX0501_002599-T1	XANPARI20_001780-T1
OG0001480	XANPAGTX0501_002598-T1	XANPARI20_001781-T1
OG0001481	XANPAGTX0501_002600-T1	XANPARI20_001779-T1
OG0001482	XANPAGTX0501_002601-T1	XANPARI20_001778-T1
OG0001483	XANPAGTX0501_002602-T1	XANPARI20_001777-T1
OG0001484	XANPAGTX0501_002606-T1	XANPARI20_001772-T1
OG0001485	XANPAGTX0501_002607-T1	XANPARI20_001771-T1
OG0001486	XANPAGTX0501_002610-T1	XANPARI20_001769-T1
OG0001487	XANPAGTX0501_002611-T1	XANPARI20_001768-T1
OG0001488	XANPAGTX0501_002612-T1	XANPARI20_001767-T1
OG0001489	XANPAGTX0501_002614-T1	XANPARI20_001766-T1
OG0001490	XANPAGTX0501_002615-T1	XANPARI20_001765-T1
OG0001491	XANPAGTX0501_002616-T1	XANPARI20_001764-T1
OG0001492	XANPAGTX0501_002617-T1	XANPARI20_001762-T1
OG0001493	XANPAGTX0501_002619-T1	XANPARI20_001761-T1
OG0001494	XANPAGTX0501_002621-T1	XANPARI20_001759-T1
OG0001495	XANPAGTX0501_002622-T1	XANPARI20_001758-T1
OG0001496	XANPAGTX0501_002623-T1	XANPARI20_001757-T1
OG0001497	XANPAGTX0501_002624-T1	XANPARI20_001756-T1
OG0001498	XANPAGTX0501_002625-T1	XANPARI20_001755-T1
OG0001499	XANPAGTX0501_002626-T1	XANPARI20_001754-T1
OG0001500	XANPAGTX0501_002628-T1	XANPARI20_001752-T1
OG0001501	XANPAGTX0501_002629-T1	XANPARI20_001751-T1
OG0001502	XANPAGTX0501_002630-T1	XANPARI20_001750-T1
OG0001503	XANPAGTX0501_002631-T1	XANPARI20_001749-T1
OG0001504	XANPAGTX0501_002633-T1	XANPARI20_001747-T1
OG0001505	XANPAGTX0501_002634-T1	XANPARI20_001746-T1
OG0001506	XANPAGTX0501_002637-T1	XANPARI20_001744-T1
OG0001507	XANPAGTX0501_002638-T1	XANPARI20_001743-T1
OG0001508	XANPAGTX0501_002639-T1	XANPARI20_001742-T1
OG0001509	XANPAGTX0501_002640-T1	XANPARI20_001741-T1
OG0001510	XANPAGTX0501_002642-T1	XANPARI20_001739-T1
OG0001511	XANPAGTX0501_002643-T1	XANPARI20_001738-T1
OG0001512	XANPAGTX0501_002644-T1	XANPARI20_001737-T1
OG0001513	XANPAGTX0501_002645-T1	XANPARI20_001736-T1
OG0001514	XANPAGTX0501_002647-T1	XANPARI20_001735-T1
OG0001515	XANPAGTX0501_002650-T1	XANPARI20_001733-T1
OG0001516	XANPAGTX0501_002652-T1	XANPARI20_001732-T1
OG0001517	XANPAGTX0501_002653-T1	XANPARI20_001731-T1
OG0001518	XANPAGTX0501_002654-T1	XANPARI20_001730-T1
OG0001519	XANPAGTX0501_002655-T1	XANPARI20_001729-T1
OG0001520	XANPAGTX0501_002657-T1	XANPARI20_001728-T1
OG0001521	XANPAGTX0501_002659-T1	XANPARI20_001727-T1
OG0001522	XANPAGTX0501_002660-T1	XANPARI20_001726-T1
OG0001523	XANPAGTX0501_002661-T1	XANPARI20_001725-T1
OG0001524	XANPAGTX0501_002662-T1	XANPARI20_001724-T1
OG0001525	XANPAGTX0501_002663-T1	XANPARI20_001723-T1
OG0001526	XANPAGTX0501_002664-T1	XANPARI20_001722-T1
OG0001527	XANPAGTX0501_002665-T1	XANPARI20_001721-T1
OG0001528	XANPAGTX0501_002666-T1	XANPARI20_001720-T1
OG0001529	XANPAGTX0501_002667-T1	XANPARI20_001719-T1
OG0001530	XANPAGTX0501_002668-T1	XANPARI20_001718-T1
OG0001531	XANPAGTX0501_002669-T1	XANPARI20_001717-T1
OG0001532	XANPAGTX0501_002671-T1	XANPARI20_001715-T1
OG0001533	XANPAGTX0501_002672-T1	XANPARI20_001714-T1
OG0001534	XANPAGTX0501_002673-T1	XANPARI20_001713-T1
OG0001535	XANPAGTX0501_002674-T1	XANPARI20_001712-T1
OG0001536	XANPAGTX0501_002676-T1	XANPARI20_001711-T1
OG0001537	XANPAGTX0501_002677-T1	XANPARI20_001710-T1
OG0001538	XANPAGTX0501_002678-T1	XANPARI20_001709-T1
OG0001539	XANPAGTX0501_002679-T1	XANPARI20_001708-T1
OG0001540	XANPAGTX0501_002680-T1	XANPARI20_001707-T1
OG0001541	XANPAGTX0501_002683-T1	XANPARI20_001706-T1
OG0001542	XANPAGTX0501_002686-T1	XANPARI20_001704-T1
OG0001543	XANPAGTX0501_002687-T1	XANPARI20_001703-T1
OG0001544	XANPAGTX0501_002689-T1	XANPARI20_001702-T1
OG0001545	XANPAGTX0501_002690-T1	XANPARI20_001701-T1
OG0001546	XANPAGTX0501_002691-T1	XANPARI20_001700-T1
OG0001547	XANPAGTX0501_002694-T1	XANPARI20_001697-T1
OG0001548	XANPAGTX0501_002695-T1	XANPARI20_001696-T1
OG0001549	XANPAGTX0501_002696-T1	XANPARI20_001695-T1
OG0001550	XANPAGTX0501_002698-T1	XANPARI20_001694-T1
OG0001551	XANPAGTX0501_002701-T1	XANPARI20_001691-T1
OG0001552	XANPAGTX0501_002702-T1	XANPARI20_001690-T1
OG0001553	XANPAGTX0501_002704-T1	XANPARI20_001688-T1
OG0001554	XANPAGTX0501_002707-T1	XANPARI20_001687-T1
OG0001555	XANPAGTX0501_002708-T1	XANPARI20_001686-T1
OG0001556	XANPAGTX0501_002709-T1	XANPARI20_001685-T1
OG0001557	XANPAGTX0501_002713-T1	XANPARI20_001683-T1
OG0001558	XANPAGTX0501_002714-T1	XANPARI20_001682-T1
OG0001559	XANPAGTX0501_002719-T1	XANPARI20_001679-T1
OG0001560	XANPAGTX0501_002720-T1	XANPARI20_001678-T1
OG0001561	XANPAGTX0501_002721-T1	XANPARI20_001677-T1
OG0001563	XANPAGTX0501_002722-T1	XANPARI20_001676-T1
OG0001564	XANPAGTX0501_002723-T1	XANPARI20_001675-T1
OG0001565	XANPAGTX0501_002724-T1	XANPARI20_001674-T1
OG0001566	XANPAGTX0501_002725-T1	XANPARI20_001673-T1
OG0001567	XANPAGTX0501_002727-T1	XANPARI20_001671-T1
OG0001568	XANPAGTX0501_002728-T1	XANPARI20_001670-T1
OG0001569	XANPAGTX0501_002730-T1	XANPARI20_001669-T1
OG0001570	XANPAGTX0501_002731-T1	XANPARI20_001668-T1
OG0001571	XANPAGTX0501_002732-T1	XANPARI20_001667-T1
OG0001572	XANPAGTX0501_002733-T1	XANPARI20_001666-T1
OG0001573	XANPAGTX0501_002734-T1	XANPARI20_001665-T1
OG0001574	XANPAGTX0501_002737-T1	XANPARI20_001663-T1
OG0001575	XANPAGTX0501_002740-T1	XANPARI20_001662-T1
OG0001576	XANPAGTX0501_002742-T1	XANPARI20_001661-T1
OG0001577	XANPAGTX0501_002746-T1	XANPARI20_001657-T1
OG0001578	XANPAGTX0501_002748-T1	XANPARI20_001655-T1
OG0001579	XANPAGTX0501_002749-T1	XANPARI20_001654-T1
OG0001580	XANPAGTX0501_002750-T1	XANPARI20_001653-T1
OG0001581	XANPAGTX0501_002751-T1	XANPARI20_001652-T1
OG0001582	XANPAGTX0501_002752-T1	XANPARI20_001651-T1
OG0001583	XANPAGTX0501_002753-T1	XANPARI20_001650-T1
OG0001584	XANPAGTX0501_002754-T1	XANPARI20_001649-T1
OG0001585	XANPAGTX0501_002755-T1	XANPARI20_001648-T1
OG0001586	XANPAGTX0501_002756-T1	XANPARI20_001647-T1
OG0001587	XANPAGTX0501_002757-T1	XANPARI20_001646-T1
OG0001588	XANPAGTX0501_002758-T1	XANPARI20_001645-T1
OG0001589	XANPAGTX0501_002759-T1	XANPARI20_001644-T1
OG0001590	XANPAGTX0501_002760-T1	XANPARI20_001643-T1
OG0001591	XANPAGTX0501_002761-T1	XANPARI20_001642-T1
OG0001592	XANPAGTX0501_002762-T1	XANPARI20_001641-T1
OG0001593	XANPAGTX0501_002764-T1	XANPARI20_001640-T1
OG0001594	XANPAGTX0501_002765-T1	XANPARI20_001639-T1
OG0001595	XANPAGTX0501_002766-T1	XANPARI20_001638-T1
OG0001596	XANPAGTX0501_002769-T1	XANPARI20_001637-T1
OG0001597	XANPAGTX0501_002770-T1	XANPARI20_001636-T1
OG0001598	XANPAGTX0501_002772-T1	XANPARI20_001635-T1
OG0001599	XANPAGTX0501_002777-T1	XANPARI20_001631-T1
OG0001600	XANPAGTX0501_002779-T1	XANPARI20_001629-T1
OG0001601	XANPAGTX0501_002781-T1	XANPARI20_001627-T1
OG0001602	XANPAGTX0501_002784-T1	XANPARI20_001626-T1
OG0001603	XANPAGTX0501_002785-T1	XANPARI20_001625-T1
OG0001604	XANPAGTX0501_002786-T1	XANPARI20_001624-T1
OG0001605	XANPAGTX0501_002787-T1	XANPARI20_001623-T1
OG0001606	XANPAGTX0501_002788-T1	XANPARI20_001622-T1
OG0001607	XANPAGTX0501_002789-T1	XANPARI20_001621-T1
OG0001608	XANPAGTX0501_002790-T1	XANPARI20_001620-T1
OG0001609	XANPAGTX0501_002791-T1	XANPARI20_001619-T1
OG0001610	XANPAGTX0501_002792-T1	XANPARI20_001618-T1
OG0001611	XANPAGTX0501_002793-T1	XANPARI20_001617-T1
OG0001612	XANPAGTX0501_002795-T1	XANPARI20_001616-T1
OG0001613	XANPAGTX0501_002796-T1	XANPARI20_001615-T1
OG0001614	XANPAGTX0501_002797-T1	XANPARI20_001614-T1
OG0001615	XANPAGTX0501_002798-T1	XANPARI20_001613-T1
OG0001616	XANPAGTX0501_002799-T1	XANPARI20_001612-T1
OG0001617	XANPAGTX0501_002800-T1	XANPARI20_001611-T1
OG0001618	XANPAGTX0501_002801-T1	XANPARI20_001610-T1
OG0001619	XANPAGTX0501_002802-T1	XANPARI20_001609-T1
OG0001620	XANPAGTX0501_002803-T1	XANPARI20_001608-T1
OG0001621	XANPAGTX0501_002804-T1	XANPARI20_001607-T1
OG0001622	XANPAGTX0501_002805-T1	XANPARI20_001606-T1
OG0001623	XANPAGTX0501_002806-T1	XANPARI20_001605-T1
OG0001624	XANPAGTX0501_002807-T1	XANPARI20_001604-T1
OG0001625	XANPAGTX0501_002810-T1	XANPARI20_001602-T1
OG0001626	XANPAGTX0501_002811-T1	XANPARI20_001601-T1
OG0001627	XANPAGTX0501_002813-T1	XANPARI20_001599-T1
OG0001628	XANPAGTX0501_002814-T1	XANPARI20_001598-T1
OG0001629	XANPAGTX0501_002815-T1	XANPARI20_001597-T1
OG0001630	XANPAGTX0501_002816-T1	XANPARI20_001596-T1
OG0001631	XANPAGTX0501_002820-T1	XANPARI20_001593-T1
OG0001632	XANPAGTX0501_002822-T1	XANPARI20_001592-T1
OG0001633	XANPAGTX0501_002823-T1	XANPARI20_001591-T1
OG0001634	XANPAGTX0501_002824-T1	XANPARI20_001590-T1
OG0001635	XANPAGTX0501_002826-T1	XANPARI20_001589-T1
OG0001636	XANPAGTX0501_002827-T1	XANPARI20_001588-T1
OG0001637	XANPAGTX0501_002828-T1	XANPARI20_001587-T1
OG0001638	XANPAGTX0501_002830-T1	XANPARI20_001585-T1
OG0001639	XANPAGTX0501_002831-T1	XANPARI20_001584-T1
OG0001640	XANPAGTX0501_002832-T1	XANPARI20_001583-T1
OG0001641	XANPAGTX0501_002833-T1	XANPARI20_001582-T1
OG0001642	XANPAGTX0501_002834-T1	XANPARI20_001581-T1
OG0001643	XANPAGTX0501_002836-T1	XANPARI20_001580-T1
OG0001644	XANPAGTX0501_002839-T1	XANPARI20_001578-T1
OG0001645	XANPAGTX0501_002841-T1	XANPARI20_001576-T1
OG0001646	XANPAGTX0501_002842-T1	XANPARI20_001575-T1
OG0001647	XANPAGTX0501_002843-T1	XANPARI20_001574-T1
OG0001648	XANPAGTX0501_002845-T1	XANPARI20_001573-T1
OG0001649	XANPAGTX0501_002848-T1	XANPARI20_001570-T1
OG0001650	XANPAGTX0501_002849-T1	XANPARI20_001569-T1
OG0001651	XANPAGTX0501_002850-T1	XANPARI20_001568-T1
OG0001652	XANPAGTX0501_002851-T1	XANPARI20_001567-T1
OG0001653	XANPAGTX0501_002852-T1	XANPARI20_001566-T1
OG0001654	XANPAGTX0501_002853-T1	XANPARI20_001565-T1
OG0001655	XANPAGTX0501_002855-T1	XANPARI20_001564-T1
OG0001656	XANPAGTX0501_002856-T1	XANPARI20_001563-T1
OG0001657	XANPAGTX0501_002858-T1	XANPARI20_001562-T1
OG0001658	XANPAGTX0501_002859-T1	XANPARI20_001561-T1
OG0001659	XANPAGTX0501_002860-T1	XANPARI20_001560-T1
OG0001660	XANPAGTX0501_002861-T1	XANPARI20_001559-T1
OG0001661	XANPAGTX0501_002862-T1	XANPARI20_001558-T1
OG0001662	XANPAGTX0501_002863-T1	XANPARI20_001557-T1
OG0001663	XANPAGTX0501_002864-T1	XANPARI20_001556-T1
OG0001664	XANPAGTX0501_002869-T1	XANPARI20_001551-T1
OG0001665	XANPAGTX0501_002871-T1	XANPARI20_001549-T1
OG0001666	XANPAGTX0501_002872-T1	XANPARI20_001548-T1
OG0001667	XANPAGTX0501_002873-T1	XANPARI20_001547-T1
OG0001668	XANPAGTX0501_002874-T1	XANPARI20_001546-T1
OG0001669	XANPAGTX0501_002877-T1	XANPARI20_001543-T1
OG0001670	XANPAGTX0501_002878-T1	XANPARI20_001542-T1
OG0001671	XANPAGTX0501_002879-T1	XANPARI20_001541-T1
OG0001672	XANPAGTX0501_002880-T1	XANPARI20_001540-T1
OG0001673	XANPAGTX0501_002881-T1	XANPARI20_001539-T1
OG0001674	XANPAGTX0501_002883-T1	XANPARI20_001537-T1
OG0001675	XANPAGTX0501_002884-T1	XANPARI20_001536-T1
OG0001676	XANPAGTX0501_002885-T1	XANPARI20_001535-T1
OG0001677	XANPAGTX0501_002887-T1	XANPARI20_001533-T1
OG0001678	XANPAGTX0501_002888-T1	XANPARI20_001532-T1
OG0001679	XANPAGTX0501_002897-T1	XANPARI20_001526-T1
OG0001680	XANPAGTX0501_002898-T1	XANPARI20_001525-T1
OG0001681	XANPAGTX0501_002899-T1	XANPARI20_001524-T1
OG0001682	XANPAGTX0501_002900-T1	XANPARI20_001523-T1
OG0001683	XANPAGTX0501_002901-T1	XANPARI20_001522-T1
OG0001684	XANPAGTX0501_002902-T1	XANPARI20_001521-T1
OG0001685	XANPAGTX0501_002903-T1	XANPARI20_001520-T1
OG0001686	XANPAGTX0501_002904-T1	XANPARI20_001519-T1
OG0001687	XANPAGTX0501_002907-T1	XANPARI20_001517-T1
OG0001688	XANPAGTX0501_002909-T1	XANPARI20_001516-T1
OG0001689	XANPAGTX0501_002910-T1	XANPARI20_001515-T1
OG0001690	XANPAGTX0501_002911-T1	XANPARI20_001514-T1
OG0001691	XANPAGTX0501_002912-T1	XANPARI20_001513-T1
OG0001692	XANPAGTX0501_002913-T1	XANPARI20_001512-T1
OG0001693	XANPAGTX0501_002914-T1	XANPARI20_001511-T1
OG0001694	XANPAGTX0501_002915-T1	XANPARI20_001510-T1
OG0001695	XANPAGTX0501_002916-T1	XANPARI20_001509-T1
OG0001696	XANPAGTX0501_002917-T1	XANPARI20_001508-T1
OG0001697	XANPAGTX0501_002919-T1	XANPARI20_001506-T1
OG0001698	XANPAGTX0501_002920-T1	XANPARI20_001505-T1
OG0001699	XANPAGTX0501_002921-T1	XANPARI20_001504-T1
OG0001700	XANPAGTX0501_002922-T1	XANPARI20_001503-T1
OG0001701	XANPAGTX0501_002923-T1	XANPARI20_001502-T1
OG0001702	XANPAGTX0501_002924-T1	XANPARI20_001501-T1
OG0001703	XANPAGTX0501_002926-T1	XANPARI20_001499-T1
OG0001704	XANPAGTX0501_002930-T1	XANPARI20_001496-T1
OG0001705	XANPAGTX0501_002932-T1	XANPARI20_001495-T1
OG0001706	XANPAGTX0501_000958-T1	XANPARI20_004499-T1
OG0001707	XANPAGTX0501_002940-T1	XANPARI20_001493-T1
OG0001708	XANPAGTX0501_002941-T1	XANPARI20_001492-T1
OG0001709	XANPAGTX0501_002944-T1	XANPARI20_001490-T1
OG0001710	XANPAGTX0501_002945-T1	XANPARI20_001489-T1
OG0001711	XANPAGTX0501_002946-T1	XANPARI20_001488-T1
OG0001712	XANPAGTX0501_002947-T1	XANPARI20_001487-T1
OG0001713	XANPAGTX0501_002949-T1	XANPARI20_001485-T1
OG0001714	XANPAGTX0501_002950-T1	XANPARI20_001484-T1
OG0001715	XANPAGTX0501_002951-T1	XANPARI20_001483-T1
OG0001716	XANPAGTX0501_002953-T1	XANPARI20_001481-T1
OG0001717	XANPAGTX0501_002954-T1	XANPARI20_001480-T1
OG0001718	XANPAGTX0501_002956-T1	XANPARI20_001479-T1
OG0001719	XANPAGTX0501_002959-T1	XANPARI20_001477-T1
OG0001720	XANPAGTX0501_002960-T1	XANPARI20_001476-T1
OG0001721	XANPAGTX0501_002961-T1	XANPARI20_001475-T1
OG0001722	XANPAGTX0501_002962-T1	XANPARI20_001474-T1
OG0001723	XANPAGTX0501_002963-T1	XANPARI20_001472-T1
OG0001724	XANPAGTX0501_002964-T1	XANPARI20_001471-T1
OG0001725	XANPAGTX0501_002965-T1	XANPARI20_001470-T1
OG0001726	XANPAGTX0501_002966-T1	XANPARI20_001469-T1
OG0001727	XANPAGTX0501_002967-T1	XANPARI20_001468-T1
OG0001728	XANPAGTX0501_002969-T1	XANPARI20_001467-T1
OG0001729	XANPAGTX0501_002970-T1	XANPARI20_001466-T1
OG0001730	XANPAGTX0501_002971-T1	XANPARI20_001465-T1
OG0001731	XANPAGTX0501_002972-T1	XANPARI20_001464-T1
OG0001732	XANPAGTX0501_002973-T1	XANPARI20_001463-T1
OG0001733	XANPAGTX0501_002974-T1	XANPARI20_001462-T1
OG0001734	XANPAGTX0501_002977-T1	XANPARI20_001460-T1
OG0001735	XANPAGTX0501_002979-T1	XANPARI20_001459-T1
OG0001736	XANPAGTX0501_002981-T1	XANPARI20_001457-T1
OG0001737	XANPAGTX0501_002983-T1	XANPARI20_001455-T1
OG0001738	XANPAGTX0501_002984-T1	XANPARI20_001454-T1
OG0001739	XANPAGTX0501_002985-T1	XANPARI20_001453-T1
OG0001740	XANPAGTX0501_002987-T1	XANPARI20_001451-T1
OG0001741	XANPAGTX0501_002988-T1	XANPARI20_001450-T1
OG0001742	XANPAGTX0501_002989-T1	XANPARI20_001449-T1
OG0001743	XANPAGTX0501_002991-T1	XANPARI20_001448-T1
OG0001744	XANPAGTX0501_002992-T1	XANPARI20_001447-T1
OG0001745	XANPAGTX0501_002993-T1	XANPARI20_001446-T1
OG0001746	XANPAGTX0501_002994-T1	XANPARI20_001445-T1
OG0001747	XANPAGTX0501_002995-T1	XANPARI20_001444-T1
OG0001748	XANPAGTX0501_002996-T1	XANPARI20_001443-T1
OG0001749	XANPAGTX0501_002997-T1	XANPARI20_001442-T1
OG0001750	XANPAGTX0501_002998-T1	XANPARI20_001441-T1
OG0001751	XANPAGTX0501_003000-T1	XANPARI20_001439-T1
OG0001752	XANPAGTX0501_003001-T1	XANPARI20_001438-T1
OG0001753	XANPAGTX0501_003003-T1	XANPARI20_001436-T1
OG0001754	XANPAGTX0501_003004-T1	XANPARI20_001435-T1
OG0001755	XANPAGTX0501_003005-T1	XANPARI20_001434-T1
OG0001756	XANPAGTX0501_003009-T1	XANPARI20_001431-T1
OG0001757	XANPAGTX0501_003010-T1	XANPARI20_001430-T1
OG0001758	XANPAGTX0501_003012-T1	XANPARI20_001428-T1
OG0001759	XANPAGTX0501_003013-T1	XANPARI20_001427-T1
OG0001760	XANPAGTX0501_003014-T1	XANPARI20_001426-T1
OG0001761	XANPAGTX0501_003015-T1	XANPARI20_001425-T1
OG0001762	XANPAGTX0501_003016-T1	XANPARI20_001424-T1
OG0001763	XANPAGTX0501_003017-T1	XANPARI20_001423-T1
OG0001764	XANPAGTX0501_003019-T1	XANPARI20_001421-T1
OG0001765	XANPAGTX0501_003020-T1	XANPARI20_001420-T1
OG0001766	XANPAGTX0501_003021-T1	XANPARI20_001419-T1
OG0001767	XANPAGTX0501_003023-T1	XANPARI20_001418-T1
OG0001768	XANPAGTX0501_003024-T1	XANPARI20_001417-T1
OG0001769	XANPAGTX0501_003025-T1	XANPARI20_001416-T1
