query	subject	pid	taxid	phylum	class	order	species
XANPARI20_008749-T1	KAI9766697.1	30.168	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008749-T1	XP_046065646.1	24.862	1131652	Ascomycota	Eurotiomycetes	Eurotiales	Talaromyces proteolyticus
XANPARI20_008749-T1	XP_002477896.1	26.087	441959	Ascomycota	Eurotiomycetes	Eurotiales	Talaromyces stipitatus
XANPARI20_008749-T1	KAI9772168.1	23.985	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008749-T1	KUL83669.1	24.309	198730	Ascomycota	Eurotiomycetes	Eurotiales	Talaromyces verruculosus
XANPARI20_008749-T1	KAI9773214.1	26.633	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008749-T1	OKP09510.1	31.538	1316194	Ascomycota	Eurotiomycetes	Eurotiales	Penicillium subrubescens
XANPARI20_008749-T1	KAI9768256.1	28.729	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008749-T1	GKZ51884.1	37.209	319629	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus brasiliensis
XANPARI20_008749-T1	KAI9765977.1	23.626	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008749-T1	MCJ1250104.1	25.481	NA	NA	NA	NA	NA
XANPARI20_008749-T1	TQB76438.1	26.897	5098	Ascomycota	Eurotiomycetes	Eurotiales	Monascus purpureus
XANPARI20_008749-T1	KAH2747894.1	27.586	746128	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus fumigatus
XANPARI20_008749-T1	KAJ6024790.1	25.405	69774	Ascomycota	Eurotiomycetes	Eurotiales	Penicillium herquei
XANPARI20_008750-T1	CAL8575818.1	100	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPARI20_008750-T1	CAL8575816.1	99.315	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPARI20_008750-T1	KAI4088524.1	46.32	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008750-T1	KAI4087929.1	41.071	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008750-T1	KAI4285292.1	46.296	2903222	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria sp. 2 TBL-2021
XANPARI20_008750-T1	KAI4088525.1	43.75	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008751-T1	CAL8575815.1	98.925	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPARI20_008751-T1	KAI4088526.1	54.93	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008751-T1	KAI4087498.1	52.817	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008751-T1	KAI4091504.1	52.817	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008751-T1	KAI4090191.1	44.371	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008752-T1	CAL8584686.1	99.587	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPARI20_008752-T1	CAL8575814.1	100	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPARI20_008752-T1	KAI4090404.1	87.5	408593	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria mediterranea
XANPARI20_008752-T1	KAI4264657.1	57.959	2903220	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria sp. 1 TBL-2021
XANPARI20_008752-T1	KAI4173580.1	75.581	520572	Ascomycota	Lecanoromycetes	Teloschistales	Caloplaca aetnensis
XANPARI20_008752-T1	KAI4193084.1	49.593	1445009	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes chrysophthalmus
XANPARI20_008752-T1	MCJ1473138.1	46.473	NA	NA	NA	NA	NA
XANPARI20_008752-T1	MCJ1360545.1	43.265	NA	NA	NA	NA	NA
XANPARI20_008752-T1	KAI4260744.1	55.705	442469	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes flavicans
XANPARI20_008752-T1	KAI4200330.1	57.895	1445009	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes chrysophthalmus
XANPARI20_008752-T1	KAL2040401.1	50.909	373712	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulon virgatum
XANPARI20_008752-T1	KAI4281520.1	89.011	2903222	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria sp. 2 TBL-2021
XANPARI20_008752-T1	MCJ1358885.1	49.724	NA	NA	NA	NA	NA
XANPARI20_008752-T1	KAI4097220.1	55.357	1145348	Ascomycota	Lecanoromycetes	Teloschistales	Seirophora lacunosa
XANPARI20_008752-T1	KAI4086156.1	44.118	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPARI20_008752-T1	CAF9912704.1	50.92	1940652	Ascomycota	Lecanoromycetes	Ostropales	Gomphillus americanus
XANPARI20_008752-T1	XP_037151253.1	35.268	560253	Ascomycota	Lecanoromycetes	Lecanorales	Letharia lupina
XANPARI20_008752-T1	KAI4192102.1	42.953	1445009	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes chrysophthalmus
XANPARI20_008752-T1	KAI9773157.1	31.39	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008752-T1	XP_037163193.1	36.548	112416	Ascomycota	Lecanoromycetes	Lecanorales	Letharia columbiana
XANPARI20_008752-T1	SLM39506.1	33.473	136370	Ascomycota	Lecanoromycetes	Umbilicariales	Lasallia pustulata
XANPARI20_008752-T1	KAI9799085.1	31.602	2939412	Ascomycota	Lecanoromycetes	NA	Piccolia ochrophora
XANPARI20_008752-T1	KMM73308.1	29.388	454284	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPARI20_008752-T1	OJD28540.1	29.918	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAI4132430.1	32.636	87287	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicaria vellea
XANPARI20_008752-T1	XP_065980225.1	28.98	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPARI20_008752-T1	EFW20125.1	28.98	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPARI20_008752-T1	OJD25540.1	29.508	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KMU79494.1	28.98	454286	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides immitis
XANPARI20_008752-T1	KAI5789804.1	31.336	47205	Ascomycota	Pezizomycetes	Pezizales	Pyronema domesticum
XANPARI20_008752-T1	XP_001244534.2	28.98	246410	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides immitis
XANPARI20_008752-T1	TPX19903.1	28.98	5501	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides immitis
XANPARI20_008752-T1	OJD21803.1	28.689	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KMP08228.1	28.98	404692	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides immitis
XANPARI20_008752-T1	KAI9855621.1	33.161	2939408	Ascomycota	NA	Vezdaeales	Vezdaea acicularis
XANPARI20_008752-T1	XP_001539879.1	29.13	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	OJD20566.1	28.571	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	XP_015699814.1	31.048	502779	Ascomycota	Eurotiomycetes	Onygenales	Paracoccidioides lutzii
XANPARI20_008752-T1	XP_001544467.1	31.048	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	QSS59407.1	29.6	5037	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma capsulatum
XANPARI20_008752-T1	EER43199.1	28.689	544712	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma capsulatum
XANPARI20_008752-T1	XP_001536741.1	30.328	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	XP_001536840.1	29.918	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	KAL2360742.1	27.347	5039	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	KAL2371977.1	27.347	1681229	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces gilchristii
XANPARI20_008752-T1	OJD13734.1	28.169	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	EQL32729.1	27.347	447095	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	XP_031576230.1	27.347	559298	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces gilchristii
XANPARI20_008752-T1	XP_045275985.1	27.347	559297	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	EGE82596.2	28.571	653446	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	MCJ1441755.1	34.804	NA	NA	NA	NA	NA
XANPARI20_008752-T1	KAL2364863.1	28.571	5039	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	OJD10065.1	29.778	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	OJD22352.1	30.12	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	QSS61773.1	33.526	5037	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma capsulatum
XANPARI20_008752-T1	OJD27699.1	28.98	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	XP_001539871.1	28.195	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	PGH15134.1	29.268	1447883	Ascomycota	Eurotiomycetes	Onygenales	Polytolypa hystricis
XANPARI20_008752-T1	XP_001540774.1	29.148	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPARI20_008752-T1	KAI9763324.1	28.251	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008752-T1	OJD10264.1	32.051	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	OJD14082.1	29.435	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAL2369743.1	26.923	1681229	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces gilchristii
XANPARI20_008752-T1	OJD10206.1	28.137	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAF8250945.1	28.514	1314677	Ascomycota	Pezizomycetes	Pezizales	Wilcoxina mikolae
XANPARI20_008752-T1	KAI9785817.1	29.084	2939398	Ascomycota	Lichinomycetes	Lichinales	Peltula sp. TS41687
XANPARI20_008752-T1	OJD26331.1	28.279	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAK6495901.1	38.255	47236	Ascomycota	Orbiliomycetes	Orbiliales	Arthrobotrys musiformis
XANPARI20_008752-T1	PGH23708.1	28.177	1447883	Ascomycota	Eurotiomycetes	Onygenales	Polytolypa hystricis
XANPARI20_008752-T1	KAK6495730.1	31.25	47236	Ascomycota	Orbiliomycetes	Orbiliales	Arthrobotrys musiformis
XANPARI20_008752-T1	OJD24587.1	27.542	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAI9782001.1	28.395	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008752-T1	XP_044687939.1	35.256	1174677	Ascomycota	Pezizomycetes	Pezizales	Morchella sextelata
XANPARI20_008752-T1	OJD21124.1	28.78	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	KAI0424613.1	32.906	2614583	Ascomycota	Sordariomycetes	Xylariales	Xylaria sp. FL1042
XANPARI20_008752-T1	KAI5794693.1	27.347	47205	Ascomycota	Pezizomycetes	Pezizales	Pyronema domesticum
XANPARI20_008752-T1	XP_031580090.1	33.333	559298	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces gilchristii
XANPARI20_008752-T1	XP_045966368.1	27.753	1174673	Ascomycota	Pezizomycetes	Pezizales	Morchella importuna
XANPARI20_008752-T1	XP_045965611.1	27.753	1174673	Ascomycota	Pezizomycetes	Pezizales	Morchella importuna
XANPARI20_008752-T1	RPB10034.1	27.753	1392247	Ascomycota	Pezizomycetes	Pezizales	Morchella conica
XANPARI20_008752-T1	KAI9770756.1	26.86	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPARI20_008752-T1	XP_010758234.1	27.273	502780	Ascomycota	Eurotiomycetes	Onygenales	Paracoccidioides brasiliensis
XANPARI20_008752-T1	OJD09401.1	30.201	1658174	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces percursus
XANPARI20_008752-T1	MCJ1449660.1	30.303	NA	NA	NA	NA	NA
XANPARI20_008752-T1	KKY25304.1	32.877	158046	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniella chlamydospora
XANPARI20_008752-T1	KAI9763720.1	28.922	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008752-T1	KAI9732135.1	26.339	1130053	Ascomycota	Xylobotryomycetes	Xylobotryales	Cirrosporium novae-zelandiae
XANPARI20_008752-T1	KMW67752.1	31.2	653446	Ascomycota	Eurotiomycetes	Onygenales	Blastomyces dermatitidis
XANPARI20_008752-T1	KAI5818223.1	26.639	337075	Ascomycota	Pezizomycetes	Pezizales	Pyronema omphalodes
XANPARI20_008752-T1	KAI5796091.1	29.437	47205	Ascomycota	Pezizomycetes	Pezizales	Pyronema domesticum
XANPARI20_008752-T1	KAH0563164.1	29.936	265104	Ascomycota	Geoglossomycetes	Geoglossales	Trichoglossum hirsutum
XANPARI20_008752-T1	KAI4133181.1	28.708	87287	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicaria vellea
XANPARI20_008752-T1	KAI9765782.1	30.667	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008752-T1	ODH50301.1	26.293	121759	Ascomycota	Eurotiomycetes	Onygenales	Paracoccidioides brasiliensis
XANPARI20_008752-T1	KAH8663686.1	31.724	2075069	Ascomycota	Leotiomycetes	Helotiales	Tricladium varicosporioides
XANPARI20_008752-T1	KAI9764754.1	30.667	315204	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum umbratile
XANPARI20_008752-T1	KAK5401657.1	32.653	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPARI20_008752-T1	KAJ2896402.1	30.065	339359	Ascomycota	Sordariomycetes	Lulworthiales	Zalerion maritima
XANPARI20_008752-T1	KAL1959041.1	36.747	5041	Ascomycota	Eurotiomycetes	Onygenales	Malbranchea cinnamomea
XANPARI20_008752-T1	KAI9888766.1	29.864	2939405	Ascomycota	NA	Vezdaeales	Vezdaea aestivalis
XANPAOZ2100_000699-T1	CAL8577244.1	100	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPAOZ2100_000699-T1	KAI4221125.1	95.074	2905939	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria steineri
XANPAOZ2100_000699-T1	KAI4282070.1	94.279	2903222	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria sp. 2 TBL-2021
XANPAOZ2100_000699-T1	KAI4232048.1	94.828	262315	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria aureola
XANPAOZ2100_000699-T1	KAI4252899.1	90.394	2903220	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria sp. 1 TBL-2021
XANPAOZ2100_000699-T1	KAI4275602.1	88.722	1301336	Ascomycota	Lecanoromycetes	Teloschistales	Flavoplaca oasis
XANPAOZ2100_000699-T1	KAI4235714.1	89.256	2903221	Ascomycota	Lecanoromycetes	Teloschistales	Xanthomendoza cf. fulva
XANPAOZ2100_000699-T1	KAI4199938.1	79.389	1445009	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes chrysophthalmus
XANPAOZ2100_000699-T1	KAI4140533.1	76.601	1301589	Ascomycota	Lecanoromycetes	Teloschistales	Variospora aurantia
XANPAOZ2100_000699-T1	KAI4170540.1	83.978	1301418	Ascomycota	Lecanoromycetes	Teloschistales	Gyalolechia ehrenbergii
XANPAOZ2100_000699-T1	KAI4098749.1	82.873	2903223	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes peruensis
XANPAOZ2100_000699-T1	KAI4256305.1	82.044	442469	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes flavicans
XANPAOZ2100_000699-T1	KAI4205497.1	78.117	520572	Ascomycota	Lecanoromycetes	Teloschistales	Caloplaca aetnensis
XANPAOZ2100_000699-T1	KAI4286486.1	76.441	520571	Ascomycota	Lecanoromycetes	Teloschistales	Caloplaca aegaea
XANPAOZ2100_000699-T1	KAI4148259.1	81.37	2905937	Ascomycota	Lecanoromycetes	Teloschistales	Caloplaca ligustica
XANPAOZ2100_000699-T1	KAI4102854.1	79.781	671929	Ascomycota	Lecanoromycetes	Teloschistales	Seirophora villosa
XANPAOZ2100_000699-T1	KAI4087826.1	80.055	1145348	Ascomycota	Lecanoromycetes	Teloschistales	Seirophora lacunosa
XANPAOZ2100_000699-T1	KAI4166316.1	77.358	1145322	Ascomycota	Lecanoromycetes	Teloschistales	Letrouitia transgressa
XANPAOZ2100_000699-T1	KAI4215294.1	76.28	1145322	Ascomycota	Lecanoromycetes	Teloschistales	Letrouitia transgressa
XANPAOZ2100_000699-T1	XP_037154471.1	70.854	560253	Ascomycota	Lecanoromycetes	Lecanorales	Letharia lupina
XANPAOZ2100_000699-T1	CAD6591918.1	70.854	111643	Ascomycota	Lecanoromycetes	Lecanorales	Alectoria sarmentosa
XANPAOZ2100_000699-T1	CAF9919500.1	69.018	116794	Ascomycota	Lecanoromycetes	Caliciales	Heterodermia speciosa
XANPAOZ2100_000699-T1	CAF9937870.1	74.114	172621	Ascomycota	Lecanoromycetes	Lecanorales	Imshaugia aleurites
XANPAOZ2100_000699-T1	CAF9939972.1	73.025	1903189	Ascomycota	Lecanoromycetes	Lecanorales	Alectoria fallacina
XANPAOZ2100_000699-T1	CAD6589573.1	73.297	111643	Ascomycota	Lecanoromycetes	Lecanorales	Alectoria sarmentosa
XANPAOZ2100_000699-T1	KAK3166921.1	69.424	209136	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria neglecta
XANPAOZ2100_000699-T1	MCJ1458864.1	73.025	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	KAL2043945.1	68.421	373712	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulon virgatum
XANPAOZ2100_000699-T1	KAK4690143.1	69.077	3038893	Ascomycota	Lecanoromycetes	NA	Lecanoromycetidae sp. Uapishka_2
XANPAOZ2100_000699-T1	MCJ1269473.1	72.358	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1428688.1	70.27	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1343502.1	71.467	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	KAI4130642.1	81.62	1301586	Ascomycota	Lecanoromycetes	Teloschistales	Usnochroma carphineum
XANPAOZ2100_000699-T1	KAG7008434.1	70.38	116821	Ascomycota	Lecanoromycetes	Caliciales	Physcia stellaris
XANPAOZ2100_000699-T1	KAL2053727.1	69.192	1340010	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria finkii
XANPAOZ2100_000699-T1	MCJ1276695.1	69.415	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1257823.1	67.254	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1225157.1	67.263	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1468777.1	71.351	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1239365.1	67.112	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	KAK0513079.1	67.92	184061	Ascomycota	Lecanoromycetes	Lecanorales	Cladonia borealis
XANPAOZ2100_000699-T1	KAI9879616.1	64.467	318763	Ascomycota	Lecanoromycetes	Acarosporales	Pleopsidium flavum
XANPAOZ2100_000699-T1	MCJ1375975.1	66.321	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1307974.1	63.317	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1300121.1	63.476	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1362020.1	65.743	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1481958.1	71.903	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	SLM34803.1	62.972	136370	Ascomycota	Lecanoromycetes	Umbilicariales	Lasallia pustulata
XANPAOZ2100_000699-T1	KAI4125852.1	66.22	87287	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicaria vellea
XANPAOZ2100_000699-T1	KAA6413828.1	63.224	136370	Ascomycota	Lecanoromycetes	Umbilicariales	Lasallia pustulata
XANPAOZ2100_000699-T1	MCJ1248739.1	61.461	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1474030.1	65.301	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1286140.1	60.553	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1321082.1	61.055	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1383601.1	61.5	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1338435.1	66.848	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1401976.1	63.415	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1437021.1	59.548	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1290404.1	63.784	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1392555.1	62.873	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1416447.1	59.75	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	XP_044665136.1	65.86	2732470	Ascomycota	Lecanoromycetes	Lecanorales	Bacidia gigantensis
XANPAOZ2100_000699-T1	MCJ1412959.1	62.602	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	MCJ1358228.1	63.243	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	KAI9832164.1	61.845	273283	Ascomycota	Sareomycetes	Sareales	Sarea resinae
XANPAOZ2100_000699-T1	KAI9812762.1	61.519	1453791	Ascomycota	Candelariomycetes	Candelariales	Pycnora praestabilis
XANPAOZ2100_000699-T1	KAI9729826.1	64	1130053	Ascomycota	Xylobotryomycetes	Xylobotryales	Cirrosporium novae-zelandiae
XANPAOZ2100_000699-T1	TVY39787.1	59.137	215460	Ascomycota	Leotiomycetes	Helotiales	Lachnellula occidentalis
XANPAOZ2100_000699-T1	KAI9696389.1	60.15	460853	Ascomycota	Candelariomycetes	Candelariales	Candelina mexicana
XANPAOZ2100_000699-T1	KAI9770377.1	60.101	460854	Ascomycota	Candelariomycetes	Candelariales	Candelina submexicana
XANPAOZ2100_000699-T1	RDW66816.1	59.64	565419	Ascomycota	Leotiomycetes	Helotiales	Coleophoma crateriformis
XANPAOZ2100_000699-T1	KAF7862746.1	59.698	38492	Ascomycota	Leotiomycetes	Helotiales	Stromatinia cepivora
XANPAOZ2100_000699-T1	RDW62220.1	59.897	1849047	Ascomycota	Leotiomycetes	Helotiales	Coleophoma cylindrospora
XANPAOZ2100_000699-T1	CAD6443997.1	59.194	28548	Ascomycota	Leotiomycetes	Helotiales	Sclerotinia trifoliorum
XANPAOZ2100_000699-T1	MCJ1446678.1	56.731	NA	NA	NA	NA	NA
XANPAOZ2100_000699-T1	XP_018188547.1	57.421	1328760	Ascomycota	Xylonomycetes	Xylonales	Xylona heveae
XANPAOZ2100_000699-T1	PQE15628.1	59.5	2070414	Ascomycota	Leotiomycetes	Helotiales	Rutstroemia sp. NJR-2017a BBW
XANPAOZ2100_000699-T1	KAJ8069188.1	59.446	352851	Ascomycota	Leotiomycetes	Helotiales	Sclerotinia nivalis
XANPAOZ2100_000699-T1	KAG0650188.1	60.253	353542	Ascomycota	Leotiomycetes	Helotiales	Hyphodiscus hymeniophilus
XANPAOZ2100_000699-T1	OCL01868.1	57.882	574774	Ascomycota	Dothideomycetes	Gloniales	Glonium stellatum
XANPAOZ2100_000699-T1	KIN08008.1	59.698	913774	Ascomycota	Leotiomycetes	NA	Oidiodendron maius
XANPAOZ2100_000699-T1	KAL1860086.1	60.769	3004212	Ascomycota	Eurotiomycetes	Eurotiales	Paecilomyces lecythidis
XANPAOZ2100_000699-T1	PQE14619.1	60.152	2070413	Ascomycota	Leotiomycetes	Helotiales	Rutstroemia sp. NJR-2017a BVV2
XANPAOZ2100_000699-T1	KAI9676132.1	57.828	2939410	Ascomycota	Lecanoromycetes	Acarosporales	Caeruleum heppii
XANPAOZ2100_000699-T1	TVY83932.1	58.987	602035	Ascomycota	Leotiomycetes	Helotiales	Lachnellula suecica
XANPAOZ2100_000699-T1	PGH02427.1	62.398	1447883	Ascomycota	Eurotiomycetes	Onygenales	Polytolypa hystricis
XANPAOZ2100_000699-T1	KAK2748906.1	58.505	2135911	Ascomycota	Eurotiomycetes	Onygenales	Myotisia sp. PD_48
XANPAOZ2100_000699-T1	ESZ98368.1	59.296	1432307	Ascomycota	Leotiomycetes	Helotiales	Sclerotinia borealis
XANPAOZ2100_000699-T1	RFU29353.1	57.59	5539	Ascomycota	Leotiomycetes	NA	Scytalidium lignicola
XANPAOZ2100_000699-T1	KAE8454472.1	58.438	2728926	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae sp. DMI_Dod_QoI
XANPAOZ2100_000699-T1	KAI9719579.1	61.725	460848	Ascomycota	Candelariomycetes	Candelariales	Candelaria pacifica
XANPAOZ2100_000699-T1	KAF2085548.1	58.722	1314787	Ascomycota	Dothideomycetes	Botryosphaeriales	Saccharata proteae
XANPAOZ2100_000699-T1	KAL2353698.1	57.568	329879	Ascomycota	Dothideomycetes	NA	Cryomyces antarcticus
XANPAOZ2100_000699-T1	GAD97628.1	60.256	1356009	Ascomycota	Eurotiomycetes	Eurotiales	Paecilomyces variotii
XANPAOZ2100_000699-T1	OCK82479.1	57.213	1314670	Ascomycota	Dothideomycetes	Mytilinidiales	Lepidopterella palustris
XANPAOZ2100_000699-T1	XP_007805023.1	60.825	1263415	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_000699-T1	KAL1957715.1	58.524	5041	Ascomycota	Eurotiomycetes	Onygenales	Malbranchea cinnamomea
XANPAOZ2100_000699-T1	KAI9649377.1	58.081	647257	Ascomycota	Leotiomycetes	Helotiales	Ciborinia camelliae
XANPAOZ2100_000699-T1	KAG4030907.1	58.5	38448	Ascomycota	Leotiomycetes	Helotiales	Monilinia fructicola
