genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_3,scaffold_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 8_1,2879076,3058248,3506,3559,0_3469,0_3522,29,1357425,1539836,6717,6763,3_6685,3_6731,29,+,1357425,1539836,6717,6763,3_6685,3_6731,Xp_GTX0501_26,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_12,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,1852496,1972139,4236,4274,0_4192,0_4229,32,747477,862329,8753,8786,3_8705,3_8738,32,+,747477,862329,8753,8786,3_8705,3_8738,Xp_GTX0501_31,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_12,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,2013368,2275251,4280,4332,0_4235,0_4286,31,914153,1036934,8793,8836,3_8745,3_8787,31,+,914153,1036934,8793,8836,3_8745,3_8787,Xp_GTX0501_32,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_12,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,1131760,1852376,4027,4234,0_3985,0_4191,167,1613,662241,8554,8744,3_8506,3_8696,167,+,1613,662241,8554,8744,3_8506,3_8696,Xp_GTX0501_3,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_6,scaffold_8,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 13_1,99373,159965,5019,5042,0_4967,0_4990,16,1387261,1440561,7327,7343,3_7287,3_7303,16,+,1387261,1440561,7327,7343,3_7287,3_7303,Xp_GTX0501_36,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_6,scaffold_8,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 14_1,259917,1803862,5059,5621,0_5007,0_5560,427,8600,1298711,6855,7325,3_6823,3_7286,427,+,8600,1298711,6855,7325,3_6823,3_7286,Xp_GTX0501_6,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_7,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15_1,1878070,1999827,6303,6347,0_6237,0_6281,37,1791931,1913484,6225,6266,3_6194,3_6235,37,+,1791931,1913484,6225,6266,3_6194,3_6235,Xp_GTX0501_34,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_7,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15_1,513517,1869429,5823,6299,0_5757,0_6233,381,447576,1782174,5774,6221,3_5743,3_6190,381,+,447576,1782174,5774,6221,3_5743,3_6190,Xp_GTX0501_8,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_9,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 17_1,182867,1954609,7140,7686,0_7069,0_7610,438,1503537,2988170,4538,5027,3_4514,3_5001,438,+,1503537,2988170,4538,5027,3_4514,3_5001,Xp_GTX0501_10,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_10,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 7_1,35930,1354849,7768,8217,3_7725,3_8170,389,62435,1476689,2595,3102,0_2568,0_3068,389,+,62435,1476689,2595,3102,0_2568,0_3068,Xp_GTX0501_1,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_12,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,747477,862329,8753,8786,3_8705,3_8738,32,1852496,1972139,4236,4274,0_4192,0_4229,32,+,1852496,1972139,4236,4274,0_4192,0_4229,Xp_GTX0501_31,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_12,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,914153,1036934,8793,8836,3_8745,3_8787,31,2013368,2275251,4280,4332,0_4235,0_4286,31,+,2013368,2275251,4280,4332,0_4235,0_4286,Xp_GTX0501_32,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_12,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11_1,1613,662241,8554,8744,3_8506,3_8696,167,1131760,1852376,4027,4234,0_3985,0_4191,167,+,1131760,1852376,4027,4234,0_3985,0_4191,Xp_GTX0501_3,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_14,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 4_1,83,233646,9143,9229,3_9093,3_9179,78,1978922,2229349,2082,2168,0_2061,0_2146,78,+,1978922,2229349,2082,2168,0_2061,0_2146,Xp_GTX0501_2,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_2,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 29_1,3953393,4053973,3124,3156,3_3104,3_3135,23,89554,235847,10083,10120,0_9995,0_10031,23,+,89554,235847,10083,10120,0_9995,0_10031,Xp_GTX0501_15,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_2,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 2_1,2211422,3847210,2582,3119,3_2562,3_3099,476,47787,1964841,1451,2074,0_1433,0_2053,476,+,47787,1964841,1451,2074,0_1433,0_2053,Xp_GTX0501_2,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 21_1,1465504,1527670,3594,3624,3_3571,3_3600,28,181076,242303,8226,8262,0_8148,0_8183,28,+,181076,242303,8226,8262,0_8148,0_8183,Xp_GTX0501_9,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25_1,1686860,2227539,3667,3865,3_3643,3_3841,175,110091,661069,9245,9460,0_9162,0_9376,175,+,110091,661069,9245,9460,0_9162,0_9376,Xp_GTX0501_16,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25_1,2630447,3036538,3957,4086,3_3933,3_4062,117,1033541,1494545,9552,9686,0_9468,0_9602,117,+,1033541,1494545,9552,9686,0_9468,0_9602,Xp_GTX0501_19,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25_1,2237250,2531719,3869,3956,3_3845,3_3932,65,692209,943915,9468,9551,0_9384,0_9467,65,+,692209,943915,9468,9551,0_9384,0_9467,Xp_GTX0501_28,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25_1,1639210,1681508,3655,3666,3_3631,3_3642,11,50912,103738,9233,9244,0_9150,0_9161,11,+,50912,103738,9233,9244,0_9150,0_9161,Xp_GTX0501_45,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_4,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,374916,396867,4198,4205,3_4174,3_4181,8,1179975,1248192,9113,9120,0_9030,0_9037,8,+,1179975,1248192,9113,9120,0_9030,0_9037,Xp_GTX0501_33,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_4,Xc_GTX0491_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 17_1,1503537,2988170,4538,5027,3_4514,3_5001,438,182867,1954609,7140,7686,0_7069,0_7610,438,+,182867,1954609,7140,7686,0_7069,0_7610,Xp_GTX0501_10,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_6,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15_1,1791931,1913484,6225,6266,3_6194,3_6235,37,1878070,1999827,6303,6347,0_6237,0_6281,37,+,1878070,1999827,6303,6347,0_6237,0_6281,Xp_GTX0501_34,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_6,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15_1,447576,1782174,5774,6221,3_5743,3_6190,381,513517,1869429,5823,6299,0_5757,0_6233,381,+,513517,1869429,5823,6299,0_5757,0_6233,Xp_GTX0501_8,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_7,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 8_1,4304,1361056,6291,6718,3_6260,3_6686,360,1285946,2882660,3040,3507,0_3007,0_3470,360,+,1285946,2882660,3040,3507,0_3007,0_3470,Xp_GTX0501_1,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_7,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 8_1,1357425,1539836,6717,6763,3_6685,3_6731,29,2879076,3058248,3506,3559,0_3469,0_3522,29,+,2879076,3058248,3506,3559,0_3469,0_3522,Xp_GTX0501_26,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 23_1,1506161,1537336,7363,7374,3_7323,3_7334,6,478636,511766,8348,8359,0_8269,0_8280,6,+,478636,511766,8348,8359,0_8269,0_8280,Xp_GTX0501_9,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 13_1,1387261,1440561,7327,7343,3_7287,3_7303,16,99373,159965,5019,5042,0_4967,0_4990,16,+,99373,159965,5019,5042,0_4967,0_4990,Xp_GTX0501_36,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 14_1,8600,1298711,6855,7325,3_6823,3_7286,427,259917,1803862,5059,5621,0_5007,0_5560,427,+,259917,1803862,5059,5621,0_5007,0_5560,Xp_GTX0501_6,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_1,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,2450719,2916971,714,840,0_706,0_830,100,3535718,3879875,1178,1291,3_1167,3_1278,100,-,3879875,3535718,1291,1178,3_1278,3_1167,Xp_GTX0501_20,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_1,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,15511,2465821,3,719,0_2,0_711,565,3864800,5677477,1287,1903,3_1274,3_1885,565,-,5677477,3864800,1903,1287,3_1885,3_1274,Xp_GTX0501_4,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_1,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,2917491,4640737,841,1446,0_831,0_1428,425,2248291,3534356,725,1177,3_718,3_1166,425,-,3534356,2248291,1177,725,3_1166,3_718,Xp_GTX0501_7,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_10,scaffold_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 19_1,241094,921718,7753,7966,0_7676,0_7889,179,531198,1134515,8363,8553,3_8315,3_8505,179,-,1134515,531198,8553,8363,3_8505,3_8315,Xp_GTX0501_13,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_10,scaffold_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 19_1,1011370,1658065,7969,8118,0_7892,0_8040,128,1894,433838,8218,8359,3_8171,3_8311,128,-,433838,1894,8359,8218,3_8311,3_8171,Xp_GTX0501_17,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_10,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 18_1,52787,239476,7688,7752,0_7612,0_7675,58,219954,380439,5706,5767,3_5676,3_5736,58,-,380439,219954,5767,5706,3_5736,3_5676,Xp_GTX0501_13,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 20_1,71520,179886,8200,8225,0_8122,0_8147,22,1531814,1611280,3625,3654,3_3601,3_3630,22,-,1611280,1531814,3654,3625,3_3630,3_3601,Xp_GTX0501_9,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 22_1,246274,1916993,8263,8761,0_8184,0_8680,386,108226,1463642,3167,3592,3_3146,3_3569,386,-,1463642,108226,3592,3167,3_3569,3_3146,Xp_GTX0501_9,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,57737,703729,8763,8952,0_8682,0_8869,125,835868,1231052,4340,4480,3_4316,3_4456,125,-,1231052,835868,4480,4340,3_4456,3_4316,Xp_GTX0501_18,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,706242,1079026,8954,9094,0_8871,0_9011,109,521650,835045,4220,4339,3_4196,3_4315,109,-,835045,521650,4339,4220,3_4315,3_4196,Xp_GTX0501_21,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,1249580,1487121,9121,9184,0_9038,0_9101,49,187783,348443,4144,4197,3_4120,3_4173,49,-,348443,187783,4197,4144,3_4173,3_4120,Xp_GTX0501_29,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,1549133,1615275,9205,9229,0_9122,0_9146,21,52823,123419,4102,4126,3_4078,3_4102,21,-,123419,52823,4126,4102,3_4102,3_4078,Xp_GTX0501_35,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24_1,1487761,1543230,9185,9204,0_9102,0_9121,14,130064,187151,4128,4143,3_4104,3_4119,14,-,187151,130064,4143,4128,3_4119,3_4104,Xp_GTX0501_43,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_13,scaffold_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 26_1,913308,943915,9538,9551,0_9454,0_9467,9,113889,142790,7383,7392,3_7343,3_7352,9,-,142790,113889,7392,7383,3_7352,3_7343,Xp_GTX0501_28,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_14,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,691695,1016081,9853,9961,0_9768,0_9876,95,139883,424261,58,157,3_55,3_154,95,-,424261,139883,157,58,3_154,3_55,Xp_GTX0501_22,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_14,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,36840,328735,9697,9781,0_9613,0_9696,65,739465,953701,223,299,3_220,3_296,65,-,953701,739465,299,223,3_296,3_220,Xp_GTX0501_24,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_14,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,1025412,1229341,9966,10024,0_9881,0_9937,47,131,133147,1,55,3_0,3_52,47,-,133147,131,55,1,3_52,3_0,Xp_GTX0501_25,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_15,scaffold_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 30_1,113762,793061,10092,10292,0_10003,0_10203,166,511582,1070649,8950,9142,3_8900,3_9092,166,-,1070649,511582,9142,8950,3_9092,3_8900,Xp_GTX0501_15,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_15,scaffold_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 30_1,1087506,1281108,10354,10412,0_10263,0_10320,47,129960,303297,8849,8903,3_8800,3_8854,47,-,303297,129960,8903,8849,3_8854,3_8800,Xp_GTX0501_27,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 3_1,49818,95605,1452,1469,0_1434,0_1451,6,1803,59871,5672,5692,3_5642,3_5662,6,-,59871,1803,5692,5672,3_5662,3_5642,Xp_GTX0501_2,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 6_1,2343680,3631946,2178,2561,0_2156,0_2534,305,292990,1424244,7418,7761,3_7378,3_7718,305,-,1424244,292990,7761,7418,3_7718,3_7378,Xp_GTX0501_11,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 6_1,3573236,3713309,2542,2591,0_2516,0_2564,38,217617,352274,7395,7437,3_7355,3_7396,38,-,352274,217617,7437,7395,3_7396,3_7355,Xp_GTX0501_30,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_3,scaffold_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 9_1,2824935,2865567,3484,3502,0_3448,0_3465,7,1820626,1851471,6827,6838,3_6795,3_6806,7,-,1851471,1820626,6838,6827,3_6806,3_6795,Xp_GTX0501_1,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 10_1,4987,1179547,3560,4035,0_3523,0_3993,383,1025327,2195178,306,722,3_303,3_715,383,-,2195178,1025327,722,306,3_715,3_303,Xp_GTX0501_3,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_5,scaffold_5,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 12_1,9156,1377644,4336,4732,0_4290,0_4681,322,962981,2178241,5305,5670,3_5279,3_5640,322,-,2178241,962981,5670,5305,3_5640,3_5279,Xp_GTX0501_12,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_5,scaffold_5,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 12_1,1419694,2266873,4734,5012,0_4683,0_4960,232,108035,926526,5049,5303,3_5023,3_5277,232,-,926526,108035,5303,5049,3_5277,3_5023,Xp_GTX0501_14,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_5,scaffold_5,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 12_1,195579,217378,4391,4400,0_4345,0_4354,9,1948795,1970623,5603,5611,3_5573,3_5581,9,-,1970623,1948795,5611,5603,3_5581,3_5573,Xp_GTX0501_36,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_8,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 16_1,141156,226715,6400,6434,0_6333,0_6367,30,1589884,1680313,2451,2486,3_2431,3_2466,30,-,1680313,1589884,2486,2451,3_2466,3_2431,Xp_GTX0501_41,Xanthoria_parietina_GTX0501
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_8,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 16_1,509361,2032330,6446,7057,0_6378,0_6986,502,750,1573149,1910,2445,3_1892,3_2425,502,-,1573149,750,2445,1910,3_2425,3_1892,Xp_GTX0501_5,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,3535718,3879875,1178,1291,3_1167,3_1278,100,2450719,2916971,714,840,0_706,0_830,100,-,2916971,2450719,840,714,0_830,0_706,Xp_GTX0501_20,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,3864800,5677477,1287,1903,3_1274,3_1885,565,15511,2465821,3,719,0_2,0_711,565,-,2465821,15511,719,3,0_711,0_2,Xp_GTX0501_4,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1_1,2248291,3534356,725,1177,3_718,3_1166,425,2917491,4640737,841,1446,0_831,0_1428,425,-,4640737,2917491,1446,841,0_1428,0_831,Xp_GTX0501_7,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,139883,424261,58,157,3_55,3_154,95,691695,1016081,9853,9961,0_9768,0_9876,95,-,1016081,691695,9961,9853,0_9876,0_9768,Xp_GTX0501_22,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,739465,953701,223,299,3_220,3_296,65,36840,328735,9697,9781,0_9613,0_9696,65,-,328735,36840,9781,9697,0_9696,0_9613,Xp_GTX0501_24,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28_1,131,133147,1,55,3_0,3_52,47,1025412,1229341,9966,10024,0_9881,0_9937,47,-,1229341,1025412,10024,9966,0_9937,0_9881,Xp_GTX0501_25,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 10_1,1025327,2195178,306,722,3_303,3_715,383,4987,1179547,3560,4035,0_3523,0_3993,383,-,1179547,4987,4035,3560,0_3993,0_3523,Xp_GTX0501_3,Xanthoria_parietina_GTX0501
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_11,Xc_GTX0491_10,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 19_1,531198,1134515,8363,8553,3_8315,3_8505,179,241094,921718,7753,7966,0_7676,0_7889,179,-,921718,241094,7966,7753,0_7889,0_7676,Xp_GTX0501_13,Xanthoria_parietina_GTX0501
